Indexcd,Idxtrd01,Idxtrd08
1,2022-08-30,-0.4168
1,2022-08-31,-0.7772
1,2022-09-01,-0.5358
1,2022-09-02,0.047
1,2022-09-05,0.4216
1,2022-09-06,1.3605
1,2022-09-07,0.0878
1,2022-09-08,-0.3299
1,2022-09-09,0.818
1,2022-09-13,0.0534
1,2022-09-14,-0.8044
1,2022-09-15,-1.1621
1,2022-09-16,-2.2976
1,2022-09-19,-0.3453
1,2022-09-20,0.2184
1,2022-09-21,-0.1675
1,2022-09-22,-0.2652
1,2022-09-23,-0.6607
1,2022-09-26,-1.2027
1,2022-09-27,1.3973
1,2022-09-28,-1.5772
1,2022-09-29,-0.1268
1,2022-09-30,-0.5529
1,2022-10-10,-1.6614
1,2022-10-11,0.1899
1,2022-10-12,1.5341
1,2022-10-13,-0.3024
1,2022-10-14,1.8443
1,2022-10-17,0.4217
1,2022-10-18,-0.1292
1,2022-10-19,-1.1873
1,2022-10-20,-0.3064
1,2022-10-21,0.1278
1,2022-10-24,-2.0196
1,2022-10-25,-0.0427
1,2022-10-26,0.7802
1,2022-10-27,-0.5535
1,2022-10-28,-2.2454
1,2022-10-31,-0.7697
1,2022-11-01,2.6168
1,2022-11-02,1.1508
1,2022-11-03,-0.1853
1,2022-11-04,2.4348
1,2022-11-07,0.2286
1,2022-11-08,-0.4329
1,2022-11-09,-0.5327
1,2022-11-10,-0.3949
1,2022-11-11,1.6851
1,2022-11-14,-0.1261
1,2022-11-15,1.6435
1,2022-11-16,-0.4498
1,2022-11-17,-0.1457
1,2022-11-18,-0.5839
1,2022-11-21,-0.3939
1,2022-11-22,0.1264
1,2022-11-23,0.2578
1,2022-11-24,-0.2453
1,2022-11-25,0.4008
1,2022-11-28,-0.7462
1,2022-11-29,2.3127
1,2022-11-30,0.0504
1,2022-12-01,0.4486
1,2022-12-02,-0.2946
1,2022-12-05,1.7639
1,2022-12-06,0.0224
1,2022-12-07,-0.402
1,2022-12-08,-0.0709
1,2022-12-09,0.3002
1,2022-12-12,-0.8702
1,2022-12-13,-0.0854
1,2022-12-14,0.0063
1,2022-12-15,-0.248
1,2022-12-16,-0.0249
1,2022-12-19,-1.9175
1,2022-12-20,-1.0733
1,2022-12-21,-0.1742
1,2022-12-22,-0.4556
1,2022-12-23,-0.2804
1,2022-12-26,0.6467
1,2022-12-27,0.9788
1,2022-12-28,-0.2639
1,2022-12-29,-0.4437
1,2022-12-30,0.5061
1,2023-01-03,0.8822
1,2023-01-04,0.2247
1,2023-01-05,1.0149
1,2023-01-06,0.0767
1,2023-01-09,0.5842
1,2023-01-10,-0.2071
1,2023-01-11,-0.242
1,2023-01-12,0.051
1,2023-01-13,1.007
1,2023-01-16,1.0104
1,2023-01-17,-0.1037
1,2023-01-18,0.005
1,2023-01-19,0.4923
1,2023-01-20,0.7572
1,2023-01-30,0.138
1,2023-01-31,-0.4175
1,2023-02-01,0.8985
1,2023-02-02,0.0228
1,2023-02-03,-0.6776
1,2023-02-06,-0.7571
1,2023-02-07,0.2901
1,2023-02-08,-0.4922
1,2023-02-09,1.1843
1,2023-02-10,-0.2969
1,2023-02-13,0.7203
1,2023-02-14,0.2778
1,2023-02-15,-0.3884
1,2023-02-16,-0.9591
1,2023-02-17,-0.7696
1,2023-02-20,2.0569
1,2023-02-21,0.4919
1,2023-02-22,-0.465
1,2023-02-23,-0.1115
1,2023-02-24,-0.618
1,2023-02-27,-0.2793
1,2023-02-28,0.6621
1,2023-03-01,0.9984
1,2023-03-02,-0.0511
1,2023-03-03,0.5358
1,2023-03-06,-0.1913
1,2023-03-07,-1.1116
1,2023-03-08,-0.0563
1,2023-03-09,-0.2179
1,2023-03-10,-1.4046
1,2023-03-13,1.1956
1,2023-03-14,-0.7154
1,2023-03-15,0.5547
1,2023-03-16,-1.1162
1,2023-03-17,0.7331
1,2023-03-20,-0.481
1,2023-03-21,0.6412
1,2023-03-22,0.3101
1,2023-03-23,0.64
1,2023-03-24,-0.6388
1,2023-03-27,-0.4366
1,2023-03-28,-0.1852
1,2023-03-29,-0.1639
1,2023-03-30,0.6541
1,2023-03-31,0.356
1,2023-04-03,0.7191
1,2023-04-04,0.4903
1,2023-04-06,0.0021
1,2023-04-07,0.4534
1,2023-04-10,-0.3693
1,2023-04-11,-0.0539
1,2023-04-12,0.4108
1,2023-04-13,-0.265
1,2023-04-14,0.5963
1,2023-04-17,1.4217
1,2023-04-18,0.2281
1,2023-04-19,-0.6838
1,2023-04-20,-0.0919
1,2023-04-21,-1.9534
1,2023-04-24,-0.7829
1,2023-04-25,-0.3218
1,2023-04-26,-0.0236
1,2023-04-27,0.6674
1,2023-04-28,1.1379
1,2023-05-04,0.818
1,2023-05-05,-0.4762
1,2023-05-08,1.8144
1,2023-05-09,-1.0996
1,2023-05-10,-1.1472
1,2023-05-11,-0.2892
1,2023-05-12,-1.1237
1,2023-05-15,1.1727
1,2023-05-16,-0.5965
1,2023-05-17,-0.2053
1,2023-05-18,0.3985
1,2023-05-19,-0.4179
1,2023-05-22,0.3937
1,2023-05-23,-1.5238
1,2023-05-24,-1.2781
1,2023-05-25,-0.1088
1,2023-05-26,0.3512
1,2023-05-29,0.2784
1,2023-05-30,0.0858
1,2023-05-31,-0.6094
1,2023-06-01,0.0022
1,2023-06-02,0.7937
1,2023-06-05,0.0734
1,2023-06-06,-1.1478
1,2023-06-07,0.0757
1,2023-06-08,0.4949
1,2023-06-09,0.5545
1,2023-06-12,-0.0796
1,2023-06-13,0.1499
1,2023-06-14,-0.1449
1,2023-06-15,0.7428
1,2023-06-16,0.6259
1,2023-06-19,-0.5355
1,2023-06-20,-0.4743
1,2023-06-21,-1.3105
1,2023-06-26,-1.4785
1,2023-06-27,1.2323
1,2023-06-28,-0.0021
1,2023-06-29,-0.2193
1,2023-06-30,0.6184
1,2023-07-03,1.3089
1,2023-07-04,0.0424
1,2023-07-05,-0.6903
1,2023-07-06,-0.539
1,2023-07-07,-0.2797
1,2023-07-10,0.2217
1,2023-07-11,0.5516
1,2023-07-12,-0.7833
1,2023-07-13,1.2623
1,2023-07-14,0.0377
1,2023-07-17,-0.867
1,2023-07-18,-0.368
1,2023-07-19,0.0318
1,2023-07-20,-0.9164
1,2023-07-21,-0.0561
1,2023-07-24,-0.1131
1,2023-07-25,2.1288
1,2023-07-26,-0.2628
1,2023-07-27,-0.1972
1,2023-07-28,1.8421
1,2023-07-31,0.4614
1,2023-08-01,-0.0028
1,2023-08-02,-0.8891
1,2023-08-03,0.5756
1,2023-08-04,0.2323
1,2023-08-07,-0.5855
1,2023-08-08,-0.2512
1,2023-08-09,-0.4948
1,2023-08-10,0.3105
1,2023-08-11,-2.0068
1,2023-08-14,-0.3393
1,2023-08-15,-0.0708
1,2023-08-16,-0.8201
1,2023-08-17,0.4321
1,2023-08-18,-1.0047
1,2023-08-21,-1.2444
1,2023-08-22,0.8845
1,2023-08-23,-1.3438
1,2023-08-24,0.1248
1,2023-08-25,-0.5895
1,2023-08-28,1.1279
1,2023-08-29,1.2022
1,2023-08-30,0.0399
1,2023-08-31,-0.5502
