PERMNO,date,TICKER,RET,sprtrn
91611,2011/10/31,FSLR,-0.212625,0.107723
91611,2011/11/30,FSLR,-0.038377,-0.005059
91611,2011/12/30,FSLR,-0.294609,0.008533
91611,2012/01/31,FSLR,0.252370,0.043583
91611,2012/02/29,FSLR,-0.236045,0.040589
91611,2012/03/30,FSLR,-0.224458,0.031332
91611,2012/04/30,FSLR,-0.265469,-0.007497
91611,2012/05/31,FSLR,-0.317391,-0.062651
91611,2012/06/29,FSLR,0.199045,0.039555
91611,2012/07/31,FSLR,0.031872,0.012598
91611,2012/08/31,FSLR,0.286358,0.019763
91611,2012/09/28,FSLR,0.107804,0.024236
91611,2012/10/31,FSLR,0.097313,-0.019789
91611,2012/11/30,FSLR,0.110700,0.002847
91611,2012/12/31,FSLR,0.143223,0.007068
91611,2013/01/31,FSLR,-0.086714,0.050428
91611,2013/02/28,FSLR,-0.083038,0.011061
91611,2013/03/28,FSLR,0.043344,0.035988
91611,2013/04/30,FSLR,0.727003,0.018086
91611,2013/05/31,FSLR,0.168235,0.020763
91611,2013/06/28,FSLR,-0.176181,-0.014999
91611,2013/07/31,FSLR,0.098416,0.049462
91611,2013/08/30,FSLR,-0.253962,-0.031298
91611,2013/09/30,FSLR,0.095044,0.029749
91611,2013/10/31,FSLR,0.251082,0.044596
91611,2013/11/29,FSLR,0.189123,0.028049
91611,2013/12/31,FSLR,-0.086593,0.023563
91611,2014/01/31,FSLR,-0.074304,-0.035583
91611,2014/02/28,FSLR,0.128312,0.043117
91611,2014/03/31,FSLR,0.222884,0.006932
91611,2014/04/30,FSLR,-0.032956,0.006201
91611,2014/05/30,FSLR,-0.084605,0.021030
91611,2014/06/30,FSLR,0.150210,0.019058
91611,2014/07/31,FSLR,-0.111877,-0.015080
91611,2014/08/29,FSLR,0.104104,0.037655
91611,2014/09/30,FSLR,-0.055540,-0.015514
91611,2014/10/31,FSLR,-0.104999,0.023201
91611,2014/11/28,FSLR,-0.171477,0.024534
91611,2014/12/31,FSLR,-0.086168,-0.004189
91611,2015/01/30,FSLR,-0.051015,-0.031041
91611,2015/02/27,FSLR,0.411744,0.054893
91611,2015/03/31,FSLR,0.000753,-0.017396
91611,2015/04/30,FSLR,-0.002007,0.008521
91611,2015/05/29,FSLR,-0.166918,0.010491
91611,2015/06/30,FSLR,-0.054919,-0.021012
91611,2015/07/31,FSLR,-0.057046,0.019742
91611,2015/08/31,FSLR,0.079910,-0.062581
91611,2015/09/30,FSLR,-0.106396,-0.026443
91611,2015/10/30,FSLR,0.334971,0.082983
91611,2015/11/30,FSLR,-0.009813,0.000505
91611,2015/12/31,FSLR,0.167758,-0.017530
91611,2016/01/29,FSLR,0.040461,-0.050735
91611,2016/02/29,FSLR,0.046752,-0.004128
91611,2016/03/31,FSLR,-0.047308,0.065991
91611,2016/04/29,FSLR,-0.184460,0.002699
91611,2016/05/31,FSLR,-0.110852,0.015329
91611,2016/06/30,FSLR,-0.023565,0.000906
91611,2016/07/29,FSLR,-0.037129,0.035610
91611,2016/08/31,FSLR,-0.189803,-0.001219
91611,2016/09/30,FSLR,0.044157,-0.001234
91611,2016/10/31,FSLR,0.025323,-0.019426
91611,2016/11/30,FSLR,-0.251173,0.034174
91611,2016/12/30,FSLR,0.058377,0.018201
91611,2017/01/31,FSLR,-0.028046,0.017884
91611,2017/02/28,FSLR,0.160308,0.037198
91611,2017/03/31,FSLR,-0.251174,-0.000389
91611,2017/04/28,FSLR,0.090406,0.009091
91611,2017/05/31,FSLR,0.303215,0.011576
91611,2017/06/30,FSLR,0.035575,0.004814
91611,2017/07/31,FSLR,0.236459,0.019349
91611,2017/08/31,FSLR,-0.047658,0.000546
91611,2017/09/29,FSLR,-0.022998,0.019303
91611,2017/10/31,FSLR,0.194856,0.022188
91611,2017/11/30,FSLR,0.132798,0.028083
91611,2017/12/29,FSLR,0.087279,0.009832
91611,2018/01/31,FSLR,-0.005184,0.056179
91611,2018/02/28,FSLR,-0.064314,-0.038947
91611,2018/03/29,FSLR,0.129356,-0.026885
91611,2018/04/30,FSLR,-0.000986,0.002719
91611,2018/05/31,FSLR,-0.046538,0.021608
91611,2018/06/29,FSLR,-0.221121,0.004842
91611,2018/07/31,FSLR,-0.005887,0.036022
91611,2018/08/31,FSLR,-0.005158,0.030263
91611,2018/09/28,FSLR,-0.070277,0.004294
91611,2018/10/31,FSLR,-0.136720,-0.069403
91611,2018/11/30,FSLR,0.063397,0.017859
91611,2018/12/31,FSLR,-0.044882,-0.091777
91611,2019/01/31,FSLR,0.191615,0.078684
91611,2019/02/28,FSLR,0.038743,0.029729
91611,2019/03/29,FSLR,0.005519,0.017924
91611,2019/04/30,FSLR,0.164459,0.039313
91611,2019/05/31,FSLR,-0.056720,-0.065778
91611,2019/06/28,FSLR,0.131633,0.068930
91611,2019/07/31,FSLR,-0.018118,0.013128
91611,2019/08/30,FSLR,-0.037525,-0.018092
91611,2019/09/30,FSLR,-0.065410,0.017181
91611,2019/10/31,FSLR,-0.107223,0.020432
91611,2019/11/29,FSLR,0.066615,0.034047
91611,2019/12/31,FSLR,0.013034,0.028590
91611,2020/01/31,FSLR,-0.114010,-0.001628
91611,2020/02/28,FSLR,-0.076846,-0.084110
91611,2020/03/31,FSLR,-0.212148,-0.125119
91611,2020/04/30,FSLR,0.220466,0.126844
91611,2020/05/29,FSLR,0.059305,0.045282
91611,2020/06/30,FSLR,0.061776,0.018388
91611,2020/07/31,FSLR,0.203030,0.055101
91611,2020/08/31,FSLR,0.286146,0.070065
91611,2020/09/30,FSLR,-0.135657,-0.039228
91611,2020/10/30,FSLR,0.314879,-0.027666
91611,2020/11/30,FSLR,0.073353,0.107546
91611,2020/12/31,FSLR,0.058761,0.037121
