"Markettype","Trdmnt","Mretwdos","Mmvosd"
"1","2013-02","-0.009455","13941672445.050"
"8","2013-02","-0.031128","107490071.080"
"4","2013-02","0.023330","4734706218.160"
"16","2013-03","-0.011746","433251249.130"
"2","2013-03","-0.049947","13418104.670"
"1","2013-03","-0.053236","13189657254.420"
"8","2013-03","-0.061544","100874692.180"
"4","2013-03","-0.047365","4523552477.620"
"16","2013-04","0.012839","443807509.780"
"2","2013-04","-0.031527","12995063.490"
"1","2013-04","-0.026693","12909686060.600"
"8","2013-04","0.026106","103508213.800"
"4","2013-04","-0.019567","4487035304.940"
"16","2013-05","0.208446","555758120.760"
"2","2013-05","0.033072","13406087.040"
"1","2013-05","0.056905","13629737251.840"
"8","2013-05","0.080700","111372702.660"
"4","2013-05","0.120384","5119805199.050"
"16","2013-06","-0.078672","517917618.250"
"2","2013-06","-0.091977","12048960.290"
"1","2013-06","-0.127779","11631110358.590"
"8","2013-06","-0.116519","96829322.940"
"4","2013-06","-0.157773","4322109783.280"
"16","2013-07","0.122816","596224147.150"
"2","2013-07","0.005612","12053384.800"
"1","2013-07","0.015445","12434201878.280"
"8","2013-07","-0.003283","93171603.330"
"4","2013-07","0.048691","4582659505.240"
"16","2013-08","0.046404","640462390.080"
"2","2013-08","0.035171","12445122.330"
"1","2013-08","0.049617","13140822628.430"
"8","2013-08","0.056697","97023528.930"
"4","2013-08","0.062578","4913692327.770"
"16","2013-09","0.137869","736801952.880"
"2","2013-09","0.033488","12898415.130"
"1","2013-09","0.036149","13713142161.050"
"8","2013-09","0.021055","99923521.840"
"4","2013-09","0.045539","5126115225.600"
"16","2013-10","-0.076185","708703255.360"
"2","2013-10","-0.012836","12783929.280"
"1","2013-10","-0.013596","13579103022.490"
"8","2013-10","0.004741","102514881.920"
"4","2013-10","-0.027221","5022687430.640"
"16","2013-11","0.139172","817983789.800"
"2","2013-11","0.024785","12515545.330"
"1","2013-11","0.036393","14065681514.150"
"8","2013-11","0.070932","109786481.810"
"4","2013-11","0.050985","5356293727.920"
"16","2013-12","-0.038262","795560694.200"
"2","2013-12","-0.007516","12421475.440"
"1","2013-12","-0.046349","13509049859.290"
"8","2013-12","-0.020791","107239314.530"
"4","2013-12","-0.028272","5320507089.830"
"16","2014-01","0.138034","939841874.350"
"2","2014-01","-0.029485","11773902.040"
"8","2014-01","-0.019382","103495750.250"
"4","2014-01","-0.005444","5316344669.730"
"1","2014-01","-0.040829","13040027285.900"
"16","2014-02","-0.012559","905949451.960"
"2","2014-02","-0.071731","11038225.190"
"8","2014-02","-0.018584","100611082.090"
"4","2014-02","0.014688","5417235529.930"
"1","2014-02","0.012804","13235955152.870"
"16","2014-03","-0.074777","867071484.580"
"2","2014-03","-0.017401","10846138.720"
"8","2014-03","-0.016615","99226159.890"
"4","2014-03","-0.035660","5223775124.860"
"1","2014-03","-0.008755","13136352328.450"
"16","2014-04","-0.017596","829368811.540"
"2","2014-04","0.007015","10874833.730"
"8","2014-04","0.012944","100792554.720"
"4","2014-04","-0.010892","5122941246.310"
"1","2014-04","-0.003068","13139907183.800"
"16","2014-05","0.049628","892956043.880"
"2","2014-05","-0.014141","10505872.950"
"8","2014-05","-0.031527","94226985.120"
"4","2014-05","0.022030","5211970609.230"
"1","2014-05","0.008639","13194348515.040"
"2","2014-06","0.003643","10186374.750"
"16","2014-06","0.084214","1047559853.010"
"8","2014-06","0.049390","98902270.920"
"4","2014-06","0.030027","5410432481.190"
"1","2014-06","0.019741","13248638991.790"
"2","2014-07","0.084291","10975388.480"
"16","2014-07","-0.018245","1051525476.030"
"8","2014-07","0.094344","88298012.880"
"4","2014-07","0.087324","5951360018.910"
"1","2014-07","0.091006","14311542379.950"
"2","2014-08","0.072151","11546852.920"
"16","2014-08","0.074083","1105938671.580"
"8","2014-08","0.020443","90795028.530"
"4","2014-08","0.040822","6245422829.930"
"1","2014-08","0.003789","14374798665.710"
"2","2014-09","0.065186","12174497.480"
"16","2014-09","0.120312","1270766133.780"
"8","2014-09","0.047467","95104837.080"
"1","2014-09","0.066752","15399143019.430"
"4","2014-09","0.101177","6999904335.510"
"2","2014-10","-0.024168","12108772.620"
"8","2014-10","-0.001639","95287157.950"
"1","2014-10","0.026438","15615092839.320"
"4","2014-10","0.017246","7018213882.190"
"16","2014-10","-0.002046","1251179773.880"
"2","2014-11","0.061351","13071560.490"
"8","2014-11","0.005088","95465975.720"
"1","2014-11","0.112896","17446199738.200"
"4","2014-11","0.057556","7506170107.700"
"16","2014-11","0.055735","1317951021.640"
"2","2014-12","0.052056","13142074.320"
"8","2014-12","0.029150","96675789.990"
"1","2014-12","0.219892","21829615551.050"
"4","2014-12","0.036546","7809967677.550"
"16","2014-12","-0.105110","1234273518.750"
"2","2015-01","-0.003643","13555479.420"
"8","2015-01","0.045161","102640865.370"
"1","2015-01","-0.008813","21759784769.930"
"4","2015-01","0.055275","8204811720.160"
"16","2015-01","0.127622","1414158406.060"
"2","2015-02","0.022881","13746286.460"
"8","2015-02","0.035019","104854806.050"
"1","2015-02","0.029338","22360366977.510"
"4","2015-02","0.069726","8659200462.470"
"16","2015-02","0.144312","1647573437.790"
"2","2015-03","0.051327","14648638.470"
"8","2015-03","0.043501","109820647.240"
"1","2015-03","0.128868","25846100693.580"
"4","2015-03","0.198714","10561099051.270"
"16","2015-03","0.260136","2065909830.530"
"2","2015-04","0.322090","19291852.220"
"8","2015-04","0.249527","139434567.330"
"1","2015-04","0.188764","30715707385.570"
"4","2015-04","0.152956","12291195825.200"
"16","2015-04","0.206114","2576299330.310"
"2","2015-05","0.223775","23699029.870"
"8","2015-05","0.092664","141172685.710"
"1","2015-05","0.017099","31142721961.640"
"4","2015-05","0.195067","14603080367.210"
"16","2015-05","0.369360","3434131211.590"
"2","2015-06","-0.123233","20872484.940"
"8","2015-06","-0.061528","127552564.990"
"1","2015-06","-0.056940","29314104876.660"
"4","2015-06","-0.095942","12792194134.800"
"16","2015-06","-0.189939","2868774486.610"
"2","2015-07","-0.192743","16370041.920"
"4","2015-07","-0.173343","9958476122.680"
"1","2015-07","-0.139439","24560285988.120"
"8","2015-07","-0.195240","96555337.960"
"16","2015-07","-0.152698","2317109191.160"
"2","2015-08","-0.149852","13781060.540"
"4","2015-08","-0.159036","8251214532.020"
"8","2015-08","-0.175420","78738725.750"
"1","2015-08","-0.126751","21540338730.410"
"16","2015-08","-0.233561","1740331280.880"
"2","2015-09","0.032275","14277061.950"
"4","2015-09","-0.079274","7950553604.360"
"8","2015-09","-0.029571","85540188.950"
"1","2015-09","-0.049383","20112919560.050"
"16","2015-09","0.037936","1864581606.850"
"2","2015-10","0.163102","17055217.710"
"4","2015-10","0.187885","10030873487.670"
"8","2015-10","0.103944","98251208.960"
"16","2015-10","0.224289","2397357084.240"
"1","2015-10","0.111464","22458067325.420"
"2","2015-11","0.063575","18580384.370"
"4","2015-11","0.070395","11239452045.130"
"8","2015-11","0.040403","100267598.230"
"16","2015-11","0.131252","2863078340.420"
"1","2015-11","0.014196","23142117951.070"
"2","2015-12","0.118410","19286669.320"
"4","2015-12","0.065871","12438443146.210"
"8","2015-12","0.096856","108395511.230"
"16","2015-12","0.037701","3075375688.090"
"1","2015-12","0.027475","24570659209.400"
"8","2016-01","-0.141253","86647642.960"
"2","2016-01","-0.191251","15598065.680"
"4","2016-01","-0.282988","8751937044.770"
"16","2016-01","-0.309016","2077506825.330"
"1","2016-01","-0.225688","19167143542.460"
"8","2016-02","-0.051785","83469134.250"
"2","2016-02","-0.017930","13647633.340"
"4","2016-02","-0.023420","8522978043.200"
"16","2016-02","-0.063660","1964400006.750"
"1","2016-02","-0.016489","18974191448.980"
"8","2016-03","0.048060","94342983.670"
"2","2016-03","0.122589","14832715.900"
"4","2016-03","0.170273","10097527731.030"
"16","2016-03","0.219039","2500067758.470"
"1","2016-03","0.119371","21349845673.290"
"8","2016-04","-0.013631","91234251.930"
"2","2016-04","-0.021552","14057550.980"
"16","2016-04","-0.024850","2423978414.720"
"4","2016-04","-0.018223","9872566660.660"
"1","2016-04","-0.020227","21071357801.750"
"8","2016-05","-0.057096","85074477.810"
"2","2016-05","-0.056018","14701363.180"
"16","2016-05","0.018025","2510510063.870"
"4","2016-05","-0.007525","9809194569.150"
"1","2016-05","-0.004695","21147616486.390"
"8","2016-06","0.030393","85038690.370"
"2","2016-06","-0.000489","14820469.750"
"1","2016-06","0.007376","21422609251.610"
"16","2016-06","0.079981","2850051332.100"
"4","2016-06","0.046681","10395201387.250"
"8","2016-07","0.045724","89950543.490"
"2","2016-07","-0.007066","14986430.600"
"16","2016-07","-0.058496","2697547485.810"
"1","2016-07","0.031782","21776615723.640"
"4","2016-07","-0.003754","10786137543.100"
"8","2016-08","0.016673","91086310.310"
"2","2016-08","0.035050","15615490.410"
"16","2016-08","0.048464","2875095545.770"
"1","2016-08","0.037344","22695662140.640"
"4","2016-08","0.049229","11337047313.350"
"2","2016-09","-0.001962","15584838.310"
"8","2016-09","0.020830","92594648.830"
"16","2016-09","-0.022488","2851929179.660"
"1","2016-09","-0.023223","22133560946.020"
"4","2016-09","-0.011764","11426248334.570"
"2","2016-10","-0.032339","15498673.120"
"8","2016-10","-0.021746","91812372.820"
"1","2016-10","0.031813","23011801966.750"
"4","2016-10","0.027141","11683928847.470"
"16","2016-10","0.024322","2895790418.320"
"2","2016-11","0.018329","14330243.240"
"8","2016-11","0.000616","93273522.950"
"1","2016-11","0.052452","24241440417.840"
"4","2016-11","0.029162","12163923326.890"
"16","2016-11","0.023493","3109052821.740"
"2","2016-12","-0.018706","15461859.840"
"8","2016-12","-0.031306","90722661.130"
"1","2016-12","-0.039725","23502003616.600"
"4","2016-12","-0.054380","11626514935.620"
"16","2016-12","-0.090767","2889065890.690"
"2","2017-01","-0.009616","15007576.530"
"1","2017-01","0.026849","24032634413.760"
"4","2017-01","-0.011537","11660384262.470"
"8","2017-01","-0.012673","89567341.790"
"16","2017-01","-0.044486","2815950751.310"
"2","2017-02","0.028060","15428698.300"
"1","2017-02","0.020753","24642445657.070"
"4","2017-02","0.037341","12109593949.660"
"8","2017-02","0.032426","90974642.970"
"16","2017-02","0.036092","2923414507.580"
"2","2017-03","-0.030906","14734647.460"
"1","2017-03","-0.005820","24744792419.940"
"8","2017-03","-0.008257","91059242.390"
"16","2017-03","-0.014877","2898815112.980"
"4","2017-03","-0.002347","12137627501.530"
"2","2017-04","-0.006870","14633408.840"
"1","2017-04","-0.016252","24235337975.250"
"8","2017-04","-0.020451","89196901.590"
"16","2017-04","-0.050769","2775146681.710"
"4","2017-04","-0.032590","11845236188.530"
"2","2017-05","-0.041904","14229599.410"
"1","2017-05","-0.000692","24347503858.400"
"8","2017-05","-0.033911","85378817.770"
"16","2017-05","-0.060801","2572496319.960"
"4","2017-05","-0.047033","11107705993.490"
"2","2017-06","0.030224","14509244.170"
"1","2017-06","0.031672","24961620354.310"
"8","2017-06","0.069328","88973740.150"
"16","2017-06","0.027383","2708024512.430"
"4","2017-06","0.068553","11802224344.450"
"2","2017-07","0.032659","14888849.500"
"1","2017-07","0.048191","25580147565.820"
"8","2017-07","0.028956","90908850.810"
"16","2017-07","-0.044694","2649836774.250"
"4","2017-07","0.006555","12076705989.420"
"2","2017-08","0.028269","15304441.100"
"1","2017-08","0.025324","26541493917.770"
"8","2017-08","-0.029481","91866763.730"
"16","2017-08","0.063073","2867845031.470"
"4","2017-08","0.023803","12415022626.850"
"2","2017-09","0.047596","16032870.960"
"1","2017-09","-0.001234","27148433826.880"
"8","2017-09","0.042416","95486722.070"
"16","2017-09","0.025973","3050030582.350"
"4","2017-09","0.022772","12976946116.690"
"2","2017-10","-0.030555","15542971.540"
"1","2017-10","0.016981","27593854077.510"
"8","2017-10","0.017167","97125991.560"
"16","2017-10","-0.019056","3032458947.740"
"4","2017-10","0.015808","13271701231.930"
"2","2017-11","-0.026478","15004214.690"
"1","2017-11","-0.013790","27399219574.590"
"8","2017-11","-0.082169","87556942.180"
"16","2017-11","-0.070748","2871582649.860"
"4","2017-11","-0.040672","12865913981.710"
"2","2017-12","0.001297","14824204.920"
"1","2017-12","0.000206","27542492390.140"
"8","2017-12","0.042137","88802799.640"
"16","2017-12","-0.011427","2840923958.160"
"4","2017-12","0.005061","13080756246.780"
"2","2018-01","0.008878","14780308.160"
"8","2018-01","0.031086","91563388.730"
"1","2018-01","0.063495","29457144485.270"
"16","2018-01","-0.040350","2816902561.640"
"4","2018-01","0.006058","13203011308.470"
"2","2018-02","-0.050641","13979367.870"
"8","2018-02","-0.030331","88786167.850"
"1","2018-02","-0.064981","27678830516.120"
"16","2018-02","-0.016625","2787911479.490"
"4","2018-02","-0.045650","12566792087.830"
"2","2018-03","-0.003357","13932433.650"
"8","2018-03","-0.008475","87027009.730"
"16","2018-03","0.098934","3099208845.430"
"1","2018-03","-0.031083","26928447266.620"
"4","2018-03","-0.003435","12440812218.880"
"2","2018-04","-0.025068","13752777.700"
"8","2018-04","-0.069211","82298971.670"
"16","2018-04","-0.037154","3039708397.360"
"1","2018-04","-0.026195","26376235592.880"
"4","2018-04","-0.047000","12019840462.980"
"2","2018-05","-0.031194","13173715.860"
"8","2018-05","0.016629","83320301.440"
"16","2018-05","-0.034080","3032015788.170"
"1","2018-05","0.005090","26615553356.590"
"4","2018-05","0.002502","12107402952.180"
"2","2018-06","-0.041732","12472583.500"
"8","2018-06","-0.035122","76940231.530"
"16","2018-06","-0.089850","2801915108.930"
"1","2018-06","-0.069115","24799332747.020"
"4","2018-06","-0.097302","11037202829.730"
"2","2018-07","0.012812","12511539.660"
"16","2018-07","-0.026625","2807699029.490"
"1","2018-07","0.027106","25380152503.720"
"8","2018-07","-0.003703","77630829.820"
"4","2018-07","-0.012582","10869440410.140"
"2","2018-08","-0.019009","12261666.890"
"16","2018-08","-0.082245","2627203744.280"
"8","2018-08","-0.062962","71786526.130"
"1","2018-08","-0.045158","24543303941.210"
"4","2018-08","-0.077766","10242818444.010"
"2","2018-09","0.010481","12577382.990"
"8","2018-09","-0.019939","71295964.250"
"16","2018-09","-0.013273","2657184779.510"
"1","2018-09","0.042378","25684170814.210"
"4","2018-09","-0.003700","10329602545.590"
"2","2018-10","-0.056564","12095732.520"
"8","2018-10","-0.109200","63510436.790"
"16","2018-10","-0.108481","2399471563.940"
"1","2018-10","-0.076223","23877341467.380"
"4","2018-10","-0.109932","9212658361.860"
"2","2018-11","0.020570","12344544.130"
"8","2018-11","-0.014497","62589715.650"
"16","2018-11","0.048492","2544043417.380"
"1","2018-11","-0.006908","23814207774.940"
"4","2018-11","0.034542","9936013760.560"
"1","2018-12","-0.036138","23153603246.040"
"2","2018-12","-0.029939","11974953.640"
"8","2018-12","-0.025187","61013222.280"
"16","2018-12","-0.051149","2450419476.410"
"4","2018-12","-0.055729","9539830458.960"
"2","2019-01","0.003912","12021801.520"
"4","2019-01","0.024408","9957756807.360"
"8","2019-01","0.024140","62303208.370"
"1","2019-01","0.041756","24175038983.600"
"16","2019-01","-0.027099","2422401248.800"
"2","2019-02","0.097505","13193997.030"
"4","2019-02","0.200161","12039715322.290"
"8","2019-02","0.155426","71986797.930"
"1","2019-02","0.127514","27269596323.640"
"16","2019-02","0.246003","3033605251.980"
"2","2019-03","0.027211","13553022.280"
"4","2019-03","0.098701","13319031719.580"
"8","2019-03","0.051508","75586449.390"
"1","2019-03","0.045750","28586230787.510"
"16","2019-03","0.101828","3368009533.350"
"2","2019-04","0.016035","13770354.750"
"4","2019-04","-0.023972","13053112063.270"
"8","2019-04","-0.023852","72286201.800"
"1","2019-04","0.003189","28991024449.110"
"16","2019-04","-0.046779","3252029471.100"
"2","2019-05","-0.071171","12659393.430"
"4","2019-05","-0.069032","12222242777.820"
"8","2019-05","-0.070247","67035468.350"
"1","2019-05","-0.056332","27397604606.890"
"16","2019-05","-0.060384","3094642370.350"
"2","2019-06","0.051262","13049067.540"
"4","2019-06","0.022339","12489819218.780"
"8","2019-06","0.023440","57620970.920"
"1","2019-06","0.040739","28376003102.800"
"16","2019-06","0.014913","3225898584.780"
"32","2019-07","","74117627.710"
"2","2019-07","-0.045497","12368112.380"
"4","2019-07","0.001562","12650464982.350"
"8","2019-07","0.007321","57587172.200"
"1","2019-07","-0.005606","27996784322.620"
"16","2019-07","0.011148","3285800215.640"
"2","2019-08","-0.067145","11482872.490"
"4","2019-08","-0.002598","12631891741.900"
"8","2019-08","-0.034653","55360828.610"
"1","2019-08","-0.015796","27749863666.170"
"16","2019-08","0.015000","3397214760.170"
"32","2019-08","-0.108979","75798228.820"
"2","2019-09","0.034338","11877169.050"
"8","2019-09","0.005832","55684108.110"
"1","2019-09","0.005561","27997667967.150"
"4","2019-09","0.004993","12734665917.070"
"16","2019-09","0.023915","3503558448.860"
"32","2019-09","-0.124569","76560734.670"
"1","2019-10","0.011302","28465061289.160"
"2","2019-10","-0.037448","11432383.800"
"8","2019-10","-0.046558","53091520.600"
"16","2019-10","0.015890","3643232774.380"
"32","2019-10","-0.117292","76587030.720"
"4","2019-10","0.013501","12969835205.500"
"1","2019-11","-0.017549","28134998179.130"
"2","2019-11","-0.087143","10436126.730"
"8","2019-11","-0.012461","52429887.770"
"16","2019-11","-0.013664","3633466734.900"
"32","2019-11","-0.074312","97236817.170"
"4","2019-11","-0.011583","12871722029.650"
"1","2019-12","0.058534","29912542487.970"
"2","2019-12","0.080078","11269404.260"
"8","2019-12","0.084499","56860196.780"
"16","2019-12","0.088783","3988584518.300"
"32","2019-12","0.130440","124482465.930"
"4","2019-12","0.083951","14110119838.500"
"2","2020-01","-0.032090","10907764.860"
"32","2020-01","0.206791","169385196.930"
"8","2020-01","0.009803","57415861.270"
"4","2020-01","0.002939","14350949770.600"
"16","2020-01","0.061199","4292175272.990"
"1","2020-01","-0.029152","29311126653.280"
"2","2020-02","-0.071818","10124380.680"
"32","2020-02","-0.014801","206476073.560"
"8","2020-02","-0.051776","54369682.680"
"4","2020-02","0.012639","14592016327.060"
"16","2020-02","0.058001","4588653315.820"
"1","2020-02","-0.031458","28539026650.150"
"2","2020-03","-0.063809","9478349.160"
"32","2020-03","-0.162256","177495229.000"
"8","2020-03","-0.118848","47908123.280"
"4","2020-03","-0.074474","13596816141.460"
"16","2020-03","-0.090537","4246863226.150"
"1","2020-03","-0.040378","27522726432.950"
"2","2020-04","-0.003361","9446487.970"
"32","2020-04","0.119141","214279379.590"
"8","2020-04","0.027966","49272601.980"
"16","2020-04","0.073860","4645070205.530"
"4","2020-04","0.053675","14388638632.190"
"1","2020-04","0.039299","28685826858.490"
"2","2020-05","-0.054228","8786157.960"
"32","2020-05","0.124022","251528786.710"
"8","2020-05","0.021274","50094122.710"
"16","2020-05","0.012102","4752563964.930"
"4","2020-05","0.008972","14463688676.390"
"1","2020-05","-0.001910","28668130688.090"
"2","2020-06","0.070995","9366252.350"
"8","2020-06","0.024097","50813034.620"
"32","2020-06","0.156877","319019285.890"
"4","2020-06","0.089987","15739765969.600"
"16","2020-06","0.148859","5553248404.980"
"1","2020-06","0.054914","30114268231.350"
"2","2020-07","0.134596","10431056.590"
"8","2020-07","0.066701","53419112.000"
"32","2020-07","0.072710","712707014.560"
"4","2020-07","0.147161","18136379612.450"
"16","2020-07","0.138512","6427931500.930"
"1","2020-07","0.120773","33642321656.340"
"64","2020-07","","27835648.930"
"2","2020-08","0.072627","11191067.420"
"8","2020-08","0.033745","54852501.800"
"32","2020-08","-0.099440","690909075.010"
"4","2020-08","0.023753","18664648362.700"
"16","2020-08","0.011640","6608439453.180"
"1","2020-08","0.032080","34896336134.570"
"64","2020-08","-0.042684","26636724.130"
"2","2020-09","-0.019945","10961091.450"
"8","2020-09","-0.025590","53448799.880"
"32","2020-09","-0.051993","723066352.840"
"4","2020-09","-0.071137","17422965685.450"
"1","2020-09","-0.049494","33335756038.750"
"16","2020-09","-0.048669","6373578236.520"
"64","2020-09","-0.075029","24655276.010"
"2","2020-10","-0.020191","10739775.260"
"8","2020-10","0.002349","53574357.600"
"32","2020-10","0.014592","764410834.190"
"4","2020-10","0.014987","17758351706.130"
"1","2020-10","0.004496","33602577889.340"
"16","2020-10","0.031511","6632597351.790"
"64","2020-10","0.063174","26296548.710"
"2","2020-11","-0.020259","10522191.460"
"8","2020-11","0.102875","59806201.020"
"32","2020-11","0.011387","877246141.750"
"4","2020-11","0.043117","18595301564.180"
"1","2020-11","0.053794","35676203768.140"
"16","2020-11","-0.020436","6573549087.050"
"64","2020-11","-0.000177","27550601.060"
"2","2020-12","0.022283","10395748.860"
"8","2020-12","0.052289","62933444.190"
"32","2020-12","0.053586","979544737.920"
"4","2020-12","0.025041","19228558289.150"
"1","2020-12","0.024212","36917827591.050"
"16","2020-12","0.043205","6914261453.580"
"64","2020-12","0.049675","30155765.440"
"2","2021-01","0.000486","10400810.540"
"8","2021-01","-0.018241","61785445.410"
"4","2021-01","-0.000495","19323442931.520"
"32","2021-01","0.007479","1041814016.440"
"1","2021-01","-0.001071","37132909871.220"
"16","2021-01","-0.003656","6937499785.410"
"64","2021-01","0.120582","35181585.420"
"2","2021-02","-0.003062","10368954.700"
"8","2021-02","0.030584","63675136.480"
"4","2021-02","0.001289","19444465229.730"
"32","2021-02","-0.054652","1063802091.030"
"16","2021-02","-0.038247","6733687987.110"
"1","2021-02","0.012575","37849635904.340"
"64","2021-02","-0.065475","38509684.660"
"2","2021-03","0.008965","10461920.160"
"8","2021-03","0.029912","65581012.900"
"4","2021-03","-0.030975","18910465090.410"
"32","2021-03","-0.055265","1040075765.190"
"16","2021-03","-0.043835","6511433093.480"
"1","2021-03","-0.016919","37321036945.820"
"64","2021-03","0.061738","40888056.610"
"2","2021-04","0.017846","10648626.050"
"8","2021-04","0.011035","66222990.940"
"32","2021-04","0.077610","1163414045.000"
"4","2021-04","0.021287","19401708718.400"
"16","2021-04","0.072532","7058937256.650"
"1","2021-04","0.001458","37442023287.320"
"64","2021-04","0.042155","42593905.420"
"2","2021-05","0.023341","10806600.930"
"8","2021-05","0.014213","67039986.280"
"4","2021-05","0.038650","20194605533.470"
"32","2021-05","0.097638","1322332992.310"
"16","2021-05","0.078720","7690803542.590"
"1","2021-05","0.049513","39573680273.800"
"64","2021-05","0.008358","43681149.400"
"2","2021-06","0.040327","11014155.380"
"8","2021-06","0.028626","67630906.170"
"4","2021-06","-0.003001","20136613209.400"
"32","2021-06","0.101552","1538460224.370"
"16","2021-06","0.070412","8653302993.600"
"1","2021-06","-0.003611","39434154096.530"
"64","2021-06","0.173135","52434720.490"
"2","2021-07","0.002583","10956373.570"
"8","2021-07","0.002151","65136864.900"
"32","2021-07","0.022706","1819643247.280"
"4","2021-07","-0.046080","19172594647.870"
"16","2021-07","0.016302","8874997611.290"
"1","2021-07","-0.051669","37182479485.810"
"64","2021-07","0.075483","57706250.050"
"2","2021-08","0.050510","11494970.040"
"8","2021-08","0.004283","65195951.680"
"32","2021-08","-0.042428","1920766745.230"
"4","2021-08","0.052800","20311847812.360"
"16","2021-08","-0.032430","8719228658.670"
"1","2021-08","0.051233","39201532205.780"
"64","2021-08","0.016983","71857651.410"
"2","2021-09","0.032947","11873700.370"
"8","2021-09","-0.015027","64216241.710"
"32","2021-09","-0.074946","1861382487.840"
"4","2021-09","-0.012081","20175599605.590"
"16","2021-09","-0.013840","8708206646.110"
"1","2021-09","0.013987","39861855317.610"
"64","2021-09","0.390775","100449138.500"
"2","2021-10","-0.014186","11705248.500"
"8","2021-10","-0.018550","62518609.260"
"32","2021-10","0.019850","1936684975.820"
"4","2021-10","-0.004360","20132722967.560"
"16","2021-10","0.023592","9236054552.500"
"1","2021-10","-0.006434","39623792872.680"
"64","2021-10","-0.063651","94716534.520"
"2","2021-11","0.028369","12037326.680"
"8","2021-11","0.009586","63117915.300"
"32","2021-11","0.099458","2198620499.230"
"4","2021-11","0.034483","20854262644.060"
"16","2021-11","0.080246","10050236235.630"
"1","2021-11","-0.002802","39693522994.180"
"64","2021-11","0.060214","105159936.910"
"1","2021-12","0.026645","41169109101.220"
"2","2021-12","0.022802","12311810.520"
"4","2021-12","0.030414","21668827734.770"
"8","2021-12","0.002586","63281158.010"
"32","2021-12","-0.045153","2210084227.090"
"16","2021-12","-0.035954","9788784789.230"
"64","2021-12","-0.011324","102368358.300"
"2","2022-01","-0.019449","12072353.130"
"64","2022-01","-0.118924","92352232.020"
"1","2022-01","-0.071889","38383363143.330"
"32","2022-01","-0.136842","1970027590.160"
"8","2022-01","-0.019674","62015180.120"
"4","2022-01","-0.095427","19735608309.960"
"16","2022-01","-0.123247","8679524230.690"
"1","2022-02","0.031390","39724400797.510"
"2","2022-02","0.000151","12074177.380"
"64","2022-02","-0.092968","131712419.290"
"32","2022-02","0.021819","2037010530.090"
"8","2022-02","-0.018586","60810098.700"
"4","2022-02","0.027987","20381540298.750"
"16","2022-02","0.014071","8858349056.160"
