code,date,pred,true
12,2022/7/29 0:00,-0.1705698370933532,-0.1918947100639343
12,2022/8/1 0:00,-0.1579983830451965,-0.187041237950325
12,2022/8/2 0:00,-0.2002707421779632,-0.2464961558580398
12,2022/8/3 0:00,-0.1588767170906067,-0.1894679814577102
12,2022/8/4 0:00,-0.1881675720214843,-0.2113085687160492
12,2022/8/5 0:00,-0.2117940634489059,-0.2185889780521392
12,2022/8/8 0:00,-0.2105269432067871,-0.1918952018022537
12,2022/8/9 0:00,-0.1812155991792678,-0.1773347705602646
12,2022/8/10 0:00,-0.1931672692298889,-0.1688415706157684
12,2022/8/11 0:00,-0.1913218349218368,-0.1591344773769378
12,2022/8/12 0:00,-0.1573238670825958,-0.1385072022676468
12,2022/8/15 0:00,-0.1718757599592209,-0.1385072022676468
12,2022/8/16 0:00,-0.175210639834404,-0.1494274884462356
12,2022/8/17 0:00,-0.1787930428981781,-0.1579212993383407
12,2022/8/18 0:00,-0.1862650513648986,-0.1676279455423355
12,2022/8/19 0:00,-0.1810115873813629,-0.1736951023340225
12,2022/8/22 0:00,-0.1698707491159439,-0.1724820882081985
12,2022/8/23 0:00,-0.1715473085641861,-0.1749092042446136
12,2022/8/24 0:00,-0.199941337108612,-0.210096850991249
12,2022/8/25 0:00,-0.2244620621204376,-0.2185906767845153
12,2022/8/26 0:00,-0.2162573933601379,-0.2064569443464279
12,2022/8/29 0:00,-0.2227596342563629,-0.210096925497055
12,2022/8/30 0:00,-0.2214245498180389,-0.2173774689435959
12,2022/8/31 0:00,-0.1974396258592605,-0.2088836580514907
12,2022/9/1 0:00,-0.1888973414897918,-0.201603814959526
12,2022/9/2 0:00,-0.1929908394813537,-0.2125242799520492
12,2022/9/5 0:00,-0.2187511324882507,-0.2149512767791748
12,2022/9/6 0:00,-0.1729024350643158,-0.1761235445737838
12,2022/9/7 0:00,-0.160950481891632,-0.1433629244565963
12,2022/9/8 0:00,-0.1567827761173248,-0.1530694812536239
12,2022/9/9 0:00,-0.1383536458015442,-0.1518558263778686
12,2022/9/13 0:00,-0.1354423761367797,-0.1615628451108932
12,2022/9/14 0:00,-0.1219110339879989,-0.0778407007455825
12,2022/9/15 0:00,-0.0602944046258926,-0.0693466886878013
12,2022/9/16 0:00,-0.0970848277211189,-0.1190947592258453
12,2022/9/19 0:00,-0.1531810760498047,-0.1567094177007675
12,2022/9/20 0:00,-0.1140849739313125,-0.0863342881202697
12,2022/9/21 0:00,-0.1212857663631439,-0.0960410684347152
12,2022/9/22 0:00,-0.0880727544426918,-0.0936139449477195
12,2022/9/23 0:00,-0.0956803262233734,-0.0875474959611892
12,2022/9/26 0:00,-0.1124328523874282,-0.1251615285873413
12,2022/9/27 0:00,-0.0488263331353664,-0.0657066330313682
12,2022/9/28 0:00,-0.0874732807278633,-0.105747640132904
12,2022/9/29 0:00,-0.1145018860697746,-0.1081746444106102
12,2022/9/30 0:00,-0.1413805484771728,-0.1579224467277526
12,2022/10/10 0:00,-0.1681854128837585,-0.1749096810817718
12,2022/10/11 0:00,-0.1776924729347229,-0.1809765696525573
12,2022/10/12 0:00,-0.1830722391605377,-0.162776231765747
12,2022/10/13 0:00,-0.1852350533008575,-0.1906834095716476
12,2022/10/14 0:00,-0.1814689338207245,-0.1579222679138183
12,2022/10/17 0:00,-0.1860938966274261,-0.1615625768899917
12,2022/10/18 0:00,-0.1263102293014526,-0.1263750344514846
12,2022/10/19 0:00,-0.1591110229492187,-0.1494291275739669
12,2022/10/20 0:00,-0.1694583594799041,-0.1676296293735504
12,2022/10/21 0:00,-0.1804680228233337,-0.1821902841329574
12,2022/10/24 0:00,-0.210522785782814,-0.1967505812644958
12,2022/10/25 0:00,-0.1733997762203216,-0.1482158303260803
12,2022/10/26 0:00,-0.1561275720596313,-0.1300149112939834
12,2022/10/27 0:00,-0.1492821723222732,-0.1385085731744766
12,2022/10/28 0:00,-0.1461569368839264,-0.1870432794094085
12,2022/10/31 0:00,-0.162576824426651,-0.1652023792266845
12,2022/11/1 0:00,-0.1386633366346359,-0.1336545497179031
12,2022/11/2 0:00,-0.1162853315472602,-0.1239480152726173
12,2022/11/3 0:00,-0.1181990206241607,-0.120308019220829
12,2022/11/4 0:00,-0.0784951820969581,-0.08390723913908
12,2022/11/7 0:00,-0.0926995128393173,-0.0936141610145568
12,2022/11/8 0:00,-0.0798875018954277,-0.0863340720534324
12,2022/11/9 0:00,-0.0963892191648483,-0.1021075993776321
12,2022/11/10 0:00,-0.1171096339821815,-0.1093877106904983
12,2022/11/11 0:00,-0.1053133308887481,-0.1008939370512962
12,2022/11/14 0:00,-0.1363337635993957,-0.1106006875634193
12,2022/11/15 0:00,-0.1214045882225036,-0.0984666123986244
12,2022/11/16 0:00,-0.1358963102102279,-0.1106003522872924
12,2022/11/17 0:00,-0.1525979936122894,-0.1288010329008102
12,2022/11/18 0:00,-0.1545554399490356,-0.1336544752120971
12,2022/11/21 0:00,-0.1727392673492431,-0.1348682194948196
12,2022/11/22 0:00,-0.1609191596508026,-0.1457887887954712
12,2022/11/23 0:00,-0.1510661244392395,-0.1397221833467483
12,2022/11/24 0:00,-0.1687240302562713,-0.1385091841220855
12,2022/11/25 0:00,-0.1834611892700195,-0.1397221684455871
12,2022/11/28 0:00,-0.1619047820568084,-0.1421490013599395
12,2022/11/29 0:00,-0.1259685307741165,-0.104534812271595
12,2022/11/30 0:00,-0.1324110031127929,-0.1203084364533424
12,2022/12/1 0:00,-0.1404903829097747,-0.1178813651204109
12,2022/12/2 0:00,-0.1453671604394912,-0.1190951615571975
12,2022/12/5 0:00,-0.1197296157479286,-0.1057476922869682
12,2022/12/6 0:00,-0.1288842856884002,-0.1081746891140937
12,2022/12/7 0:00,-0.1241738349199295,-0.1093884631991386
12,2022/12/8 0:00,-0.1253151595592498,-0.1312289386987686
12,2022/12/9 0:00,-0.1168903037905693,-0.1106017008423805
12,2022/12/12 0:00,-0.1326749324798584,-0.1433626860380172
12,2022/12/13 0:00,-0.1642371416091919,-0.1433626860380172
12,2022/12/14 0:00,-0.176361083984375,-0.1409358382225036
12,2022/12/15 0:00,-0.1696000546216964,-0.1385089755058288
12,2022/12/16 0:00,-0.1748367547988891,-0.1457894444465637
12,2022/12/19 0:00,-0.1706101596355438,-0.1591364741325378
12,2022/12/20 0:00,-0.1916662752628326,-0.1664166748523712
12,2022/12/21 0:00,-0.1974793076515197,-0.1639901101589203
12,2022/12/22 0:00,-0.2053308188915252,-0.1870439201593399
12,2022/12/23 0:00,-0.2148821055889129,-0.1943239420652389
12,2022/12/26 0:00,-0.2051047831773758,-0.1736970245838165
12,2022/12/27 0:00,-0.2064746022224426,-0.1736970245838165
12,2022/12/28 0:00,-0.2139134109020233,-0.1797637492418289
12,2022/12/29 0:00,-0.2257101833820343,-0.1918974965810775
12,2022/12/30 0:00,-0.2297906577587127,-0.1858302652835846
2250,2022/3/8 0:00,-0.1452740281820297,-0.1700006425380706
2250,2022/3/9 0:00,-0.226627692580223,-0.2236899882555008
2250,2022/3/10 0:00,-0.2315486967563629,-0.1908186972141266
2250,2022/3/11 0:00,-0.2293112874031067,-0.1820528358221054
2250,2022/3/14 0:00,-0.2210325300693512,-0.2001319229602813
2250,2022/3/15 0:00,-0.2632160782814026,-0.2658746838569641
2250,2022/3/16 0:00,-0.280858039855957,-0.240125223994255
2250,2022/3/17 0:00,-0.261612594127655,-0.2335507869720459
2250,2022/3/18 0:00,-0.2544167637825012,-0.235194057226181
2250,2022/3/21 0:00,-0.2636479139328003,-0.2466990351676941
2250,2022/3/22 0:00,-0.28147953748703,-0.2653259038925171
2250,2022/3/23 0:00,-0.2884520888328552,-0.2691608965396881
2250,2022/3/24 0:00,-0.3050404191017151,-0.2729956209659576
2250,2022/3/25 0:00,-0.2998591661453247,-0.2790217697620392
2250,2022/3/28 0:00,-0.3219226598739624,-0.2817607522010803
2250,2022/3/29 0:00,-0.3176218569278717,-0.269707977771759
2250,2022/3/30 0:00,-0.2954044342041015,-0.2434109002351761
2250,2022/3/31 0:00,-0.2873592972755432,-0.2527244985103607
2250,2022/4/1 0:00,-0.2785074114799499,-0.2423149645328521
2250,2022/4/6 0:00,-0.2665542364120483,-0.2346449196338653
2250,2022/4/7 0:00,-0.2662168741226196,-0.249436929821968
2250,2022/4/8 0:00,-0.2689737677574157,-0.2417669296264648
2250,2022/4/11 0:00,-0.2860792279243469,-0.2614900767803192
2250,2022/4/12 0:00,-0.298072338104248,-0.2505328059196472
2250,2022/4/13 0:00,-0.3160115778446197,-0.2702558040618896
2250,2022/4/14 0:00,-0.3232397437095642,-0.2625854611396789
2250,2022/4/15 0:00,-0.3219446539878845,-0.2669686377048492
2250,2022/4/18 0:00,-0.344394326210022,-0.2828563749790191
2250,2022/4/19 0:00,-0.3555190563201904,-0.2740907073020935
2250,2022/4/20 0:00,-0.3485543131828308,-0.2905267477035522
2250,2022/4/21 0:00,-0.3634657859802246,-0.3266850709915161
2250,2022/4/22 0:00,-0.3415108919143677,-0.28614342212677
2250,2022/4/25 0:00,-0.366417646408081,-0.3376417458057403
2250,2022/4/26 0:00,-0.3849306106567383,-0.3546252846717834
2250,2022/4/27 0:00,-0.3736028671264648,-0.31298828125
2250,2022/4/28 0:00,-0.3489577770233154,-0.3069618046283722
2250,2022/4/29 0:00,-0.3127338290214538,-0.2746385037899017
2250,2022/5/5 0:00,-0.2932329177856445,-0.2428625971078872
2250,2022/5/6 0:00,-0.2914592921733856,-0.2483412474393844
2250,2022/5/9 0:00,-0.2463807165622711,-0.2121827006340026
2250,2022/5/10 0:00,-0.2210478782653808,-0.193555548787117
2250,2022/5/11 0:00,-0.2228032052516937,-0.193555548787117
2250,2022/5/12 0:00,-0.2264199703931808,-0.1924595981836319
2250,2022/5/13 0:00,-0.2297430485486984,-0.1951987743377685
2250,2022/5/16 0:00,-0.2117227166891098,-0.1869809478521347
2250,2022/5/17 0:00,-0.2078620791435241,-0.185337021946907
2250,2022/5/18 0:00,-0.2158347368240356,-0.2012245804071426
2250,2022/5/19 0:00,-0.2248865365982055,-0.1990335434675216
2250,2022/5/20 0:00,-0.2174701392650604,-0.1853370070457458
2250,2022/5/23 0:00,-0.1993381828069687,-0.1678054630756378
2250,2022/5/24 0:00,-0.2122416049242019,-0.1979375630617141
2250,2022/5/25 0:00,-0.2414972782135009,-0.1962941437959671
2250,2022/5/26 0:00,-0.235408753156662,-0.1886243820190429
2250,2022/5/27 0:00,-0.2082879096269607,-0.1968419849872589
2250,2022/5/30 0:00,-0.2208505272865295,-0.1875285655260086
2250,2022/5/31 0:00,-0.2132855653762817,-0.1831460893154144
2250,2022/6/1 0:00,-0.2218014746904373,-0.2023209184408188
2250,2022/6/2 0:00,-0.2290872484445572,-0.2072513848543167
2250,2022/6/6 0:00,-0.2034308165311813,-0.1634226888418197
2250,2022/6/7 0:00,-0.1839756518602371,-0.1557529419660568
2250,2022/6/8 0:00,-0.1511914581060409,-0.1283605098724365
2250,2022/6/9 0:00,-0.1558035761117935,-0.1475356966257095
2250,2022/6/10 0:00,-0.1542598903179168,-0.1234297156333923
2250,2022/6/13 0:00,-0.1454178988933563,-0.1075418815016746
2250,2022/6/14 0:00,-0.1429756879806518,-0.1031590178608894
2250,2022/6/15 0:00,-0.1488682925701141,-0.1365780085325241
2250,2022/6/16 0:00,-0.1175668239593505,-0.1048023477196693
2250,2022/6/17 0:00,-0.083543837070465,-0.0708349645137786
2250,2022/6/20 0:00,-0.075734406709671,-0.0543989688158035
2250,2022/6/21 0:00,-0.0782864391803741,-0.069191001355648
2250,2022/6/22 0:00,-0.0879126787185669,-0.075765311717987
2250,2022/6/23 0:00,-0.0960108190774917,-0.0774085968732833
2250,2022/6/24 0:00,-0.0965867340564727,-0.0850790217518806
2250,2022/6/27 0:00,-0.108737051486969,-0.1009666249155998
2250,2022/6/28 0:00,-0.1186785548925399,-0.0998707041144371
2250,2022/6/29 0:00,-0.1180336326360702,-0.1026097983121872
2250,2022/6/30 0:00,-0.1097082793712616,-0.103158101439476
2250,2022/7/1 0:00,-0.1145359799265861,-0.0971313267946243
2250,2022/7/4 0:00,-0.1066975519061088,-0.0812435448169708
2250,2022/7/5 0:00,-0.0798324868083,-0.0626166760921478
2250,2022/7/6 0:00,-0.0940411314368248,-0.0850791931152343
2250,2022/7/7 0:00,-0.0830947309732437,-0.0774094089865684
2250,2022/7/8 0:00,-0.0873401463031768,-0.0883660987019538
2250,2022/7/11 0:00,-0.1012345477938652,-0.1108278483152389
2250,2022/7/12 0:00,-0.1253041476011276,-0.1442473828792572
2250,2022/7/13 0:00,-0.1231752857565879,-0.1217855885624885
2250,2022/7/14 0:00,-0.0981388762593269,-0.0954883322119712
2250,2022/7/15 0:00,-0.0818601101636886,-0.0834357142448425
2250,2022/7/18 0:00,-0.0841937959194183,-0.0686432868242263
2250,2022/7/19 0:00,-0.0735901519656181,-0.0571382343769073
2250,2022/7/20 0:00,-0.0639416128396987,-0.0549470260739326
2250,2022/7/21 0:00,-0.0701785534620285,-0.0576867349445819
2250,2022/7/22 0:00,-0.0623625107109546,-0.0428952425718307
2250,2022/7/25 0:00,-0.0580089278519153,-0.0582787878811359
2250,2022/7/26 0:00,-0.0628555566072464,-0.0395978651940822
2250,2022/7/27 0:00,-0.0413697212934494,-0.0187196806073188
2250,2022/7/28 0:00,-0.0136665999889373,0.0076532084494829
2250,2022/7/29 0:00,0.0138472765684127,0.0301803033798933
2250,2022/8/1 0:00,0.0447628498077392,0.0763323828577995
2250,2022/8/2 0:00,0.0379319787025451,0.0620472989976406
2250,2022/8/3 0:00,0.06348517537117,0.0631465166807174
2250,2022/8/4 0:00,0.057489275932312,0.0658936873078346
2250,2022/8/5 0:00,0.0859819501638412,0.1027053892612457
2250,2022/8/8 0:00,0.1357782334089279,0.1527031511068344
2250,2022/8/9 0:00,0.1548946350812912,0.156549721956253
2250,2022/8/10 0:00,0.146193727850914,0.156549721956253
2250,2022/8/11 0:00,0.1499436944723129,0.1697355508804321
2250,2022/8/12 0:00,0.1632425934076309,0.1691857725381851
2250,2022/8/15 0:00,0.1891203969717025,0.2043490409851074
2250,2022/8/16 0:00,0.2250593453645706,0.2356669306755066
2250,2022/8/17 0:00,0.240468218922615,0.2505011260509491
2250,2022/8/18 0:00,0.2800244092941284,0.2961031496524811
2250,2022/8/19 0:00,0.2587897777557373,0.249951496720314
2250,2022/8/22 0:00,0.2363607138395309,0.2494015097618103
2250,2022/8/23 0:00,0.2155656367540359,0.2175342738628387
2250,2022/8/24 0:00,0.1534387916326522,0.1631409376859665
2250,2022/8/25 0:00,0.105901151895523,0.1428115665912628
2250,2022/8/26 0:00,0.1450865715742111,0.1702824681997299
2250,2022/8/29 0:00,0.2297441810369491,0.2488505542278289
2250,2022/8/30 0:00,0.2452582865953445,0.2428073585033416
2250,2022/8/31 0:00,0.1886695772409439,0.1977543532848358
2250,2022/9/1 0:00,0.1816190630197525,0.2005019932985305
2250,2022/9/2 0:00,0.2069328874349594,0.2037985771894455
2250,2022/9/5 0:00,0.1866287142038345,0.1647894829511642
2250,2022/9/6 0:00,0.173019453883171,0.1730303764343261
2250,2022/9/7 0:00,0.1880945116281509,0.1631405502557754
2250,2022/9/8 0:00,0.1878739148378372,0.1713813990354538
2250,2022/9/9 0:00,0.1790487021207809,0.170832023024559
2250,2022/9/13 0:00,0.140500470995903,0.1461075693368911
2250,2022/9/14 0:00,0.1452084928750991,0.1373169124126434
2250,2022/9/15 0:00,0.0748991966247558,0.0790771916508674
2250,2022/9/16 0:00,0.0680116564035415,0.0636927932500839
2250,2022/9/19 0:00,0.0734444111585617,0.057100024074316
2250,2022/9/20 0:00,0.0663399994373321,0.0538029260933399
2250,2022/9/21 0:00,0.0613272786140441,0.0516046956181526
2250,2022/9/22 0:00,0.0545756518840789,0.0395175516605377
2250,2022/9/23 0:00,0.035392090678215,0.0197386499494314
2250,2022/9/26 0:00,0.0257192403078079,0.0136946588754653
2250,2022/9/27 0:00,0.005848079919815,0.0147935040295124
2250,2022/9/28 0:00,-0.0128760710358619,-0.016524039208889
2250,2022/9/29 0:00,0.0079996362328529,0.0027058671694248
2250,2022/9/30 0:00,-0.0094761699438095,-0.0165240261703729
2250,2022/10/10 0:00,-0.0321521982550621,-0.0176225677132606
2250,2022/10/11 0:00,-0.0163871571421623,-0.0077329748310148
2250,2022/10/12 0:00,-0.0182259604334831,0.0136950314044952
2250,2022/10/13 0:00,-1.1369585990905762e-05,0.0021571544930338
2250,2022/10/14 0:00,0.0331125557422637,0.0450123995542526
2250,2022/10/17 0:00,0.033886432647705,0.0389690957963466
2250,2022/10/18 0:00,0.0079118460416793,0.0169917810708284
2250,2022/10/19 0:00,-0.0046331211924552,-0.0022385166957974
2250,2022/10/20 0:00,-0.0182665213942527,-0.0137766301631927
2250,2022/10/21 0:00,-0.0350685864686965,-0.0291607286781072
2250,2022/10/24 0:00,-0.0632975101470947,-0.0632255375385284
2250,2022/10/25 0:00,-0.0779694020748138,-0.0522371716797351
2250,2022/10/26 0:00,-0.0414131507277488,0.0021558837033808
2250,2022/10/27 0:00,0.053704485297203,0.0878662690520286
2250,2022/10/28 0:00,0.0321383625268936,0.0450108647346496
2250,2022/10/31 0:00,0.0128258615732193,0.0279782321304082
2250,2022/11/1 0:00,0.0167842209339141,0.0538010448217392
2250,2022/11/2 0:00,0.05043426156044,0.0702835470438003
2250,2022/11/3 0:00,0.02296943962574,0.0318239778280258
2250,2022/11/4 0:00,0.008724957704544,0.0439117960631847
2250,2022/11/7 0:00,0.0011071860790252,0.0296269077807664
2250,2022/11/8 0:00,-0.0233014523983001,0.0147920427843928
2250,2022/11/9 0:00,-0.0220742300152778,0.019187107682228
2250,2022/11/10 0:00,-0.0578258298337459,-0.0137785002589225
2250,2022/11/11 0:00,-0.0586224310100078,-0.0137785002589225
2250,2022/11/14 0:00,-0.0619482845067977,-0.0104815615341067
2250,2022/11/15 0:00,-0.0465553849935531,0.003253943985328
2250,2022/11/16 0:00,-0.0410002171993255,-0.0176247730851173
2250,2022/11/17 0:00,-0.0522948130965232,-0.013229627162218
2250,2022/11/18 0:00,-0.0413357838988304,-0.0203718710690736
2250,2022/11/21 0:00,-0.026065170764923,-0.0033400563988834
2250,2022/11/22 0:00,-0.0233837366104125,-0.0121305966749787
2250,2022/11/23 0:00,-0.0196634456515312,-0.0154271172359585
2250,2022/11/24 0:00,-0.0033054798841476,0.0070989257656037
2250,2022/11/25 0:00,-0.0214753299951553,-0.0176253523677587
2250,2022/11/28 0:00,-0.0537432506680488,-0.0242180693894624
2250,2022/11/29 0:00,-0.038739189505577,-0.0165259800851345
2250,2022/11/30 0:00,-0.0694243162870407,-0.0450959019362926
2250,2022/12/1 0:00,-0.0519767180085182,-0.0324587002396583
2250,2022/12/2 0:00,-0.0415836870670318,-0.038501963019371
2250,2022/12/5 0:00,-0.1194238737225532,-0.0846538692712783
2250,2022/12/6 0:00,-0.0878417491912841,-0.0670718997716903
2250,2022/12/7 0:00,-0.084488496184349,-0.0791589170694351
2250,2022/12/8 0:00,-0.1182166934013366,-0.1000371426343917
2250,2022/12/9 0:00,-0.1223563626408577,-0.0956417247653007
2250,2022/12/12 0:00,-0.1145925149321556,-0.0835540741682052
2250,2022/12/13 0:00,-0.1081745624542236,-0.0852027609944343
2250,2022/12/14 0:00,-0.1098132282495498,-0.0906970351934433
2250,2022/12/15 0:00,-0.1267482042312622,-0.1038837432861328
2250,2022/12/16 0:00,-0.1432045996189117,-0.1192673742771148
2250,2022/12/19 0:00,-0.1646289527416229,-0.1428930312395095
2250,2022/12/20 0:00,-0.1938895583152771,-0.1549808084964752
2250,2022/12/21 0:00,-0.2082815170288086,-0.1736616492271423
2250,2022/12/22 0:00,-0.2299168705940246,-0.1841007769107818
2250,2022/12/23 0:00,-0.2392231523990631,-0.186847910284996
2250,2022/12/26 0:00,-0.244911640882492,-0.1846499592065811
2250,2022/12/27 0:00,-0.2420664131641388,-0.1731119453907013
2250,2022/12/28 0:00,-0.2286701202392578,-0.1714639514684677
2250,2022/12/29 0:00,-0.1860275268554687,-0.1417949050664901
2250,2022/12/30 0:00,-0.1685372442007064,-0.1483876407146453
2487,2022/3/8 0:00,2.1195099353790283,1.517930269241333
2487,2022/3/9 0:00,2.1087448596954346,1.5407955646514893
2487,2022/3/10 0:00,2.1128859519958496,1.680125117301941
2487,2022/3/11 0:00,2.1012299060821533,1.6265361309051514
2487,2022/3/14 0:00,2.0586130619049072,1.5057836771011353
2487,2022/3/15 0:00,2.115025043487549,1.4207574129104614
2487,2022/3/16 0:00,1.9813649654388428,1.416470289230347
2487,2022/3/17 0:00,1.916681289672852,1.4350481033325195
2487,2022/3/18 0:00,1.827178716659546,1.4043251276016235
2487,2022/3/21 0:00,1.7095067501068115,1.3621701002120972
2487,2022/3/22 0:00,1.6271586418151855,1.3028653860092163
2487,2022/3/23 0:00,1.8122122287750244,1.53293776512146
2487,2022/3/24 0:00,1.8698426485061648,1.4614862203598022
2487,2022/3/25 0:00,1.8975454568862915,1.3185845613479614
2487,2022/3/28 0:00,1.94776451587677,1.337875247001648
2487,2022/3/29 0:00,1.906800627708435,1.2678534984588623
2487,2022/3/30 0:00,1.83284854888916,1.3135825395584106
2487,2022/3/31 0:00,1.754063844680786,1.2364152669906616
2487,2022/4/1 0:00,1.6708898544311523,1.2114076614379885
2487,2022/4/6 0:00,1.5479997396469116,1.1056604385375977
