Markettype,Trdmnt,Mretwdeq,Mretmdeq,Mretwdos,Mretmdos
16,2016-08,0.073917,0.073917,0.048464,0.048463
1,2016-08,0.050158,0.050149,0.037344,0.037301
4,2016-08,0.056127,0.056123,0.049229,0.049221
16,2016-09,-0.003598,-0.003606,-0.022488,-0.02249
1,2016-09,-0.005979,-0.00599,-0.023223,-0.023226
4,2016-09,-0.00092,-0.000929,-0.011764,-0.011877
1,2016-10,0.043963,0.043962,0.031813,0.031813
4,2016-10,0.039809,0.039807,0.027141,0.027138
16,2016-10,0.069452,0.06945,0.024322,0.024322
1,2016-11,0.044473,0.044469,0.052452,0.05245
4,2016-11,0.029858,0.029856,0.029162,0.029161
16,2016-11,0.04851,0.048509,0.023493,0.023491
1,2016-12,-0.029704,-0.029704,-0.039725,-0.039726
4,2016-12,-0.038453,-0.038452,-0.05438,-0.054379
16,2016-12,-0.088933,-0.08893,-0.090767,-0.090766
1,2017-01,-0.012941,-0.012941,0.026849,0.026849
4,2017-01,-0.021675,-0.021675,-0.011537,-0.011537
16,2017-01,-0.049583,-0.049583,-0.044486,-0.044486
1,2017-02,0.057824,0.057823,0.020753,0.020752
4,2017-02,0.047498,0.047499,0.037341,0.037341
16,2017-02,0.077333,0.077333,0.036092,0.036092
1,2017-03,-0.01457,-0.014573,-0.00582,-0.00582
16,2017-03,-0.012282,-0.01228,-0.014877,-0.014871
4,2017-03,-0.015619,-0.015618,-0.002347,-0.002347
1,2017-04,-0.054628,-0.054612,-0.016252,-0.016241
16,2017-04,-0.060677,-0.060672,-0.050769,-0.050762
4,2017-04,-0.057752,-0.05775,-0.03259,-0.032589
1,2017-05,-0.077085,-0.077068,-0.000692,-0.000708
16,2017-05,-0.069738,-0.069698,-0.060801,-0.060794
4,2017-05,-0.074211,-0.074181,-0.047033,-0.047086
1,2017-06,0.038008,0.037938,0.031672,0.031434
16,2017-06,0.022778,0.022774,0.027383,0.02737
4,2017-06,0.044914,0.044844,0.068553,0.068466
1,2017-07,0.01037,0.010322,0.048191,0.047601
16,2017-07,-0.056694,-0.056674,-0.044694,-0.044685
4,2017-07,-0.002691,-0.00269,0.006555,0.006545
1,2017-08,0.0401,0.040086,0.025324,0.025269
16,2017-08,0.08727,0.087268,0.063073,0.063067
4,2017-08,0.035683,0.035669,0.023803,0.023793
1,2017-09,0.00335,0.003355,-0.001234,-0.001195
16,2017-09,0.047522,0.047523,0.025973,0.025976
4,2017-09,0.017207,0.017211,0.022772,0.022775
1,2017-10,-0.005827,-0.005825,0.016981,0.016982
16,2017-10,-0.023822,-0.023813,-0.019056,-0.019054
4,2017-10,-0.015466,-0.015465,0.015808,0.015803
1,2017-11,-0.06173,-0.06173,-0.01379,-0.013791
16,2017-11,-0.078729,-0.078724,-0.070748,-0.070744
4,2017-11,-0.063536,-0.063532,-0.040672,-0.04067
1,2017-12,-0.016085,-0.016076,0.000206,0.000211
16,2017-12,-0.019287,-0.019273,-0.011427,-0.01142
4,2017-12,-0.01725,-0.017249,0.005061,0.005066
1,2018-01,-0.012723,-0.012725,0.063495,0.063495
16,2018-01,-0.051455,-0.051454,-0.04035,-0.040344
4,2018-01,-0.030827,-0.030827,0.006058,0.006058
1,2018-02,-0.058842,-0.058841,-0.064981,-0.06498
16,2018-02,-0.033731,-0.033734,-0.016625,-0.016627
4,2018-02,-0.052514,-0.052514,-0.04565,-0.04565
16,2018-03,0.127541,0.127536,0.098934,0.098931
1,2018-03,0.032844,0.032836,-0.031083,-0.031085
4,2018-03,0.041092,0.041099,-0.003435,-0.003428
16,2018-04,-0.025871,-0.025867,-0.037154,-0.03715
1,2018-04,-0.040679,-0.040669,-0.026195,-0.02619
4,2018-04,-0.046493,-0.046491,-0.047,-0.046995
16,2018-05,-0.018712,-0.018633,-0.03408,-0.034027
1,2018-05,0.003034,0.003097,0.00509,0.005144
4,2018-05,-0.011333,-0.011258,0.002502,0.002553
16,2018-06,-0.089473,-0.089397,-0.08985,-0.089798
1,2018-06,-0.109585,-0.109372,-0.069115,-0.06884
4,2018-06,-0.113605,-0.113436,-0.097302,-0.09716
16,2018-07,-0.027031,-0.027024,-0.026625,-0.026626
1,2018-07,0.008588,0.00849,0.027106,0.026696
4,2018-07,0.000696,0.000677,-0.012582,-0.012653
16,2018-08,-0.090039,-0.09003,-0.082245,-0.082233
1,2018-08,-0.07878,-0.07875,-0.045158,-0.045142
4,2018-08,-0.083769,-0.083743,-0.077766,-0.077788
16,2018-09,-0.01495,-0.014944,-0.013273,-0.013269
1,2018-09,-0.001672,-0.001569,0.042378,0.0423
4,2018-09,-0.007933,-0.007937,-0.0037,-0.003715
16,2018-10,-0.090738,-0.090741,-0.108481,-0.108482
1,2018-10,-0.09017,-0.090165,-0.076223,-0.076219
4,2018-10,-0.097216,-0.0972,-0.109932,-0.109919
16,2018-11,0.050849,0.050849,0.048492,0.048492
1,2018-11,0.050144,0.050148,-0.006908,-0.006903
4,2018-11,0.059638,0.059648,0.034542,0.034565
1,2018-12,-0.039453,-0.039448,-0.036138,-0.036137
16,2018-12,-0.03668,-0.036678,-0.051149,-0.051148
4,2018-12,-0.044739,-0.04474,-0.055729,-0.055737
4,2019-01,-0.021409,-0.021412,0.024408,0.02441
1,2019-01,-0.011392,-0.011394,0.041756,0.041756
16,2019-01,-0.042563,-0.042563,-0.027099,-0.027099
4,2019-02,0.230845,0.230788,0.200161,0.200146
1,2019-02,0.204177,0.204177,0.127514,0.127514
16,2019-02,0.252152,0.252152,0.246003,0.246003
4,2019-03,0.107947,0.107935,0.098701,0.098654
1,2019-03,0.102833,0.102844,0.04575,0.045752
16,2019-03,0.104703,0.104703,0.101828,0.101828
4,2019-04,-0.04003,-0.040021,-0.023972,-0.023955
1,2019-04,-0.034356,-0.03435,0.003189,0.003174
16,2019-04,-0.043836,-0.043789,-0.046779,-0.046746
4,2019-05,-0.059071,-0.059041,-0.069032,-0.069003
1,2019-05,-0.047885,-0.047871,-0.056332,-0.056336
16,2019-05,-0.031202,-0.031232,-0.060384,-0.060397
4,2019-06,-0.004604,-0.004653,0.022339,0.022146
1,2019-06,0.011105,0.01127,0.040739,0.041111
16,2019-06,0.011966,0.011928,0.014913,0.014838
4,2019-07,-0.019897,-0.019872,0.001562,0.001567
1,2019-07,-0.018621,-0.018606,-0.005606,-0.005723
16,2019-07,-0.009127,-0.00911,0.011148,0.011147
4,2019-08,-0.013452,-0.01346,-0.002598,-0.00267
1,2019-08,-0.016869,-0.016883,-0.015796,-0.015815
16,2019-08,0.005436,0.005435,0.015,0.014999
1,2019-09,0.0131,0.013104,0.005561,0.005584
4,2019-09,0.012288,0.012293,0.004993,0.004995
16,2019-09,0.029008,0.029009,0.023915,0.023915
1,2019-10,-0.009806,-0.009803,0.011302,0.011302
16,2019-10,0.004552,0.004557,0.01589,0.015873
4,2019-10,-0.003378,-0.003378,0.013501,0.013502
1,2019-11,-0.022102,-0.022102,-0.017549,-0.017551
16,2019-11,-0.027511,-0.027512,-0.013664,-0.013664
4,2019-11,-0.014741,-0.014741,-0.011583,-0.011584
1,2019-12,0.078627,0.078625,0.058534,0.058531
16,2019-12,0.09783,0.097824,0.088783,0.088782
4,2019-12,0.080445,0.08058,0.083951,0.084456
4,2020-01,0.00045,0.000455,0.002939,0.002953
16,2020-01,0.033474,0.033474,0.061199,0.061199
1,2020-01,-0.009557,-0.009565,-0.029152,-0.029153
4,2020-02,0.002926,0.002927,0.012639,0.012641
16,2020-02,0.033991,0.033991,0.058001,0.058001
1,2020-02,-0.021031,-0.021031,-0.031458,-0.031458
4,2020-03,-0.037918,-0.037831,-0.074474,-0.074465
16,2020-03,-0.062048,-0.062049,-0.090537,-0.090537
1,2020-03,-0.020663,-0.020669,-0.040378,-0.040383
16,2020-04,0.028856,0.028833,0.07386,0.07384
4,2020-04,0.016051,0.016048,0.053675,0.053671
1,2020-04,0.021289,0.021286,0.039299,0.039298
16,2020-05,0.016801,0.016793,0.012102,0.012078
4,2020-05,0.018739,0.01873,0.008972,0.008984
1,2020-05,0.027606,0.027805,-0.00191,-0.001845
4,2020-06,0.060362,0.060287,0.089987,0.089851
16,2020-06,0.102362,0.102278,0.148859,0.14875
1,2020-06,0.058718,0.058646,0.054914,0.054917
4,2020-07,0.139866,0.139772,0.147161,0.147137
16,2020-07,0.134735,0.134701,0.138512,0.138473
1,2020-07,0.129911,0.129849,0.120773,0.120938
4,2020-08,0.021264,0.021259,0.023753,0.023734
16,2020-08,0.07117,0.071169,0.01164,0.011643
1,2020-08,0.034299,0.034299,0.03208,0.032064
4,2020-09,-0.078309,-0.078302,-0.071137,-0.071136
1,2020-09,-0.077751,-0.077733,-0.049494,-0.049474
16,2020-09,-0.037487,-0.037482,-0.048669,-0.048667
4,2020-10,-0.011343,-0.01133,0.014987,0.015022
1,2020-10,-0.006505,-0.0065,0.004496,0.004495
16,2020-10,0.055229,0.055229,0.031511,0.03151
4,2020-11,0.042162,0.042166,0.043117,0.043123
1,2020-11,0.053155,0.053154,0.053794,0.053795
16,2020-11,-0.032767,-0.03277,-0.020436,-0.020443
4,2020-12,-0.027845,-0.028302,0.025041,0.024961
1,2020-12,-0.019318,-0.01931,0.024212,0.024225
16,2020-12,-0.072237,-0.072237,0.043205,0.043205
4,2021-01,-0.0617,-0.061703,-0.000495,-0.0005
1,2021-01,-0.058647,-0.058647,-0.001071,-0.001071
16,2021-01,-0.086227,-0.086227,-0.003656,-0.003656
4,2021-02,0.039127,0.039127,0.001289,0.001289
16,2021-02,0.013504,0.013504,-0.038247,-0.038247
1,2021-02,0.036424,0.036424,0.012575,0.012575
4,2021-03,0.031583,0.031578,-0.030975,-0.03098
16,2021-03,-0.006121,-0.006119,-0.043835,-0.043833
1,2021-03,0.028646,0.028645,-0.016919,-0.016921
4,2021-04,0.007599,0.007609,0.021287,0.02129
16,2021-04,-0.00739,-0.007383,0.072532,0.07251
1,2021-04,0.004193,0.004202,0.001458,0.001474
4,2021-05,0.052483,0.052456,0.03865,0.038645
16,2021-05,0.078669,0.078631,0.07872,0.078701
1,2021-05,0.058433,0.058384,0.049513,0.049497
4,2021-06,0.015787,0.015794,-0.003001,-0.002923
16,2021-06,0.069994,0.069925,0.070412,0.070347
1,2021-06,0.017182,0.017169,-0.003611,-0.003585
4,2021-07,-0.012958,-0.012851,-0.04608,-0.045818
16,2021-07,0.032457,0.032464,0.016302,0.016307
1,2021-07,-0.019,-0.018899,-0.051669,-0.051314
4,2021-08,0.081356,0.081346,0.0528,0.052901
16,2021-08,0.037167,0.037165,-0.03243,-0.032433
1,2021-08,0.081971,0.081947,0.051233,0.051187
4,2021-09,-0.016742,-0.016734,-0.012081,-0.012076
16,2021-09,-0.036707,-0.0367,-0.01384,-0.013839
1,2021-09,-0.00022,-0.000218,0.013987,0.013964
4,2021-10,-0.021989,-0.02198,-0.00436,-0.004348
16,2021-10,-0.015212,-0.015208,0.023592,0.023593
1,2021-10,-0.019836,-0.01983,-0.006434,-0.006407
4,2021-11,0.089854,0.089846,0.034483,0.034482
16,2021-11,0.159955,0.159953,0.080246,0.080246
1,2021-11,0.073881,0.07388,-0.002802,-0.002801
1,2021-12,0.044203,0.044199,0.026645,0.026643
4,2021-12,0.053773,0.053774,0.030414,0.030418
16,2021-12,-0.006223,-0.006223,-0.035954,-0.035954
1,2022-01,-0.081971,-0.081969,-0.071889,-0.071876
4,2022-01,-0.083183,-0.083185,-0.095427,-0.095427
16,2022-01,-0.110392,-0.110392,-0.123247,-0.123247
1,2022-02,0.050203,0.050203,0.03139,0.03139
4,2022-02,0.049345,0.049343,0.027987,0.027985
16,2022-02,0.050387,0.050387,0.014071,0.014071
