fullname,OnlineTime_YMD,Bankrupt_WDZJ,Province,City,Collapse,Benign,Fraud,RegCapital,Background,Capitaldeposit,Obtaininvest,Joinasso,Autobid,Transright,Riskdeposit,Thirdguarantee
淘金城,20140310,20150716.0,广西,玉林,1,0.0,0.0,120.0,民营系,0,0.0,0.0,1,0,0.0,0.0
淘珠网,20150821,,河北,秦皇岛,0,,,303.514,民营系,1,,,0,0,,
腾邦创投,20140925,,广东,深圳,0,,,1000.0,上市公司,0,0.0,0.0,0,1,0.0,0.0
提钱网,20150527,20160205.0,河南,漯河,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
天标贷,20130527,20131220.0,湖南,怀化,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
天财猫,20160222,20160525.0,北京,北京,1,0.0,0.0,500.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
天晨财富,20140112,20141020.0,山东,青岛,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
天达金融,20170104,20180718.0,河南,郑州,1,0.0,0.0,350.0,民营系,0,0.0,0.0,0,0,0.0,0.0
天壕普惠,20140703,,北京,北京,0,,,1000.0,上市公司,1,0.0,0.0,0,0,0.0,0.0
天汇融,20121201,20160530.0,四川,成都,1,0.0,0.0,6.0,民营系,0,0.0,0.0,0,0,0.0,0.0
天天理财,20150801,,北京,北京,0,,,734.553,民营系,1,,,0,0,,
天天信投,20150401,20161027.0,山东,滨州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
天天赢,20141001,20170926.0,广东,深圳,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,1.0
天下汇通,20150518,,宁夏,银川,0,,,1000.0,民营系,0,0.0,0.0,1,1,0.0,0.0
天下钱庄,20141015,20161031.0,上海,上海,1,1.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
天涯贷,20140911,20160531.0,海南,海口,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
天易贷,20150801,20180201.0,山东,临沂,1,0.0,0.0,259.477,民营系,0,0.0,0.0,0,0,0.0,0.0
添金财富联盟,20151208,,天津,天津,0,,,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
甜菜金融,20150201,,湖北,武汉,0,,,500.0,国企背景,1,0.0,0.0,0,0,0.0,0.0
贴身贷,20160301,20180401.0,北京,北京,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,1,0.0,0.0
铁信创投,20140115,20160530.0,浙江,杭州,1,0.0,0.0,60.0,民营系,0,0.0,0.0,0,0,0.0,0.0
通财富,20151206,20161006.0,福建,泉州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
通融财富,20150628,20160721.0,广东,东莞,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,1,0.0,0.0
通通贷,20150813,,重庆,重庆,0,,,510.0,民营系,1,0.0,0.0,0,0,0.0,0.0
同城贷,20160722,20180326.0,江苏,苏州,1,0.0,0.0,20.0,民营系,0,0.0,0.0,0,0,0.0,0.0
同城人人贷,20131220,20161220.0,广西,南宁,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,1,0,0.0,0.0
铜牛聚财,20180105,,浙江,杭州,0,,,625.0,民营系,1,0.0,0.0,0,0,0.0,0.0
铜掌柜,20141013,,浙江,杭州,0,,,315.8,上市公司,1,0.0,1.0,1,0,0.0,0.0
投人贷,20151001,20151210.0,广东,深圳,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
投融贷,20140528,20160830.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,1,0.0,0.0
投融范,20141228,20160720.0,上海,上海,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
投之有道,20150804,20150910.0,广东,佛山,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,1,0.0,0.0
投资吧,20150818,,江苏,南京,0,,,645.05,民营系,1,,,0,0,,
投资啦,20140628,20170301.0,北京,北京,1,1.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
土豪理财,20150729,20180723.0,北京,北京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
脱贫宝,20151218,20160816.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
拓达贷,20141109,20141223.0,山东,滨州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
拓天速贷,20150701,,北京,北京,0,,,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
玩儿家理财,20160108,20170301.0,北京,北京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
皖都金融,20130818,,安徽,合肥,0,,,343.0,民营系,1,0.0,0.0,1,0,0.0,0.0
万达金融,20151008,20160816.0,浙江,衢州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
万方融通,20140912,20160912.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
万晶聚投资,20141101,20141116.0,广东,深圳,1,0.0,1.0,10.0,民营系,0,0.0,0.0,0,0,0.0,0.0
万万贷,20141024,20160930.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
网乐贷,20130806,20160417.0,湖北,十堰,1,0.0,0.0,588.8,民营系,0,0.0,0.0,0,1,0.0,0.0
旺财小强,20150814,20190701.0,北京,北京,1,1.0,0.0,833.4,民营系,1,0.0,0.0,0,1,0.0,0.0
旺隶轩金服,20170710,20180812.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
旺力金融,20160718,20181220.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,1,0.0,0.0
微E贷,20130808,,广东,深圳,0,,,500.0,民营系,0,0.0,0.0,0,1,0.0,0.0
微财金融,20160118,20160328.0,江苏,南京,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
微金客,20140809,,北京,北京,0,,,1000.0,民营系,1,0.0,1.0,0,1,0.0,0.0
微美贷,20140730,20151215.0,上海,上海,1,1.0,0.0,845.853,民营系,1,,,0,0,,
微投所,20150811,20160128.0,广东,深圳,1,0.0,0.0,100.0,民营系,1,0.0,0.0,0,0,0.0,0.0
微微金融,20151209,,浙江,杭州,0,,,300.0,民营系,0,0.0,0.0,0,1,0.0,0.0
微信贷,20140428,,北京,北京,0,,,100.0,民营系,0,0.0,0.0,1,0,0.0,1.0
为顾在线,20151120,20160725.0,上海,上海,1,0.0,0.0,600.0,民营系,0,0.0,0.0,1,1,0.0,0.0
为信财行,20151010,,上海,上海,0,,,956.62,民营系,1,,,0,0,,
我爱我贷,20130610,20151001.0,上海,上海,1,0.0,0.0,277.4,民营系,0,0.0,0.0,0,0,0.0,0.0
我帮你贷,20150201,20160522.0,山东,滨州,1,0.0,0.0,110.0,民营系,0,0.0,0.0,0,0,0.0,0.0
握握金服,20140614,20180919.0,山东,济南,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
沃和金融,20180509,,浙江,温州,0,,,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
无限财富,20141201,20160114.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
无忧理财,20170414,20170713.0,北京,北京,1,0.0,1.0,800.0,民营系,0,0.0,0.0,0,0,0.0,0.0
无忧微贷,20170501,20180710.0,广东,深圳,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
物金所,20141115,20180301.0,黑龙江,牡丹江,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
悟净理财,20160219,20161027.0,北京,北京,1,0.0,0.0,2000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
西部聚财,20130801,20150623.0,陕西,渭南,1,0.0,1.0,50.8,民营系,0,0.0,0.0,0,0,0.0,0.0
溪安金服,20171220,,上海,上海,0,,,30.0,民营系,0,0.0,0.0,0,0,0.0,0.0
喜蓝理财,20150710,20160618.0,浙江,杭州,1,0.0,0.0,3000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
湘信网,20140510,20140816.0,湖南,长沙,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
祥晨财富,20150425,20151127.0,河北,沧州,1,0.0,1.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小宝金服,20150609,20170109.0,广东,深圳,1,0.0,1.0,1900.0,民营系,0,1.0,0.0,1,0,0.0,0.0
小鹅网,20140307,,广西,南宁,0,,,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
小富金融,20140508,,湖北,武汉,0,,,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
小红理财,20160421,20171206.0,北京,北京,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小灰熊金服,20171017,20180604.0,浙江,杭州,1,0.0,0.0,500.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
小麦创投,20150101,20150615.0,广东,东莞,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小胖理财,20160406,20181128.0,浙江,杭州,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小钱小乐,20150808,20171025.0,天津,天津,1,0.0,0.0,1000.0,民营系,1,0.0,0.0,1,1,0.0,0.0
小生菜,20161223,,上海,上海,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小石头金融,20150107,20150615.0,广东,广州,1,0.0,0.0,900.0,民营系,0,0.0,0.0,0,1,0.0,1.0
小旺旺理财,20151123,20160107.0,河北,沧州,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小微e贷,20140501,20151203.0,云南,昆明,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小微理财,20171103,20180716.0,福建,福州,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小微所,20140505,20141205.0,广东,深圳,1,0.0,0.0,2000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小熊在线,20140911,20160418.0,江苏,南京,1,0.0,1.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小样金融,20150804,20160811.0,山东,济南,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
小壹在线,20161101,,北京,北京,0,,,580.0,民营系,1,0.0,0.0,0,0,0.0,0.0
小诸葛网贷,20151231,20180629.0,上海,上海,1,0.0,1.0,1000.0,民营系,1,0.0,0.0,1,1,0.0,0.0
协盈网,20151022,20160522.0,河北,廊坊,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
携银网,20140801,20160908.0,浙江,杭州,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
欣融贷,20150901,20151111.0,江苏,苏州,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
欣融投资,20160822,20161013.0,北京,北京,1,0.0,1.0,678.0,民营系,0,0.0,0.0,0,0,0.0,0.0
欣欣贷,20140605,,江苏,泰州,0,,,120.0,民营系,0,0.0,0.0,1,0,1.0,0.0
新博贷,20150108,20180613.0,山东,青岛,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
新常态金服,20150310,,广东,深圳,0,,,500.0,民营系,1,0.0,0.0,1,0,0.0,0.0
新城金融,20160519,,上海,上海,0,,,1180.93,民营系,1,0.0,0.0,0,0,0.0,0.0
新港e贷,20140814,20160202.0,湖北,武汉,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,1,0.0,0.0
新华久久贷,20150415,,安徽,合肥,0,,,1000.0,民营系,0,0.0,0.0,0,1,0.0,0.0
新纪元金服,20141228,20190506.0,湖北,武汉,1,0.0,0.0,500.0,民营系,1,0.0,0.0,1,0,0.0,1.0
新锐联,20141221,20150606.0,山东,潍坊,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
新升贷,20150401,,浙江,杭州,0,,,500.0,民营系,1,0.0,0.0,1,0,0.0,0.0
新易贷,20131225,20171025.0,河南,新乡,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
新资本,20150910,20171025.0,北京,北京,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,1,0.0,0.0
心诚创投,20141217,20141226.0,山东,滨州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
信达财富,20130221,20141121.0,天津,天津,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
信德创投,20150101,20180424.0,山东,莱芜,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
信和大金融,20140425,20190530.0,北京,北京,1,1.0,0.0,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
信金所,20150818,20170601.0,广东,深圳,1,0.0,0.0,5.0,民营系,0,0.0,0.0,0,0,0.0,0.0
信客网,20130801,,福建,福州,0,,,166.7,民营系,0,0.0,0.0,1,0,0.0,0.0
信利财富,20141112,20151110.0,安徽,合肥,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
信仁财富,20151218,20160504.0,湖北,武汉,1,0.0,1.0,800.0,民营系,0,0.0,0.0,0,0,0.0,0.0
信融投,20140625,,广东,深圳,0,,,100.0,民营系,1,0.0,0.0,1,0,0.0,0.0
信网贷,20130601,20131030.0,山东,烟台,1,0.0,0.0,60.0,民营系,0,0.0,0.0,0,0,0.0,0.0
信欣财富,20151101,20151117.0,河北,廊坊,1,0.0,1.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
信业财富,20150701,20170401.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
信优贷,20141003,20141006.0,广东,深圳,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
星光资本,20141223,20150524.0,安徽,合肥,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
星理财,20140801,20160324.0,湖北,武汉,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,1.0,0.0
星月创投,20140116,,山东,济宁,0,,,500.0,风投系,0,0.0,0.0,1,1,0.0,0.0
兴泰财富,20150128,,安徽,合肥,0,,,500.0,国企背景,1,0.0,0.0,0,1,0.0,0.0
兴泰创富,20150413,20160714.0,山东,泰安,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
兴投贷,20150518,20160711.0,安徽,合肥,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,1,0,0.0,0.0
兴易贷,20151228,,广东,深圳,0,,,500.0,民营系,1,0.0,0.0,1,0,0.0,0.0
兴元财富,20150706,20151001.0,山东,潍坊,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
雄图创投,20161005,20170926.0,云南,昆明,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,1.0
旭美投资,20170322,20180723.0,浙江,宁波,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
旭鑫投资,20141211,20150117.0,山东,滨州,1,0.0,0.0,100.0,民营系,1,0.0,0.0,0,0,0.0,0.0
学易融,20160606,20160806.0,山东,聊城,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
雪莲借贷,20140910,,新疆,乌鲁木齐,0,,,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
讯贷网,20131101,20151028.0,广东,深圳,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,1.0,1.0
亚通创投,20151124,20160728.0,山东,泰安,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
言融财富,20151218,20160420.0,上海,上海,1,0.0,1.0,150.0,民营系,0,0.0,0.0,0,0,0.0,0.0
洋钱罐,20151109,,北京,北京,0,,,1000.0,民营系,1,1.0,0.0,1,1,0.0,0.0
阳光金服,20130701,,河南,郑州,0,,,100.0,民营系,1,0.0,0.0,0,0,0.0,1.0
阳光快贷,20141104,20150313.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
阳光时贷,20151224,,山西,太原,0,,,60.0,民营系,1,0.0,0.0,0,1,0.0,0.0
阳光易贷,20140801,,安徽,合肥,0,,,422.753,民营系,1,,,0,0,,
摇财树,20150410,20180906.0,广东,深圳,1,0.0,0.0,1100.0,民营系,1,1.0,0.0,1,1,0.0,0.0
尧瑞投资,20140813,20140813.0,上海,上海,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
要借钱网,20150105,,广西,柳州,0,,,500.0,民营系,1,0.0,0.0,0,1,0.0,0.0
一车易融,20160112,20160831.0,上海,上海,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
一点投,20150626,20160810.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
一帆理财,20160307,20160722.0,上海,上海,1,0.0,0.0,700.0,民营系,0,0.0,1.0,0,0,0.0,0.0
一诺财富,20141124,20141130.0,陕西,西安,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
一诺金融,20160925,20161221.0,山东,滨州,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
一起好,20120928,20180930.0,湖北,武汉,1,0.0,0.0,201.0,风投系,1,1.0,0.0,1,1,0.0,0.0
一起金融,20141101,20160707.0,北京,北京,1,0.0,0.0,28.0,民营系,0,0.0,0.0,0,0,0.0,0.0
一元投资,20140701,20160202.0,安徽,铜陵,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
壹金所,20141201,20160420.0,北京,北京,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,1,0,1.0,0.0
壹理财,20140930,20180629.0,上海,上海,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
壹文财富,20140606,20180115.0,北京,北京,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
宜开贷,20141219,20160817.0,安徽,安庆,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
宜泉资本,20160715,20180807.0,上海,上海,1,0.0,0.0,800.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
宜商贷,20130719,20131010.0,湖北,宜昌,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
宜信惠民,20160719,,北京,北京,0,,,1000.0,民营系,1,0.0,1.0,0,0,0.0,0.0
宜信易贷,20150501,20151201.0,山东,潍坊,1,0.0,0.0,95.0,民营系,0,0.0,0.0,0,0,0.0,0.0
蚁众金信,20180222,,浙江,杭州,0,,,600.0,民营系,0,0.0,0.0,0,0,0.0,0.0
艺鑫旺,20150713,20160412.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
易百贷,20140924,20151203.0,陕西,西安,1,0.0,0.0,10.0,民营系,0,0.0,0.0,0,0,0.0,0.0
易车理财,20150722,20160818.0,广东,东莞,1,0.0,0.0,10.0,民营系,0,0.0,0.0,0,0,0.0,0.0
易贷金融,20141029,20160323.0,四川,泸州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,1.0,0.0
易贷乐投,20140312,20150205.0,四川,泸州,1,0.0,0.0,10.0,民营系,0,0.0,0.0,0,0,0.0,0.0
易贷在线,20141111,20180717.0,浙江,宁波,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
易贷中国,20110826,20150826.0,浙江,温州,1,0.0,0.0,2.0,民营系,0,0.0,0.0,0,0,0.0,0.0
易多财富,20140808,,广东,深圳,0,,,300.0,民营系,1,0.0,0.0,0,1,0.0,0.0
易富通,20160428,20160720.0,安徽,合肥,1,0.0,0.0,10.0,民营系,0,0.0,0.0,0,0,0.0,0.0
易合贷,20140823,20160510.0,陕西,西安,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
易金易,20150115,,北京,北京,0,,,200.0,民营系,0,0.0,0.0,0,1,0.0,0.0
易联天下,20140610,20160416.0,上海,上海,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
易融财富,20160418,20161202.0,广东,深圳,1,1.0,0.0,1000.0,民营系,0,0.0,0.0,0,1,0.0,0.0
易通贷,20130315,20180830.0,北京,北京,1,0.0,1.0,1500.0,民营系,0,0.0,1.0,1,1,0.0,0.0
亿昌贷,20150711,20160927.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
亿德汇富,20141117,20150313.0,安徽,合肥,1,0.0,0.0,30.0,民营系,0,0.0,0.0,0,0,0.0,0.0
亿豪通,20140804,20140919.0,广东,深圳,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
亿诺信投,20150413,20170201.0,山东,滨州,1,0.0,0.0,110.0,民营系,0,0.0,0.0,1,0,0.0,0.0
亿鑫金融,20140722,20170927.0,浙江,宁波,1,0.0,0.0,600.0,民营系,0,0.0,0.0,0,0,0.0,0.0
益邦贷,20140221,20151101.0,广东,深圳,1,0.0,0.0,30.0,民营系,0,0.0,0.0,0,0,0.0,0.0
益盛财富,20151102,20160216.0,河北,沧州,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
益远赢,20141022,20150517.0,内蒙古,呼和浩特,1,0.0,1.0,330.0,民营系,0,0.0,0.0,0,0,0.0,0.0
翼汇财,20160614,,北京,北京,0,,,115.555,民营系,0,0.0,0.0,0,0,0.0,0.0
银客网,20131231,,北京,北京,0,,,687.684,民营系,1,,,0,0,,
银桥贷,20150114,20160811.0,贵州,贵阳,1,0.0,0.0,43.0,民营系,0,0.0,0.0,0,0,0.0,0.0
银通泰,20140821,20160516.0,广东,深圳,1,1.0,0.0,10.0,民营系,0,0.0,0.0,1,0,0.0,0.0
银投信,20160317,20170707.0,浙江,杭州,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
银信贷,20150130,20160415.0,河南,新乡,1,0.0,1.0,110.0,民营系,0,0.0,0.0,0,0,0.0,0.0
银子铺,20141203,20180812.0,浙江,杭州,1,0.0,1.0,1000.0,民营系,1,0.0,0.0,1,1,0.0,0.0
鹰眼理财,20160618,,上海,上海,0,,,320.0,民营系,0,0.0,0.0,0,0,0.0,0.0
盈汇融,20150727,20160301.0,广东,佛山,1,0.0,1.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
盈聚宝,20160802,,浙江,台州,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
盈票理财,20161001,,浙江,杭州,0,,,500.158,民营系,0,0.0,0.0,0,0,0.0,0.0
盈信网,20140715,,上海,上海,0,,,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
盈在线,20150719,,北京,北京,0,,,600.0,民营系,0,0.0,0.0,0,0,0.0,0.0
咏湘鑫,20150811,20160524.0,广东,深圳,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
涌金所,20160717,20170101.0,上海,上海,1,0.0,0.0,880.0,民营系,0,0.0,0.0,0,0,0.0,0.0
涌泉金服,20151215,,北京,北京,0,,,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
永利财富（粤）,20140829,20160515.0,广东,深圳,1,1.0,0.0,500.0,民营系,0,0.0,0.0,0,1,0.0,0.0
永拓投资,20160601,20160701.0,黑龙江,哈尔滨,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
优宝汇,20161209,20180824.0,浙江,台州,1,0.0,0.0,50.0,风投系,0,0.0,0.0,0,0,0.0,0.0
优信资本,20161020,20170818.0,陕西,西安,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,1,0.0,0.0
优学宝,20151111,20160911.0,四川,成都,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
优悦贷,20140228,20160201.0,北京,北京,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
油界贷,20160512,,北京,北京,0,,,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
有财气,20160516,20181030.0,浙江,杭州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
有福贷,20160826,20170628.0,浙江,杭州,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
有喜财富,20160325,20190601.0,广东,深圳,1,1.0,0.0,100.0,民营系,1,0.0,0.0,1,0,0.0,0.0
有闲钱理财,20151118,20160307.0,广东,广州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
有氧金融,20140618,20170728.0,内蒙古,包头,1,1.0,0.0,340.686,民营系,1,,,0,0,,
友诚信财富,20161227,,浙江,宁波,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
友金贷,20150728,20170111.0,江西,宜春,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
友金服,20141016,,广东,深圳,0,,,500.0,上市公司,1,0.0,1.0,1,1,0.0,1.0
余恒金融,20170405,20170809.0,上海,上海,1,0.0,0.0,688.8,民营系,0,0.0,0.0,0,0,0.0,0.0
鱼猫金服,20150128,,北京,北京,0,,,500.0,民营系,1,0.0,1.0,1,0,0.0,0.0
渝都贷,20140718,20160428.0,重庆,重庆,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
禹龙投资,20140906,20140906.0,湖南,长沙,1,0.0,1.0,360.0,民营系,0,0.0,0.0,0,0,0.0,0.0
宇商有财,20160318,,广东,深圳,0,,,500.0,上市公司,1,0.0,0.0,0,0,0.0,0.0
玉和财富,20150521,20170401.0,山东,潍坊,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
御声资本,20150901,20150919.0,上海,上海,1,0.0,1.0,50000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
誉信贷,20140723,20140723.0,福建,厦门,1,0.0,1.0,20.0,民营系,0,0.0,0.0,0,0,0.0,0.0
裕贷网,20151210,20160113.0,广东,东莞,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
元宝街,20140801,20151130.0,上海,上海,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
元祥金服,20160112,20160817.0,浙江,宁波,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
远程金服,20160626,20180604.0,江苏,苏州,1,0.0,0.0,600.0,民营系,0,0.0,0.0,0,0,0.0,0.0
粤盛金融,20171016,,广东,深圳,0,,,500.0,上市公司,1,0.0,1.0,1,1,0.0,0.0
悦车贷,20151019,20160927.0,湖南,长沙,1,0.0,1.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
云钱袋,20140617,,北京,北京,0,,,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
云山信投,20140729,20160816.0,山东,滨州,1,0.0,0.0,800.0,民营系,0,0.0,0.0,0,0,0.0,0.0
云通金融,20150623,20150819.0,安徽,合肥,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
云图资本,20140826,20150211.0,四川,成都,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
云中网,20160824,20161024.0,广东,东莞,1,0.0,0.0,5.0,民营系,0,0.0,0.0,0,0,0.0,0.0
再金所,20160106,,江苏,南京,0,,,300.0,民营系,1,0.0,0.0,0,0,0.0,0.0
增点投资,20141211,20151016.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
