"SgnDate","Term_EN","Shibor"
"2017-05-24","1 day","2.62300"
"2017-05-24","30 days","4.06430"
"2017-05-24","6 months","4.42620"
"2017-05-24","14 days","3.45130"
"2017-05-24","1 year","4.32200"
"2017-05-24","7 days","2.84260"
"2017-05-24","90 days","4.51770"
"2017-05-24","9 months","4.31070"
"2017-05-25","9 months","4.32510"
"2017-05-25","90 days","4.53380"
"2017-05-25","14 days","3.45760"
"2017-05-25","6 months","4.43680"
"2017-05-25","1 day","2.61100"
"2017-05-25","7 days","2.84300"
"2017-05-25","1 year","4.33420"
"2017-05-25","30 days","4.06460"
"2017-05-26","14 days","3.46440"
"2017-05-26","1 day","2.60900"
"2017-05-26","30 days","4.06550"
"2017-05-26","90 days","4.54240"
"2017-05-26","6 months","4.44370"
"2017-05-26","9 months","4.33460"
"2017-05-26","1 year","4.34350"
"2017-05-26","7 days","2.85300"
"2017-05-27","30 days","4.06850"
"2017-05-27","6 months","4.44810"
"2017-05-27","90 days","4.55280"
"2017-05-27","9 months","4.34140"
"2017-05-27","1 day","2.60100"
"2017-05-27","14 days","3.46640"
"2017-05-27","1 year","4.35440"
"2017-05-27","7 days","2.85400"
"2017-05-31","1 day","2.63650"
"2017-05-31","30 days","4.07630"
"2017-05-31","14 days","3.47110"
"2017-05-31","1 year","4.35790"
"2017-05-31","6 months","4.44990"
"2017-05-31","90 days","4.56410"
"2017-05-31","7 days","2.85600"
"2017-05-31","9 months","4.34430"
"2017-06-01","9 months","4.34870"
"2017-06-01","30 days","4.10130"
"2017-06-01","7 days","2.86600"
"2017-06-01","1 year","4.37000"
"2017-06-01","14 days","3.47380"
"2017-06-01","1 day","2.65250"
"2017-06-01","6 months","4.45100"
"2017-06-01","90 days","4.57790"
"2017-06-02","6 months","4.44900"
"2017-06-02","1 day","2.79530"
"2017-06-02","30 days","4.18920"
"2017-06-02","7 days","2.88400"
"2017-06-02","1 year","4.37730"
"2017-06-02","90 days","4.60120"
"2017-06-02","9 months","4.35290"
"2017-06-02","14 days","3.48400"
"2017-06-05","90 days","4.62250"
"2017-06-05","9 months","4.36230"
"2017-06-05","14 days","3.49300"
"2017-06-05","1 day","2.81670"
"2017-06-05","1 year","4.38620"
"2017-06-05","6 months","4.45420"
"2017-06-05","7 days","2.89400"
"2017-06-05","30 days","4.28300"
"2017-06-06","14 days","3.49920"
"2017-06-06","30 days","4.36330"
"2017-06-06","1 year","4.39220"
"2017-06-06","7 days","2.89590"
"2017-06-06","9 months","4.36680"
"2017-06-06","1 day","2.84190"
"2017-06-06","6 months","4.46310"
"2017-06-06","90 days","4.65770"
"2017-06-07","6 months","4.48440"
"2017-06-07","90 days","4.69880"
"2017-06-07","9 months","4.37580"
"2017-06-07","30 days","4.43040"
"2017-06-07","7 days","2.89190"
"2017-06-07","1 year","4.39910"
"2017-06-07","14 days","3.51190"
"2017-06-07","1 day","2.80900"
"2017-06-08","6 months","4.49550"
"2017-06-08","1 day","2.81990"
"2017-06-08","30 days","4.51460"
"2017-06-08","7 days","2.89390"
"2017-06-08","1 year","4.40600"
"2017-06-08","90 days","4.73060"
"2017-06-08","9 months","4.38360"
"2017-06-08","14 days","3.52600"
"2017-06-09","90 days","4.75550"
"2017-06-09","9 months","4.38840"
"2017-06-09","14 days","3.53500"
"2017-06-09","1 day","2.82750"
"2017-06-09","1 year","4.41160"
"2017-06-09","6 months","4.50560"
"2017-06-09","7 days","2.89490"
"2017-06-09","30 days","4.58540"
"2017-06-12","14 days","3.54950"
"2017-06-12","30 days","4.62730"
"2017-06-12","1 year","4.41720"
"2017-06-12","7 days","2.89680"
"2017-06-12","9 months","4.38910"
"2017-06-12","1 day","2.83020"
"2017-06-12","6 months","4.51760"
"2017-06-12","90 days","4.77630"
"2017-06-13","6 months","4.52580"
"2017-06-13","90 days","4.78270"
"2017-06-13","9 months","4.39490"
"2017-06-13","30 days","4.65290"
"2017-06-13","7 days","2.90000"
"2017-06-13","1 year","4.42080"
"2017-06-13","14 days","3.55700"
"2017-06-13","1 day","2.83200"
"2017-06-14","6 months","4.53260"
"2017-06-14","1 day","2.82500"
"2017-06-14","30 days","4.68260"
"2017-06-14","7 days","2.90260"
"2017-06-14","1 year","4.42310"
"2017-06-14","90 days","4.78270"
"2017-06-14","14 days","3.56600"
"2017-06-14","9 months","4.39850"
"2017-06-15","1 day","2.83170"
"2017-06-15","1 year","4.42640"
"2017-06-15","6 months","4.53530"
"2017-06-15","90 days","4.77230"
"2017-06-15","9 months","4.40390"
"2017-06-15","14 days","3.56900"
"2017-06-15","30 days","4.69460"
"2017-06-15","7 days","2.90470"
"2017-06-16","14 days","3.58330"
"2017-06-16","1 day","2.85280"
"2017-06-16","1 year","4.42970"
"2017-06-16","30 days","4.69900"
"2017-06-16","9 months","4.40640"
"2017-06-16","6 months","4.54160"
"2017-06-16","7 days","2.91400"
"2017-06-16","90 days","4.76130"
"2017-06-19","14 days","3.62230"
"2017-06-19","1 year","4.43100"
"2017-06-19","30 days","4.69790"
"2017-06-19","6 months","4.54300"
"2017-06-19","90 days","4.74700"
"2017-06-19","9 months","4.40940"
"2017-06-19","1 day","2.86350"
"2017-06-19","7 days","2.92040"
"2017-06-20","1 day","2.87760"
"2017-06-20","90 days","4.71410"
"2017-06-20","9 months","4.41400"
"2017-06-20","1 year","4.43680"
"2017-06-20","6 months","4.53890"
"2017-06-20","14 days","3.65010"
"2017-06-20","30 days","4.65840"
"2017-06-20","7 days","2.93000"
"2017-06-21","1 day","2.88900"
"2017-06-21","1 year","4.43590"
"2017-06-21","6 months","4.53490"
"2017-06-21","90 days","4.68800"
"2017-06-21","9 months","4.41810"
"2017-06-21","14 days","3.68700"
"2017-06-21","30 days","4.63220"
"2017-06-21","7 days","2.94290"
"2017-06-22","14 days","3.73330"
"2017-06-22","1 day","2.86900"
"2017-06-22","1 year","4.43420"
"2017-06-22","30 days","4.60700"
"2017-06-22","9 months","4.41770"
"2017-06-22","6 months","4.53060"
"2017-06-22","7 days","2.94320"
"2017-06-22","90 days","4.65210"
"2017-06-23","14 days","3.76340"
"2017-06-23","1 year","4.43450"
"2017-06-23","30 days","4.58900"
"2017-06-23","6 months","4.52770"
"2017-06-23","90 days","4.63000"
"2017-06-23","9 months","4.41670"
"2017-06-23","1 day","2.81000"
"2017-06-23","7 days","2.93600"
"2017-06-27","1 day","2.62600"
"2017-06-27","90 days","4.58330"
"2017-06-27","9 months","4.41100"
"2017-06-27","1 year","4.43300"
"2017-06-27","6 months","4.51340"
"2017-06-27","14 days","3.76500"
"2017-06-27","30 days","4.54800"
"2017-06-27","7 days","2.88340"
"2017-06-28","1 day","2.55960"
"2017-06-28","1 year","4.42990"
"2017-06-28","6 months","4.49980"
"2017-06-28","90 days","4.55220"
"2017-06-28","9 months","4.40860"
"2017-06-28","14 days","3.76200"
"2017-06-28","30 days","4.52190"
"2017-06-28","7 days","2.85770"
"2017-06-29","14 days","3.75950"
"2017-06-29","1 day","2.53900"
"2017-06-29","1 year","4.41930"
"2017-06-29","30 days","4.49550"
"2017-06-29","9 months","4.40200"
"2017-06-29","6 months","4.48330"
"2017-06-29","7 days","2.85070"
"2017-06-29","90 days","4.52110"
"2017-06-30","14 days","3.75100"
"2017-06-30","1 year","4.42030"
"2017-06-30","30 days","4.46080"
"2017-06-30","6 months","4.47430"
"2017-06-30","90 days","4.50090"
"2017-06-30","1 day","2.61800"
"2017-06-30","7 days","2.84550"
"2017-06-30","9 months","4.40060"
"2017-07-03","1 day","2.72000"
"2017-07-03","9 months","4.40050"
"2017-07-03","90 days","4.48570"
"2017-07-03","14 days","3.74500"
"2017-07-03","7 days","2.84100"
"2017-07-03","1 year","4.41930"
"2017-07-03","30 days","4.42520"
"2017-07-03","6 months","4.47000"
"2017-07-04","1 year","4.41620"
"2017-07-04","9 months","4.40000"
"2017-07-04","14 days","3.73420"
"2017-07-04","6 months","4.45690"
"2017-07-04","90 days","4.46060"
"2017-07-04","7 days","2.82990"
"2017-07-04","30 days","4.39870"
"2017-07-04","1 day","2.68970"
"2017-07-05","14 days","3.72060"
"2017-07-05","1 day","2.58300"
"2017-07-05","1 year","4.41300"
"2017-07-05","30 days","4.33800"
"2017-07-05","6 months","4.44310"
"2017-07-05","7 days","2.80280"
"2017-07-05","9 months","4.40000"
"2017-07-05","90 days","4.42850"
"2017-07-06","30 days","4.27620"
"2017-07-06","1 day","2.54730"
"2017-07-06","90 days","4.38760"
"2017-07-06","7 days","2.79190"
"2017-07-06","1 year","4.41080"
"2017-07-06","14 days","3.70800"
"2017-07-06","6 months","4.42740"
"2017-07-06","9 months","4.39900"
"2017-07-07","1 day","2.53300"
"2017-07-07","9 months","4.39800"
"2017-07-07","90 days","4.36070"
"2017-07-07","14 days","3.69900"
"2017-07-07","7 days","2.78580"
"2017-07-07","1 year","4.40910"
"2017-07-07","30 days","4.21500"
"2017-07-07","6 months","4.41000"
"2017-07-10","1 year","4.40730"
"2017-07-10","9 months","4.39800"
"2017-07-10","14 days","3.69300"
"2017-07-10","6 months","4.40060"
"2017-07-10","90 days","4.34210"
"2017-07-10","7 days","2.78400"
"2017-07-10","30 days","4.16100"
"2017-07-10","1 day","2.54900"
"2017-07-11","14 days","3.69100"
"2017-07-11","1 day","2.62100"
"2017-07-11","1 year","4.40750"
"2017-07-11","30 days","4.12050"
"2017-07-11","6 months","4.39950"
"2017-07-11","7 days","2.81200"
"2017-07-11","9 months","4.39800"
"2017-07-11","90 days","4.32120"
"2017-07-12","30 days","4.08480"
"2017-07-12","1 day","2.64600"
"2017-07-12","90 days","4.30880"
"2017-07-12","7 days","2.81560"
"2017-07-12","1 year","4.40660"
"2017-07-12","14 days","3.69180"
"2017-07-12","6 months","4.39090"
"2017-07-12","9 months","4.39610"
"2017-07-13","1 day","2.65900"
"2017-07-13","9 months","4.39780"
"2017-07-13","90 days","4.29000"
"2017-07-13","14 days","3.69400"
"2017-07-13","7 days","2.81840"
"2017-07-13","1 year","4.40740"
"2017-07-13","30 days","4.06750"
"2017-07-13","6 months","4.38790"
"2017-07-14","1 year","4.40510"
"2017-07-14","9 months","4.39500"
"2017-07-14","14 days","3.68600"
"2017-07-14","6 months","4.38500"
"2017-07-14","90 days","4.28100"
"2017-07-14","7 days","2.80300"
"2017-07-14","30 days","4.03970"
"2017-07-14","1 day","2.62700"
"2017-07-17","1 year","4.40500"
"2017-07-17","30 days","4.01200"
"2017-07-17","6 months","4.37900"
"2017-07-17","7 days","2.80570"
"2017-07-17","90 days","4.27060"
"2017-07-17","9 months","4.39290"
"2017-07-17","14 days","3.68090"
"2017-07-17","1 day","2.63290"
"2017-07-18","1 day","2.70100"
"2017-07-18","1 year","4.40340"
"2017-07-18","90 days","4.26660"
"2017-07-18","9 months","4.38790"
"2017-07-18","7 days","2.82930"
"2017-07-18","30 days","3.99890"
"2017-07-18","14 days","3.69260"
"2017-07-18","6 months","4.36920"
"2017-07-19","14 days","3.69730"
"2017-07-19","1 year","4.40080"
"2017-07-19","7 days","2.84200"
"2017-07-19","30 days","3.99200"
"2017-07-19","90 days","4.26000"
"2017-07-19","1 day","2.72200"
"2017-07-19","6 months","4.36850"
"2017-07-19","9 months","4.38540"
"2017-07-20","1 year","4.39760"
"2017-07-20","30 days","3.97920"
"2017-07-20","7 days","2.85300"
"2017-07-20","90 days","4.25510"
"2017-07-20","14 days","3.70500"
"2017-07-20","1 day","2.75340"
"2017-07-20","6 months","4.35970"
"2017-07-20","9 months","4.38120"
"2017-07-21","14 days","3.70200"
"2017-07-21","1 year","4.39770"
"2017-07-21","30 days","3.94970"
"2017-07-21","1 day","2.73300"
"2017-07-21","6 months","4.35170"
"2017-07-21","7 days","2.84700"
"2017-07-21","90 days","4.25500"
"2017-07-21","9 months","4.38040"
"2017-07-24","90 days","4.25500"
"2017-07-24","9 months","4.37820"
"2017-07-24","7 days","2.84500"
"2017-07-24","30 days","3.93000"
"2017-07-24","14 days","3.69900"
"2017-07-24","6 months","4.34530"
"2017-07-24","1 day","2.70800"
"2017-07-24","1 year","4.39600"
"2017-07-25","14 days","3.69800"
"2017-07-25","1 year","4.39350"
"2017-07-25","7 days","2.84900"
"2017-07-25","30 days","3.92050"
"2017-07-25","90 days","4.25400"
"2017-07-25","1 day","2.71470"
"2017-07-25","6 months","4.34440"
"2017-07-25","9 months","4.37700"
"2017-07-26","1 year","4.39040"
"2017-07-26","30 days","3.90860"
"2017-07-26","7 days","2.84900"
"2017-07-26","90 days","4.25100"
"2017-07-26","14 days","3.69970"
"2017-07-26","1 day","2.72500"
"2017-07-26","6 months","4.34340"
"2017-07-26","9 months","4.37590"
"2017-07-27","14 days","3.70300"
"2017-07-27","1 year","4.39080"
"2017-07-27","30 days","3.89940"
"2017-07-27","1 day","2.78600"
"2017-07-27","6 months","4.34320"
"2017-07-27","7 days","2.86260"
"2017-07-27","90 days","4.25000"
"2017-07-27","9 months","4.37600"
"2017-07-28","90 days","4.25140"
"2017-07-28","9 months","4.37610"
"2017-07-28","7 days","2.87700"
"2017-07-28","30 days","3.89150"
"2017-07-28","14 days","3.70300"
"2017-07-28","6 months","4.34810"
"2017-07-28","1 day","2.81520"
"2017-07-28","1 year","4.38920"
"2017-07-31","14 days","3.70500"
"2017-07-31","1 year","4.38810"
"2017-07-31","7 days","2.88200"
"2017-07-31","30 days","3.88900"
"2017-07-31","90 days","4.25610"
"2017-07-31","1 day","2.80600"
"2017-07-31","6 months","4.34930"
"2017-07-31","9 months","4.37900"
"2017-08-01","14 days","3.70800"
"2017-08-01","1 day","2.80930"
"2017-08-01","1 year","4.39310"
"2017-08-01","6 months","4.35180"
"2017-08-01","30 days","3.88860"
"2017-08-01","7 days","2.88600"
"2017-08-01","90 days","4.26310"
"2017-08-01","9 months","4.38150"
"2017-08-02","7 days","2.89200"
"2017-08-02","1 day","2.83200"
"2017-08-02","30 days","3.88750"
"2017-08-02","9 months","4.38370"
"2017-08-02","14 days","3.70700"
"2017-08-02","90 days","4.26810"
"2017-08-02","1 year","4.39610"
"2017-08-02","6 months","4.35210"
"2017-08-03","1 year","4.39820"
"2017-08-03","1 day","2.80700"
"2017-08-03","30 days","3.88840"
"2017-08-03","14 days","3.70370"
"2017-08-03","6 months","4.35630"
"2017-08-03","7 days","2.88400"
"2017-08-03","90 days","4.27040"
"2017-08-03","9 months","4.38380"
"2017-08-04","90 days","4.27240"
"2017-08-04","6 months","4.35620"
"2017-08-04","7 days","2.86570"
"2017-08-04","14 days","3.70000"
"2017-08-04","1 year","4.39790"
"2017-08-04","30 days","3.88280"
"2017-08-04","9 months","4.38220"
"2017-08-04","1 day","2.72100"
"2017-08-07","1 year","4.39800"
"2017-08-07","6 months","4.35730"
"2017-08-07","1 day","2.73600"
"2017-08-07","14 days","3.69900"
"2017-08-07","30 days","3.87810"
"2017-08-07","7 days","2.86500"
"2017-08-07","90 days","4.27330"
"2017-08-07","9 months","4.38210"
"2017-08-08","7 days","2.87100"
"2017-08-08","1 day","2.78400"
"2017-08-08","30 days","3.87550"
"2017-08-08","9 months","4.38210"
"2017-08-08","14 days","3.70100"
"2017-08-08","90 days","4.27350"
"2017-08-08","1 year","4.39700"
"2017-08-08","6 months","4.36140"
"2017-08-09","1 year","4.39800"
"2017-08-09","1 day","2.80180"
"2017-08-09","30 days","3.87560"
"2017-08-09","14 days","3.70200"
"2017-08-09","6 months","4.36330"
"2017-08-09","7 days","2.88210"
"2017-08-09","90 days","4.28180"
"2017-08-09","9 months","4.38230"
"2017-08-10","90 days","4.28670"
"2017-08-10","6 months","4.36360"
"2017-08-10","7 days","2.87670"
"2017-08-10","14 days","3.70200"
"2017-08-10","1 year","4.39850"
"2017-08-10","30 days","3.86910"
"2017-08-10","9 months","4.38360"
"2017-08-10","1 day","2.79700"
"2017-08-11","1 year","4.39850"
"2017-08-11","6 months","4.36730"
"2017-08-11","1 day","2.79000"
"2017-08-11","14 days","3.70000"
"2017-08-11","30 days","3.86270"
"2017-08-11","7 days","2.87250"
"2017-08-11","90 days","4.29790"
"2017-08-11","9 months","4.38370"
"2017-08-14","7 days","2.86800"
"2017-08-14","1 day","2.77430"
"2017-08-14","30 days","3.85120"
"2017-08-14","9 months","4.38590"
"2017-08-14","14 days","3.70000"
"2017-08-14","90 days","4.31480"
"2017-08-14","1 year","4.39810"
"2017-08-14","6 months","4.37630"
"2017-08-15","7 days","2.87400"
"2017-08-15","90 days","4.32680"
"2017-08-15","9 months","4.38880"
"2017-08-15","1 year","4.39990"
"2017-08-15","1 day","2.79800"
"2017-08-15","30 days","3.84800"
"2017-08-15","14 days","3.70000"
"2017-08-15","6 months","4.37950"
"2017-08-16","14 days","3.70200"
"2017-08-16","7 days","2.88000"
"2017-08-16","90 days","4.33630"
"2017-08-16","1 day","2.82130"
"2017-08-16","30 days","3.85000"
"2017-08-16","1 year","4.40000"
"2017-08-16","6 months","4.37870"
"2017-08-16","9 months","4.38920"
"2017-08-17","14 days","3.70800"
"2017-08-17","1 day","2.83520"
"2017-08-17","30 days","3.85820"
"2017-08-17","7 days","2.89270"
"2017-08-17","90 days","4.34170"
"2017-08-17","1 year","4.40000"
"2017-08-17","6 months","4.38180"
"2017-08-17","9 months","4.38990"
"2017-08-21","1 day","2.84820"
"2017-08-21","1 year","4.40200"
"2017-08-21","30 days","3.86710"
"2017-08-21","7 days","2.89700"
"2017-08-21","90 days","4.34640"
"2017-08-21","14 days","3.72470"
"2017-08-21","6 months","4.38470"
"2017-08-21","9 months","4.39230"
"2017-08-22","14 days","3.72790"
"2017-08-22","7 days","2.89850"
"2017-08-22","90 days","4.35050"
"2017-08-22","1 day","2.81710"
"2017-08-22","30 days","3.87120"
"2017-08-22","1 year","4.40320"
"2017-08-22","6 months","4.38720"
"2017-08-22","9 months","4.39240"
"2017-08-23","14 days","3.73230"
"2017-08-23","1 day","2.84530"
"2017-08-23","30 days","3.87570"
"2017-08-23","7 days","2.90280"
"2017-08-23","90 days","4.35710"
"2017-08-23","1 year","4.40410"
"2017-08-23","6 months","4.38920"
"2017-08-23","9 months","4.39290"
"2017-08-24","14 days","3.73850"
"2017-08-24","1 day","2.84790"
"2017-08-24","1 year","4.40510"
"2017-08-24","90 days","4.36190"
"2017-08-24","30 days","3.88390"
"2017-08-24","9 months","4.39400"
"2017-08-24","6 months","4.38960"
"2017-08-24","7 days","2.90400"
"2017-08-25","1 day","2.85500"
"2017-08-25","1 year","4.40680"
"2017-08-25","30 days","3.88720"
"2017-08-25","7 days","2.90980"
"2017-08-25","90 days","4.36890"
"2017-08-25","14 days","3.73900"
"2017-08-25","6 months","4.38980"
"2017-08-25","9 months","4.39450"
"2017-08-28","14 days","3.73990"
"2017-08-28","7 days","2.90640"
"2017-08-28","90 days","4.37400"
"2017-08-28","1 day","2.85100"
"2017-08-28","30 days","3.89150"
"2017-08-28","1 year","4.40780"
"2017-08-28","6 months","4.39240"
"2017-08-28","9 months","4.39750"
"2017-08-29","14 days","3.74470"
"2017-08-29","1 day","2.92200"
"2017-08-29","30 days","3.89620"
"2017-08-29","7 days","2.92100"
"2017-08-29","90 days","4.37650"
"2017-08-29","1 year","4.41070"
"2017-08-29","6 months","4.39370"
"2017-08-29","9 months","4.40080"
"2017-08-30","14 days","3.75000"
"2017-08-30","1 day","2.92370"
"2017-08-30","1 year","4.41330"
"2017-08-30","30 days","3.90550"
"2017-08-30","90 days","4.38670"
"2017-08-30","6 months","4.39680"
"2017-08-30","9 months","4.40180"
"2017-08-30","7 days","2.92660"
"2017-08-31","14 days","3.73360"
"2017-08-31","1 day","2.83100"
"2017-08-31","1 year","4.40380"
"2017-08-31","30 days","3.89200"
"2017-08-31","6 months","4.38840"
"2017-08-31","90 days","4.37280"
"2017-08-31","9 months","4.39450"
"2017-08-31","7 days","2.88790"
"2017-09-01","1 year","4.40230"
"2017-09-01","14 days","3.72620"
"2017-09-01","7 days","2.87640"
"2017-09-01","6 months","4.38610"
"2017-09-01","9 months","4.39190"
"2017-09-01","1 day","2.81300"
"2017-09-01","30 days","3.89200"
"2017-09-01","90 days","4.37410"
"2017-09-04","14 days","3.72380"
"2017-09-04","90 days","4.40230"
"2017-09-04","7 days","2.85720"
"2017-09-04","9 months","4.39160"
"2017-09-04","6 months","4.39190"
"2017-09-04","1 day","2.75000"
"2017-09-04","1 year","4.40170"
"2017-09-04","30 days","3.90320"
"2017-09-05","1 day","2.66500"
"2017-09-05","90 days","4.41730"
"2017-09-05","30 days","3.90940"
"2017-09-05","7 days","2.82020"
"2017-09-05","9 months","4.39420"
"2017-09-05","6 months","4.39610"
"2017-09-05","1 year","4.40320"
"2017-09-05","14 days","3.71500"
"2017-09-06","14 days","3.71300"
"2017-09-06","1 day","2.64100"
"2017-09-06","1 year","4.40340"
"2017-09-06","30 days","3.91900"
"2017-09-06","6 months","4.39810"
"2017-09-06","90 days","4.42710"
"2017-09-06","9 months","4.39650"
"2017-09-06","7 days","2.80920"
"2017-09-07","1 year","4.40550"
"2017-09-07","14 days","3.71100"
"2017-09-07","7 days","2.80560"
"2017-09-07","6 months","4.40140"
"2017-09-07","9 months","4.40060"
"2017-09-07","1 day","2.64060"
"2017-09-07","30 days","3.93350"
"2017-09-07","90 days","4.43480"
"2017-09-08","14 days","3.70880"
"2017-09-08","90 days","4.42810"
"2017-09-08","7 days","2.80230"
"2017-09-08","9 months","4.40110"
"2017-09-08","6 months","4.40190"
"2017-09-08","1 day","2.63600"
"2017-09-08","1 year","4.40590"
"2017-09-08","30 days","3.93700"
"2017-09-11","1 day","2.64400"
"2017-09-11","90 days","4.40340"
"2017-09-11","30 days","3.93390"
"2017-09-11","7 days","2.80140"
"2017-09-11","9 months","4.40110"
"2017-09-11","6 months","4.39740"
