"Markettype","Trdwnt","Cwretmdos"
"37","2018-52","-0.009221"
"47","2018-52","-0.009198"
"53","2018-52","-0.009646"
"63","2018-52","-0.009623"
"69","2018-52","-0.009221"
"79","2018-52","-0.009198"
"85","2018-52","-0.009646"
"95","2018-52","-0.009623"
"101","2018-52","-0.009221"
"111","2018-52","-0.009198"
"117","2018-52","-0.009646"
"127","2018-52","-0.009623"
"33","2018-52","-0.007214"
"20","2018-52","-0.014313"
"10","2019-01","0.006945"
"5","2019-01","0.009070"
"15","2019-01","0.009061"
"37","2019-01","0.009070"
"47","2019-01","0.009061"
"21","2019-01","0.008942"
"31","2019-01","0.008934"
"53","2019-01","0.008942"
"63","2019-01","0.008934"
"69","2019-01","0.009070"
"79","2019-01","0.009061"
"85","2019-01","0.008942"
"95","2019-01","0.008934"
"101","2019-01","0.009070"
"111","2019-01","0.009061"
"117","2019-01","0.008942"
"127","2019-01","0.008934"
"33","2019-01","0.007923"
"20","2019-01","0.010893"
"10","2019-02","0.018973"
"5","2019-02","0.019237"
"15","2019-02","0.019236"
"21","2019-02","0.019508"
"31","2019-02","0.019506"
"37","2019-02","0.019237"
"47","2019-02","0.019236"
"53","2019-02","0.019508"
"63","2019-02","0.019506"
"69","2019-02","0.019237"
"79","2019-02","0.019236"
"85","2019-02","0.019508"
"95","2019-02","0.019506"
"101","2019-02","0.019237"
"111","2019-02","0.019236"
"117","2019-02","0.019508"
"127","2019-02","0.019506"
"33","2019-02","0.015201"
"20","2019-02","0.027716"
"10","2019-03","0.002927"
"5","2019-03","0.016169"
"15","2019-03","0.016115"
"21","2019-03","0.014892"
"31","2019-03","0.014847"
"37","2019-03","0.016169"
"47","2019-03","0.016115"
"53","2019-03","0.014892"
"63","2019-03","0.014847"
"69","2019-03","0.016169"
"79","2019-03","0.016115"
"85","2019-03","0.014892"
"95","2019-03","0.014847"
"101","2019-03","0.016169"
"111","2019-03","0.016115"
"117","2019-03","0.014892"
"127","2019-03","0.014847"
"33","2019-03","0.018150"
"20","2019-03","0.008739"
"10","2019-04","-0.004253"
"5","2019-04","0.001995"
"15","2019-04","0.001970"
"21","2019-04","0.001640"
"31","2019-04","0.001619"
"37","2019-04","0.001995"
"47","2019-04","0.001970"
"53","2019-04","0.001640"
"63","2019-04","0.001619"
"69","2019-04","0.001995"
"79","2019-04","0.001970"
"85","2019-04","0.001640"
"95","2019-04","0.001619"
"101","2019-04","0.001995"
"111","2019-04","0.001970"
"117","2019-04","0.001640"
"127","2019-04","0.001619"
"33","2019-04","0.003281"
"20","2019-04","-0.001490"
"10","2019-05","0.002995"
"5","2019-05","0.005231"
"15","2019-05","0.005222"
"21","2019-05","0.003559"
"31","2019-05","0.003557"
"37","2019-05","0.005231"
"47","2019-05","0.005222"
"53","2019-05","0.003559"
"63","2019-05","0.003557"
"69","2019-05","0.005231"
"79","2019-05","0.005222"
"85","2019-05","0.003559"
"95","2019-05","0.003557"
"101","2019-05","0.005231"
"111","2019-05","0.005222"
"117","2019-05","0.003559"
"127","2019-05","0.003557"
"33","2019-05","0.008087"
"20","2019-05","-0.005045"
"10","2019-07","0.031598"
"5","2019-07","0.031021"
"15","2019-07","0.031023"
"21","2019-07","0.033673"
"31","2019-07","0.033666"
"37","2019-07","0.031021"
"47","2019-07","0.031023"
"53","2019-07","0.033673"
"63","2019-07","0.033666"
"69","2019-07","0.031021"
"79","2019-07","0.031023"
"85","2019-07","0.033673"
"95","2019-07","0.033666"
"101","2019-07","0.031021"
"111","2019-07","0.031023"
"117","2019-07","0.033673"
"127","2019-07","0.033666"
"33","2019-07","0.020662"
"20","2019-07","0.058859"
"10","2019-08","0.034965"
"5","2019-08","0.049598"
"15","2019-08","0.049540"
"21","2019-08","0.050995"
"31","2019-08","0.050936"
"37","2019-08","0.049598"
"47","2019-08","0.049540"
"53","2019-08","0.050995"
"63","2019-08","0.050936"
"69","2019-08","0.049598"
"79","2019-08","0.049540"
"85","2019-08","0.050995"
"95","2019-08","0.050936"
"101","2019-08","0.049598"
"111","2019-08","0.049540"
"117","2019-08","0.050995"
"127","2019-08","0.050936"
"33","2019-08","0.044016"
"20","2019-08","0.063820"
"10","2019-09","0.041680"
"5","2019-09","0.062388"
"15","2019-09","0.062308"
"21","2019-09","0.062731"
"31","2019-09","0.062656"
"37","2019-09","0.062388"
"47","2019-09","0.062308"
"53","2019-09","0.062731"
"63","2019-09","0.062656"
"69","2019-09","0.062388"
"79","2019-09","0.062308"
"85","2019-09","0.062731"
"95","2019-09","0.062656"
"101","2019-09","0.062388"
"111","2019-09","0.062308"
"117","2019-09","0.062731"
"127","2019-09","0.062656"
"33","2019-09","0.064932"
"20","2019-09","0.058681"
"10","2019-10","-0.002839"
"5","2019-10","-0.006840"
"15","2019-10","-0.006825"
"21","2019-10","-0.002633"
"31","2019-10","-0.002633"
"37","2019-10","-0.006840"
"47","2019-10","-0.006825"
"53","2019-10","-0.002633"
"63","2019-10","-0.002633"
"69","2019-10","-0.006840"
"79","2019-10","-0.006825"
"85","2019-10","-0.002633"
"95","2019-10","-0.002633"
"101","2019-10","-0.006840"
"111","2019-10","-0.006825"
"117","2019-10","-0.002633"
"127","2019-10","-0.002633"
"33","2019-10","-0.017795"
"20","2019-10","0.025043"
"10","2019-11","0.015838"
"5","2019-11","0.023396"
"15","2019-11","0.023367"
"21","2019-11","0.022568"
"31","2019-11","0.022545"
"37","2019-11","0.023396"
"47","2019-11","0.023367"
"53","2019-11","0.022568"
"63","2019-11","0.022545"
"69","2019-11","0.023396"
"79","2019-11","0.023367"
"85","2019-11","0.022568"
"95","2019-11","0.022545"
"101","2019-11","0.023396"
"111","2019-11","0.023367"
"117","2019-11","0.022568"
"127","2019-11","0.022545"
"33","2019-11","0.022147"
"20","2019-11","0.023345"
"10","2019-12","0.021156"
"5","2019-12","0.031197"
"15","2019-12","0.031159"
"21","2019-12","0.031047"
"31","2019-12","0.031013"
"37","2019-12","0.031197"
"47","2019-12","0.031159"
"53","2019-12","0.031047"
"63","2019-12","0.031013"
"69","2019-12","0.031197"
"79","2019-12","0.031159"
"85","2019-12","0.031047"
"95","2019-12","0.031013"
"101","2019-12","0.031197"
"111","2019-12","0.031159"
"117","2019-12","0.031047"
"127","2019-12","0.031013"
"33","2019-12","0.026380"
"20","2019-12","0.039162"
"10","2019-13","-0.005386"
"5","2019-13","-0.002960"
"15","2019-13","-0.002969"
"21","2019-13","-0.003290"
"31","2019-13","-0.003297"
"37","2019-13","-0.002960"
"47","2019-13","-0.002969"
"53","2019-13","-0.003290"
"63","2019-13","-0.003297"
"69","2019-13","-0.002960"
"79","2019-13","-0.002969"
"85","2019-13","-0.003290"
"95","2019-13","-0.003297"
"101","2019-13","-0.002960"
"111","2019-13","-0.002969"
"117","2019-13","-0.003290"
"127","2019-13","-0.003297"
"33","2019-13","-0.003219"
"20","2019-13","-0.003497"
"10","2019-14","0.038729"
"5","2019-14","0.052107"
"15","2019-14","0.052057"
"21","2019-14","0.051986"
"31","2019-14","0.051940"
"37","2019-14","0.052107"
"47","2019-14","0.052057"
"53","2019-14","0.051986"
"63","2019-14","0.051940"
"69","2019-14","0.052107"
"79","2019-14","0.052057"
"85","2019-14","0.051986"
"95","2019-14","0.051940"
"101","2019-14","0.052107"
"111","2019-14","0.052057"
"117","2019-14","0.051986"
"127","2019-14","0.051940"
"33","2019-14","0.050969"
"20","2019-14","0.053706"
"10","2019-15","-0.015003"
"5","2019-15","-0.016543"
"15","2019-15","-0.016537"
"21","2019-15","-0.018019"
"31","2019-15","-0.018009"
"37","2019-15","-0.016543"
"47","2019-15","-0.016537"
"53","2019-15","-0.018019"
"63","2019-15","-0.018009"
"69","2019-15","-0.016543"
"79","2019-15","-0.016537"
"85","2019-15","-0.018019"
"95","2019-15","-0.018009"
"101","2019-15","-0.016543"
"111","2019-15","-0.016537"
"117","2019-15","-0.018019"
"127","2019-15","-0.018009"
"33","2019-15","-0.015628"
"20","2019-15","-0.022103"
"10","2019-16","0.012636"
"5","2019-16","0.026346"
"15","2019-16","0.026296"
"21","2019-16","0.026168"
"31","2019-16","0.026122"
"37","2019-16","0.026346"
"47","2019-16","0.026296"
"53","2019-16","0.026168"
"63","2019-16","0.026122"
"69","2019-16","0.026346"
"79","2019-16","0.026296"
"85","2019-16","0.026168"
"95","2019-16","0.026122"
"101","2019-16","0.026346"
"111","2019-16","0.026296"
"117","2019-16","0.026168"
"127","2019-16","0.026122"
"33","2019-16","0.026270"
"20","2019-16","0.025962"
"10","2019-17","-0.032348"
"5","2019-17","-0.059622"
"15","2019-17","-0.059525"
"21","2019-17","-0.059188"
"31","2019-17","-0.059099"
"37","2019-17","-0.059622"
"47","2019-17","-0.059525"
"53","2019-17","-0.059188"
"63","2019-17","-0.059099"
"69","2019-17","-0.059622"
"79","2019-17","-0.059525"
"85","2019-17","-0.059188"
"95","2019-17","-0.059099"
"101","2019-17","-0.059622"
"111","2019-17","-0.059525"
"117","2019-17","-0.059188"
"127","2019-17","-0.059099"
"33","2019-17","-0.056105"
"20","2019-17","-0.064535"
"10","2019-18","-0.003899"
"5","2019-18","-0.003447"
"15","2019-18","-0.003448"
"21","2019-18","-0.005224"
"31","2019-18","-0.005219"
"37","2019-18","-0.003447"
"47","2019-18","-0.003448"
"53","2019-18","-0.005224"
"63","2019-18","-0.005219"
"69","2019-18","-0.003447"
"79","2019-18","-0.003448"
"85","2019-18","-0.005224"
"95","2019-18","-0.005219"
"101","2019-18","-0.003447"
"111","2019-18","-0.003448"
"117","2019-18","-0.005224"
"127","2019-18","-0.005219"
"33","2019-18","0.001318"
"20","2019-18","-0.016684"
"10","2019-19","-0.038779"
"5","2019-19","-0.043996"
"15","2019-19","-0.043976"
"21","2019-19","-0.043905"
"31","2019-19","-0.043888"
"37","2019-19","-0.043996"
"47","2019-19","-0.043976"
"53","2019-19","-0.043905"
"63","2019-19","-0.043888"
"69","2019-19","-0.043996"
"79","2019-19","-0.043976"
"85","2019-19","-0.043905"
"95","2019-19","-0.043888"
"101","2019-19","-0.043996"
"111","2019-19","-0.043976"
"117","2019-19","-0.043905"
"127","2019-19","-0.043888"
"33","2019-19","-0.044296"
"20","2019-19","-0.043211"
"10","2019-20","-0.022550"
"5","2019-20","-0.018305"
"15","2019-20","-0.018320"
"21","2019-20","-0.018958"
"31","2019-20","-0.018970"
"37","2019-20","-0.018305"
"47","2019-20","-0.018320"
"53","2019-20","-0.018958"
"63","2019-20","-0.018970"
"69","2019-20","-0.018305"
"79","2019-20","-0.018320"
"85","2019-20","-0.018958"
"95","2019-20","-0.018970"
"101","2019-20","-0.018305"
"111","2019-20","-0.018320"
"117","2019-20","-0.018958"
"127","2019-20","-0.018970"
"33","2019-20","-0.017690"
"20","2019-20","-0.021265"
"10","2019-21","-0.024175"
"5","2019-21","-0.014046"
"15","2019-21","-0.014082"
"21","2019-21","-0.014550"
"31","2019-21","-0.014582"
"37","2019-21","-0.014046"
"47","2019-21","-0.014082"
"53","2019-21","-0.014550"
"63","2019-21","-0.014582"
"69","2019-21","-0.014046"
"79","2019-21","-0.014082"
"85","2019-21","-0.014550"
"95","2019-21","-0.014582"
"101","2019-21","-0.014046"
"111","2019-21","-0.014082"
"117","2019-21","-0.014550"
"127","2019-21","-0.014582"
"33","2019-21","-0.008946"
"20","2019-21","-0.024615"
"10","2019-22","0.032600"
"5","2019-22","0.015450"
"15","2019-22","0.015509"
"21","2019-22","0.016593"
"31","2019-22","0.016645"
"37","2019-22","0.015450"
"47","2019-22","0.015509"
"53","2019-22","0.016593"
"63","2019-22","0.016645"
"69","2019-22","0.015450"
"79","2019-22","0.015509"
"85","2019-22","0.016593"
"95","2019-22","0.016645"
"101","2019-22","0.015450"
"111","2019-22","0.015509"
"117","2019-22","0.016593"
"127","2019-22","0.016645"
"33","2019-22","0.014278"
"20","2019-22","0.020771"
"10","2019-23","0.038986"
"5","2019-23","-0.026401"
"15","2019-23","-0.026175"
"21","2019-23","-0.028368"
"31","2019-23","-0.028152"
"37","2019-23","-0.026401"
"47","2019-23","-0.026175"
"53","2019-23","-0.028368"
"63","2019-23","-0.028152"
"69","2019-23","-0.026401"
"79","2019-23","-0.026175"
"85","2019-23","-0.028368"
"95","2019-23","-0.028152"
"101","2019-23","-0.026401"
"111","2019-23","-0.026175"
"117","2019-23","-0.028368"
"127","2019-23","-0.028152"
"33","2019-23","-0.019609"
"20","2019-23","-0.044058"
"10","2019-24","0.028595"
"5","2019-24","0.024132"
"15","2019-24","0.024148"
"21","2019-24","0.024599"
"31","2019-24","0.024612"
"37","2019-24","0.024132"
"47","2019-24","0.024148"
"53","2019-24","0.024599"
"63","2019-24","0.024612"
"69","2019-24","0.024132"
"79","2019-24","0.024148"
"85","2019-24","0.024599"
"95","2019-24","0.024612"
"101","2019-24","0.024132"
"111","2019-24","0.024148"
"117","2019-24","0.024599"
"127","2019-24","0.024612"
"33","2019-24","0.022275"
"20","2019-24","0.028851"
"10","2019-25","0.039782"
"5","2019-25","0.043211"
"15","2019-25","0.043199"
"21","2019-25","0.044236"
"31","2019-25","0.044222"
"37","2019-25","0.043211"
"47","2019-25","0.043199"
"53","2019-25","0.044236"
"63","2019-25","0.044222"
"69","2019-25","0.043211"
"79","2019-25","0.043199"
"85","2019-25","0.044236"
"95","2019-25","0.044222"
"101","2019-25","0.043211"
"111","2019-25","0.043199"
"117","2019-25","0.044236"
"127","2019-25","0.044222"
"33","2019-25","0.042939"
"20","2019-25","0.046595"
"10","2019-26","0.004011"
"5","2019-26","-0.004556"
"15","2019-26","-0.004527"
"21","2019-26","-0.005483"
"31","2019-26","-0.005453"
"37","2019-26","-0.004556"
"47","2019-26","-0.004527"
"53","2019-26","-0.005483"
"63","2019-26","-0.005453"
"69","2019-26","-0.004556"
"79","2019-26","-0.004527"
"85","2019-26","-0.005483"
"95","2019-26","-0.005453"
"101","2019-26","-0.004556"
"111","2019-26","-0.004527"
"117","2019-26","-0.005483"
"127","2019-26","-0.005453"
"33","2019-26","-0.003770"
"20","2019-26","-0.008578"
"10","2019-27","0.013312"
"5","2019-27","0.016935"
"15","2019-27","0.016922"
"21","2019-27","0.017811"
"31","2019-27","0.017797"
"37","2019-27","0.017507"
"47","2019-27","0.017493"
"53","2019-27","0.017811"
"63","2019-27","0.017797"
"69","2019-27","0.016935"
"79","2019-27","0.016922"
"85","2019-27","0.017811"
"95","2019-27","0.017797"
"101","2019-27","0.017507"
"111","2019-27","0.017493"
"117","2019-27","0.017811"
"127","2019-27","0.017797"
"33","2019-27","0.013389"
"20","2019-27","0.025809"
"10","2019-28","-0.015889"
"5","2019-28","-0.022716"
"15","2019-28","-0.022693"
"21","2019-28","-0.023681"
"31","2019-28","-0.023656"
"37","2019-28","-0.023266"
"47","2019-28","-0.023241"
"53","2019-28","-0.023681"
"63","2019-28","-0.023656"
"69","2019-28","-0.022716"
"79","2019-28","-0.022693"
"85","2019-28","-0.023681"
"95","2019-28","-0.023656"
"101","2019-28","-0.023266"
"111","2019-28","-0.023241"
"117","2019-28","-0.023681"
"127","2019-28","-0.023656"
"33","2019-28","-0.021995"
"20","2019-28","-0.026631"
"10","2019-29","0.008233"
"5","2019-29","-0.000759"
"15","2019-29","-0.000728"
"21","2019-29","-0.000173"
"31","2019-29","-0.000146"
"37","2019-29","-0.000759"
"47","2019-29","-0.000728"
"53","2019-29","-0.000173"
"63","2019-29","-0.000146"
"69","2019-29","-0.000759"
"79","2019-29","-0.000728"
"85","2019-29","-0.000173"
"95","2019-29","-0.000146"
"101","2019-29","-0.000759"
"111","2019-29","-0.000728"
"117","2019-29","-0.000173"
"127","2019-29","-0.000146"
"33","2019-29","-0.000740"
"20","2019-29","0.000830"
"10","2019-30","0.006315"
"5","2019-30","0.007741"
"15","2019-30","0.007736"
"21","2019-30","0.007907"
"31","2019-30","0.007902"
"37","2019-30","0.007741"
"47","2019-30","0.007736"
"53","2019-30","0.007907"
"63","2019-30","0.007902"
"69","2019-30","0.007741"
"79","2019-30","0.007736"
"85","2019-30","0.007907"
"95","2019-30","0.007902"
"101","2019-30","0.007741"
"111","2019-30","0.007736"
"117","2019-30","0.007907"
"127","2019-30","0.007902"
"33","2019-30","0.008441"
"20","2019-30","0.006967"
"10","2019-31","-0.032319"
"5","2019-31","-0.026053"
"15","2019-31","-0.026074"
"21","2019-31","-0.024877"
"31","2019-31","-0.024901"
"37","2019-31","-0.025562"
"47","2019-31","-0.025585"
"53","2019-31","-0.024425"
"63","2019-31","-0.024449"
"69","2019-31","-0.026053"
"79","2019-31","-0.026074"
"85","2019-31","-0.024877"
"95","2019-31","-0.024901"
"101","2019-31","-0.025562"
"111","2019-31","-0.025585"
"117","2019-31","-0.024425"
"127","2019-31","-0.024449"
"33","2019-31","-0.024963"
"20","2019-31","-0.023476"
"10","2019-32","-0.046821"
"5","2019-32","-0.033452"
"15","2019-32","-0.033497"
"21","2019-32","-0.033953"
"31","2019-32","-0.033993"
"37","2019-32","-0.033621"
"47","2019-32","-0.033665"
"53","2019-32","-0.034108"
"63","2019-32","-0.034147"
"69","2019-32","-0.033452"
"79","2019-32","-0.033497"
"85","2019-32","-0.033953"
"95","2019-32","-0.033993"
"101","2019-32","-0.033621"
"111","2019-32","-0.033665"
"117","2019-32","-0.034108"
"127","2019-32","-0.034147"
"33","2019-32","-0.030930"
"20","2019-32","-0.039722"
"10","2019-33","0.016004"
"5","2019-33","0.019956"
"15","2019-33","0.019943"
"21","2019-33","0.021371"
"31","2019-33","0.021354"
"37","2019-33","0.019905"
"47","2019-33","0.019892"
"53","2019-33","0.021321"
"63","2019-33","0.021304"
"69","2019-33","0.019956"
"79","2019-33","0.019943"
"85","2019-33","0.021371"
"95","2019-33","0.021354"
"101","2019-33","0.019905"
"111","2019-33","0.019892"
"117","2019-33","0.021321"
"127","2019-33","0.021304"
"33","2019-33","0.016544"
"20","2019-33","0.029856"
"10","2019-34","0.017891"
"5","2019-34","0.028547"
"15","2019-34","0.028511"
"21","2019-34","0.029147"
"31","2019-34","0.029113"
"37","2019-34","0.028153"
"47","2019-34","0.028119"
"53","2019-34","0.028782"
"63","2019-34","0.028749"
"69","2019-34","0.028547"
"79","2019-34","0.028511"
"85","2019-34","0.029147"
"95","2019-34","0.029113"
"101","2019-34","0.028153"
"111","2019-34","0.028119"
"117","2019-34","0.028782"
"127","2019-34","0.028749"
"33","2019-34","0.024968"
"20","2019-34","0.035556"
"10","2019-35","-0.010655"
"5","2019-35","-0.003429"
"15","2019-35","-0.003453"
"21","2019-35","-0.003393"
"31","2019-35","-0.003415"
"37","2019-35","-0.003437"
"47","2019-35","-0.003461"
"53","2019-35","-0.003401"
"63","2019-35","-0.003422"
"69","2019-35","-0.003429"
"79","2019-35","-0.003453"
"85","2019-35","-0.003393"
"95","2019-35","-0.003415"
"101","2019-35","-0.003437"
"111","2019-35","-0.003461"
"117","2019-35","-0.003401"
"127","2019-35","-0.003422"
"33","2019-35","-0.004794"
"20","2019-35","-0.000972"
"10","2019-36","0.029789"
"5","2019-36","0.039180"
"15","2019-36","0.039149"
"21","2019-36","0.041089"
"31","2019-36","0.041055"
"37","2019-36","0.039158"
"47","2019-36","0.039128"
"53","2019-36","0.041065"
"63","2019-36","0.041032"
"69","2019-36","0.039180"
"79","2019-36","0.039149"
"85","2019-36","0.041089"
"95","2019-36","0.041055"
"101","2019-36","0.039158"
"111","2019-36","0.039128"
"117","2019-36","0.041065"
"127","2019-36","0.041032"
"33","2019-36","0.036277"
"20","2019-36","0.049380"
"10","2019-37","0.010758"
"5","2019-37","0.009933"
"15","2019-37","0.009935"
"21","2019-37","0.010826"
"31","2019-37","0.010826"
"37","2019-37","0.009865"
"47","2019-37","0.009868"
"53","2019-37","0.010762"
"63","2019-37","0.010762"
"69","2019-37","0.009933"
"79","2019-37","0.009935"
"85","2019-37","0.010826"
"95","2019-37","0.010826"
"101","2019-37","0.009865"
"111","2019-37","0.009868"
"117","2019-37","0.010762"
"127","2019-37","0.010762"
"33","2019-37","0.008772"
"20","2019-37","0.014178"
"10","2019-38","-0.008917"
"5","2019-38","-0.006576"
"15","2019-38","-0.006583"
"21","2019-38","-0.006267"
"31","2019-38","-0.006274"
"37","2019-38","-0.006591"
"47","2019-38","-0.006598"
"53","2019-38","-0.006281"
"63","2019-38","-0.006289"
"69","2019-38","-0.006576"
"79","2019-38","-0.006583"
"85","2019-38","-0.006267"
"95","2019-38","-0.006274"
"101","2019-38","-0.006591"
"111","2019-38","-0.006598"
"117","2019-38","-0.006281"
"127","2019-38","-0.006289"
"33","2019-38","-0.007315"
"20","2019-38","-0.004515"
"10","2019-39","-0.008827"
"5","2019-39","-0.026985"
"15","2019-39","-0.026927"
"21","2019-39","-0.028171"
"31","2019-39","-0.028115"
"37","2019-39","-0.027047"
"47","2019-39","-0.026989"
"53","2019-39","-0.028227"
"63","2019-39","-0.028170"
"69","2019-39","-0.026985"
"79","2019-39","-0.026927"
"85","2019-39","-0.028171"
"95","2019-39","-0.028115"
"101","2019-39","-0.027047"
"111","2019-39","-0.026989"
"117","2019-39","-0.028227"
"127","2019-39","-0.028170"
"33","2019-39","-0.022934"
"20","2019-39","-0.037181"
"10","2019-40","0.000986"
"5","2019-40","-0.008903"
"15","2019-40","-0.008871"
"21","2019-40","-0.009262"
"31","2019-40","-0.009231"
"37","2019-40","-0.008998"
"47","2019-40","-0.008965"
"53","2019-40","-0.009349"
"63","2019-40","-0.009318"
"69","2019-40","-0.008903"
"79","2019-40","-0.008871"
"85","2019-40","-0.009262"
"95","2019-40","-0.009231"
"101","2019-40","-0.008998"
"111","2019-40","-0.008965"
"117","2019-40","-0.009349"
"127","2019-40","-0.009318"
"33","2019-40","-0.008472"
"20","2019-40","-0.010861"
"10","2019-41","-0.007035"
"5","2019-41","0.023905"
"15","2019-41","0.023803"
"21","2019-41","0.024239"
"31","2019-41","0.024144"
"37","2019-41","0.023811"
"47","2019-41","0.023710"
"53","2019-41","0.024152"
"63","2019-41","0.024058"
"69","2019-41","0.023905"
"79","2019-41","0.023803"
"85","2019-41","0.024239"
"95","2019-41","0.024144"
"101","2019-41","0.023811"
"111","2019-41","0.023710"
"117","2019-41","0.024152"
"127","2019-41","0.024058"
"33","2019-41","0.023050"
"20","2019-41","0.026057"
"10","2019-42","-0.019232"
"5","2019-42","-0.012002"
"15","2019-42","-0.012025"
"21","2019-42","-0.012020"
"31","2019-42","-0.012041"
"37","2019-42","-0.012027"
"47","2019-42","-0.012050"
"53","2019-42","-0.012043"
"63","2019-42","-0.012064"
"69","2019-42","-0.012002"
"79","2019-42","-0.012025"
"85","2019-42","-0.012020"
"95","2019-42","-0.012041"
"101","2019-42","-0.012027"
"111","2019-42","-0.012050"
"117","2019-42","-0.012043"
"127","2019-42","-0.012064"
"33","2019-42","-0.010988"
"20","2019-42","-0.013859"
"10","2019-43","-0.003507"
"5","2019-43","0.008071"
"15","2019-43","0.008034"
"21","2019-43","0.008290"
"31","2019-43","0.008256"
"37","2019-43","0.008043"
"47","2019-43","0.008006"
"53","2019-43","0.008264"
"63","2019-43","0.008230"
"69","2019-43","0.008071"
"79","2019-43","0.008034"
"85","2019-43","0.008290"
"95","2019-43","0.008256"
"101","2019-43","0.008043"
"111","2019-43","0.008006"
"117","2019-43","0.008264"
"127","2019-43","0.008230"
"33","2019-43","0.006676"
"20","2019-43","0.011004"
"10","2019-44","-0.004814"
"5","2019-44","0.003969"
"15","2019-44","0.003941"
"21","2019-44","0.003665"
"31","2019-44","0.003640"
"37","2019-44","0.003857"
"47","2019-44","0.003830"
"53","2019-44","0.003563"
"63","2019-44","0.003539"
"69","2019-44","0.003969"
"79","2019-44","0.003941"
"85","2019-44","0.003665"
"95","2019-44","0.003640"
"101","2019-44","0.003857"
"111","2019-44","0.003830"
"117","2019-44","0.003563"
"127","2019-44","0.003539"
"33","2019-44","0.002419"
"20","2019-44","0.005528"
"10","2019-45","0.008650"
"5","2019-45","0.002781"
"15","2019-45","0.002799"
"21","2019-45","0.003448"
"31","2019-45","0.003463"
"37","2019-45","0.002762"
"47","2019-45","0.002780"
"53","2019-45","0.003429"
"63","2019-45","0.003444"
"69","2019-45","0.002781"
"79","2019-45","0.002799"
"85","2019-45","0.003448"
"95","2019-45","0.003463"
"101","2019-45","0.002762"
"111","2019-45","0.002780"
"117","2019-45","0.003429"
"127","2019-45","0.003444"
"33","2019-45","0.001927"
"20","2019-45","0.005999"
"10","2019-46","-0.026793"
"5","2019-46","-0.025351"
"15","2019-46","-0.025356"
"21","2019-46","-0.025080"
"31","2019-46","-0.025085"
"37","2019-46","-0.025382"
"47","2019-46","-0.025387"
"53","2019-46","-0.025109"
"63","2019-46","-0.025114"
"69","2019-46","-0.025351"
"79","2019-46","-0.025356"
"85","2019-46","-0.025080"
"95","2019-46","-0.025085"
"101","2019-46","-0.025382"
"111","2019-46","-0.025387"
"117","2019-46","-0.025109"
"127","2019-46","-0.025114"
"33","2019-46","-0.024303"
"20","2019-46","-0.026482"
"10","2019-47","-0.004711"
"5","2019-47","-0.000759"
"15","2019-47","-0.000772"
"21","2019-47","-0.000456"
"31","2019-47","-0.000468"
"37","2019-47","-0.000867"
"47","2019-47","-0.000878"
"53","2019-47","-0.000555"
"63","2019-47","-0.000567"
"69","2019-47","-0.000759"
"79","2019-47","-0.000772"
"85","2019-47","-0.000456"
"95","2019-47","-0.000468"
"101","2019-47","-0.000867"
"111","2019-47","-0.000878"
"117","2019-47","-0.000555"
"127","2019-47","-0.000567"
"33","2019-47","-0.001669"
"20","2019-47","0.001344"
"10","2019-48","-0.044058"
"5","2019-48","-0.003829"
"15","2019-48","-0.003952"
"21","2019-48","-0.004704"
"31","2019-48","-0.004814"
"37","2019-48","-0.003828"
"47","2019-48","-0.003950"
"53","2019-48","-0.004701"
"63","2019-48","-0.004811"
"69","2019-48","-0.003829"
"79","2019-48","-0.003952"
"85","2019-48","-0.004704"
"95","2019-48","-0.004814"
"101","2019-48","-0.003828"
"111","2019-48","-0.003950"
"117","2019-48","-0.004701"
"127","2019-48","-0.004811"
"33","2019-48","-0.003623"
"20","2019-48","-0.006544"
"10","2019-49","0.020940"
"5","2019-49","0.016782"
"15","2019-49","0.016794"
"21","2019-49","0.018592"
"31","2019-49","0.018598"
"37","2019-49","0.016733"
"47","2019-49","0.016745"
"53","2019-49","0.018543"
"63","2019-49","0.018549"
"69","2019-49","0.016782"
"79","2019-49","0.016794"
"85","2019-49","0.018592"
"95","2019-49","0.018598"
"101","2019-49","0.016733"
"111","2019-49","0.016745"
"117","2019-49","0.018543"
"127","2019-49","0.018549"
"33","2019-49","0.012311"
"20","2019-49","0.029225"
"10","2019-50","0.007074"
"5","2019-50","0.016301"
"15","2019-50","0.016274"
"21","2019-50","0.016705"
"31","2019-50","0.016679"
"37","2019-50","0.016455"
"47","2019-50","0.016428"
"53","2019-50","0.016845"
"63","2019-50","0.016818"
"69","2019-50","0.016301"
"79","2019-50","0.016274"
"85","2019-50","0.016705"
"95","2019-50","0.016679"
"101","2019-50","0.016455"
"111","2019-50","0.016428"
"117","2019-50","0.016845"
"127","2019-50","0.016818"
"33","2019-50","0.018514"
"20","2019-50","0.014034"
"10","2019-51","0.033479"
"5","2019-51","0.015377"
"15","2019-51","0.015430"
"21","2019-51","0.015773"
"31","2019-51","0.015820"
"37","2019-51","0.015469"
"47","2019-51","0.015521"
"53","2019-51","0.015856"
"63","2019-51","0.015903"
"69","2019-51","0.015377"
"79","2019-51","0.015430"
"85","2019-51","0.015773"
"95","2019-51","0.015820"
"101","2019-51","0.015469"
"111","2019-51","0.015521"
"117","2019-51","0.015856"
"127","2019-51","0.015903"
"33","2019-51","0.010780"
"20","2019-51","0.024462"
"10","2019-52","0.006425"
"5","2019-52","0.000929"
"15","2019-52","0.000945"
