"Markettype","Trdwnt","Cwretmdos"
"69","2017-52","0.001500"
"79","2017-52","0.001541"
"85","2017-52","0.000926"
"95","2017-52","0.000967"
"101","2017-52","0.001500"
"111","2017-52","0.001541"
"117","2017-52","0.000926"
"127","2017-52","0.000967"
"33","2017-52","0.002917"
"20","2017-52","-0.002549"
"10","2018-01","0.019462"
"5","2018-01","0.027623"
"15","2018-01","0.027589"
"21","2018-01","0.027144"
"31","2018-01","0.027114"
"37","2018-01","0.027623"
"47","2018-01","0.027589"
"53","2018-01","0.027144"
"63","2018-01","0.027114"
"69","2018-01","0.027623"
"79","2018-01","0.027589"
"85","2018-01","0.027144"
"95","2018-01","0.027114"
"101","2018-01","0.027623"
"111","2018-01","0.027589"
"117","2018-01","0.027144"
"127","2018-01","0.027114"
"33","2018-01","0.027251"
"20","2018-01","0.026957"
"10","2018-02","0.002180"
"5","2018-02","0.012477"
"15","2018-02","0.012434"
"21","2018-02","0.011127"
"31","2018-02","0.011092"
"37","2018-02","0.012477"
"47","2018-02","0.012434"
"53","2018-02","0.011127"
"63","2018-02","0.011092"
"69","2018-02","0.012477"
"79","2018-02","0.012434"
"85","2018-02","0.011127"
"95","2018-02","0.011092"
"101","2018-02","0.012477"
"111","2018-02","0.012434"
"117","2018-02","0.011127"
"127","2018-02","0.011092"
"33","2018-02","0.013504"
"20","2018-02","0.006975"
"10","2018-03","0.005140"
"5","2018-03","0.009630"
"15","2018-03","0.009612"
"21","2018-03","0.007297"
"31","2018-03","0.007289"
"37","2018-03","0.009630"
"47","2018-03","0.009612"
"53","2018-03","0.007297"
"63","2018-03","0.007289"
"69","2018-03","0.009630"
"79","2018-03","0.009612"
"85","2018-03","0.007297"
"95","2018-03","0.007289"
"101","2018-03","0.009630"
"111","2018-03","0.009612"
"117","2018-03","0.007297"
"127","2018-03","0.007289"
"33","2018-03","0.019743"
"20","2018-03","-0.014571"
"10","2018-04","0.006598"
"5","2018-04","0.020406"
"15","2018-04","0.020351"
"21","2018-04","0.021006"
"31","2018-04","0.020952"
"37","2018-04","0.020406"
"47","2018-04","0.020351"
"53","2018-04","0.021006"
"63","2018-04","0.020952"
"69","2018-04","0.020406"
"79","2018-04","0.020351"
"85","2018-04","0.021006"
"95","2018-04","0.020952"
"101","2018-04","0.020406"
"111","2018-04","0.020351"
"117","2018-04","0.021006"
"127","2018-04","0.020952"
"33","2018-04","0.023033"
"20","2018-04","0.017308"
"10","2018-05","-0.028112"
"5","2018-05","-0.034723"
"15","2018-05","-0.034697"
"21","2018-05","-0.038137"
"31","2018-05","-0.038101"
"37","2018-05","-0.034723"
"47","2018-05","-0.034697"
"53","2018-05","-0.038137"
"63","2018-05","-0.038101"
"69","2018-05","-0.034723"
"79","2018-05","-0.034697"
"85","2018-05","-0.038137"
"95","2018-05","-0.038101"
"101","2018-05","-0.034723"
"111","2018-05","-0.034697"
"117","2018-05","-0.038137"
"127","2018-05","-0.038101"
"33","2018-05","-0.022180"
"20","2018-05","-0.067132"
"10","2018-06","-0.070168"
"5","2018-06","-0.097719"
"15","2018-06","-0.097612"
"21","2018-06","-0.096165"
"31","2018-06","-0.096070"
"37","2018-06","-0.097719"
"47","2018-06","-0.097612"
"53","2018-06","-0.096165"
"63","2018-06","-0.096070"
"69","2018-06","-0.097719"
"79","2018-06","-0.097612"
"85","2018-06","-0.096165"
"95","2018-06","-0.096070"
"101","2018-06","-0.097719"
"111","2018-06","-0.097612"
"117","2018-06","-0.096165"
"127","2018-06","-0.096070"
"33","2018-06","-0.100392"
"20","2018-06","-0.087821"
"10","2018-07","0.033108"
"5","2018-07","0.029046"
"15","2018-07","0.029063"
"21","2018-07","0.029078"
"31","2018-07","0.029093"
"37","2018-07","0.029046"
"47","2018-07","0.029063"
"53","2018-07","0.029078"
"63","2018-07","0.029093"
"69","2018-07","0.029046"
"79","2018-07","0.029063"
"85","2018-07","0.029078"
"95","2018-07","0.029093"
"101","2018-07","0.029046"
"111","2018-07","0.029063"
"117","2018-07","0.029078"
"127","2018-07","0.029093"
"33","2018-07","0.023050"
"20","2018-07","0.040774"
"10","2018-08","0.012409"
"5","2018-08","0.028008"
"15","2018-08","0.027945"
"21","2018-08","0.027354"
"31","2018-08","0.027297"
"37","2018-08","0.028008"
"47","2018-08","0.027945"
"53","2018-08","0.027354"
"63","2018-08","0.027297"
"69","2018-08","0.028008"
"79","2018-08","0.027945"
"85","2018-08","0.027354"
"95","2018-08","0.027297"
"101","2018-08","0.028008"
"111","2018-08","0.027945"
"117","2018-08","0.027354"
"127","2018-08","0.027297"
"33","2018-08","0.029535"
"20","2018-08","0.023252"
"10","2018-09","-0.000468"
"5","2018-09","-0.005071"
"15","2018-09","-0.005052"
"21","2018-09","-0.000851"
"31","2018-09","-0.000850"
"37","2018-09","-0.005071"
"47","2018-09","-0.005052"
"53","2018-09","-0.000851"
"63","2018-09","-0.000850"
"69","2018-09","-0.005071"
"79","2018-09","-0.005052"
"85","2018-09","-0.000851"
"95","2018-09","-0.000850"
"101","2018-09","-0.005071"
"111","2018-09","-0.005052"
"117","2018-09","-0.000851"
"127","2018-09","-0.000850"
"33","2018-09","-0.013596"
"20","2018-09","0.023331"
"10","2018-10","0.008622"
"5","2018-10","0.019384"
"15","2018-10","0.019340"
"21","2018-10","0.021635"
"31","2018-10","0.021586"
"37","2018-10","0.019384"
"47","2018-10","0.019340"
"53","2018-10","0.021635"
"63","2018-10","0.021586"
"69","2018-10","0.019384"
"79","2018-10","0.019340"
"85","2018-10","0.021635"
"95","2018-10","0.021586"
"101","2018-10","0.019384"
"111","2018-10","0.019340"
"117","2018-10","0.021635"
"127","2018-10","0.021586"
"33","2018-10","0.014800"
"20","2018-10","0.034164"
"10","2018-11","0.002459"
"5","2018-11","-0.010294"
"15","2018-11","-0.010243"
"21","2018-11","-0.010620"
"31","2018-11","-0.010571"
"37","2018-11","-0.010294"
"47","2018-11","-0.010243"
"53","2018-11","-0.010620"
"63","2018-11","-0.010571"
"69","2018-11","-0.010294"
"79","2018-11","-0.010243"
"85","2018-11","-0.010620"
"95","2018-11","-0.010571"
"101","2018-11","-0.010294"
"111","2018-11","-0.010243"
"117","2018-11","-0.010620"
"127","2018-11","-0.010571"
"33","2018-11","-0.010360"
"20","2018-11","-0.011080"
"10","2018-12","-0.037410"
"5","2018-12","-0.040880"
"15","2018-12","-0.040866"
"21","2018-12","-0.041858"
"31","2018-12","-0.041841"
"37","2018-12","-0.040880"
"47","2018-12","-0.040866"
"53","2018-12","-0.041858"
"63","2018-12","-0.041841"
"69","2018-12","-0.040880"
"79","2018-12","-0.040866"
"85","2018-12","-0.041858"
"95","2018-12","-0.041841"
"101","2018-12","-0.040880"
"111","2018-12","-0.040866"
"117","2018-12","-0.041858"
"127","2018-12","-0.041841"
"33","2018-12","-0.033414"
"20","2018-12","-0.057106"
"10","2018-13","0.019426"
"5","2018-13","0.010324"
"15","2018-13","0.010361"
"21","2018-13","0.016726"
"31","2018-13","0.016736"
"37","2018-13","0.010324"
"47","2018-13","0.010361"
"53","2018-13","0.016726"
"63","2018-13","0.016736"
"69","2018-13","0.010324"
"79","2018-13","0.010361"
"85","2018-13","0.016726"
"95","2018-13","0.016736"
"101","2018-13","0.010324"
"111","2018-13","0.010361"
"117","2018-13","0.016726"
"127","2018-13","0.016736"
"33","2018-13","-0.000337"
"20","2018-13","0.047972"
"10","2018-14","-0.005367"
"5","2018-14","-0.012212"
"15","2018-14","-0.012185"
"21","2018-14","-0.012970"
"31","2018-14","-0.012941"
"37","2018-14","-0.012212"
"47","2018-14","-0.012185"
"53","2018-14","-0.012970"
"63","2018-14","-0.012941"
"69","2018-14","-0.012212"
"79","2018-14","-0.012185"
"85","2018-14","-0.012970"
"95","2018-14","-0.012941"
"101","2018-14","-0.012212"
"111","2018-14","-0.012185"
"117","2018-14","-0.012970"
"127","2018-14","-0.012941"
"33","2018-14","-0.012846"
"20","2018-14","-0.013183"
"10","2018-15","-0.001043"
"5","2018-15","0.005913"
"15","2018-15","0.005885"
"21","2018-15","0.005513"
"31","2018-15","0.005488"
"37","2018-15","0.005913"
"47","2018-15","0.005885"
"53","2018-15","0.005513"
"63","2018-15","0.005488"
"69","2018-15","0.005913"
"79","2018-15","0.005885"
"85","2018-15","0.005513"
"95","2018-15","0.005488"
"101","2018-15","0.005913"
"111","2018-15","0.005885"
"117","2018-15","0.005513"
"127","2018-15","0.005488"
"33","2018-15","0.008328"
"20","2018-15","0.000621"
"10","2018-16","-0.034719"
"5","2018-16","-0.027982"
"15","2018-16","-0.028009"
"21","2018-16","-0.028000"
"31","2018-16","-0.028025"
"37","2018-16","-0.027982"
"47","2018-16","-0.028009"
"53","2018-16","-0.028000"
"63","2018-16","-0.028025"
"69","2018-16","-0.027982"
"79","2018-16","-0.028009"
"85","2018-16","-0.028000"
"95","2018-16","-0.028025"
"101","2018-16","-0.027982"
"111","2018-16","-0.028009"
"117","2018-16","-0.028000"
"127","2018-16","-0.028025"
"33","2018-16","-0.026721"
"20","2018-16","-0.030240"
"10","2018-17","-0.004328"
"5","2018-17","0.001086"
"15","2018-17","0.001064"
"21","2018-17","0.001953"
"31","2018-17","0.001929"
"37","2018-17","0.001086"
"47","2018-17","0.001064"
"53","2018-17","0.001953"
"63","2018-17","0.001929"
"69","2018-17","0.001086"
"79","2018-17","0.001064"
"85","2018-17","0.001953"
"95","2018-17","0.001929"
"101","2018-17","0.001086"
"111","2018-17","0.001064"
"117","2018-17","0.001953"
"127","2018-17","0.001929"
"33","2018-17","0.005004"
"20","2018-17","-0.003444"
"10","2018-18","-0.006659"
"5","2018-18","0.005087"
"15","2018-18","0.005040"
"21","2018-18","0.004869"
"31","2018-18","0.004827"
"37","2018-18","0.005087"
"47","2018-18","0.005040"
"53","2018-18","0.004869"
"63","2018-18","0.004827"
"69","2018-18","0.005087"
"79","2018-18","0.005040"
"85","2018-18","0.004869"
"95","2018-18","0.004827"
"101","2018-18","0.005087"
"111","2018-18","0.005040"
"117","2018-18","0.004869"
"127","2018-18","0.004827"
"33","2018-18","0.002795"
"20","2018-18","0.008547"
"10","2018-19","0.023492"
"5","2018-19","0.024653"
"15","2018-19","0.024649"
"21","2018-19","0.024000"
"31","2018-19","0.023998"
"37","2018-19","0.024653"
"47","2018-19","0.024649"
"53","2018-19","0.024000"
"63","2018-19","0.023998"
"69","2018-19","0.024653"
"79","2018-19","0.024649"
"85","2018-19","0.024000"
"95","2018-19","0.023998"
"101","2018-19","0.024653"
"111","2018-19","0.024649"
"117","2018-19","0.024000"
"127","2018-19","0.023998"
"33","2018-19","0.025315"
"20","2018-19","0.021701"
"10","2018-20","-0.001096"
"5","2018-20","0.007794"
"15","2018-20","0.007759"
"21","2018-20","0.007092"
"31","2018-20","0.007062"
"37","2018-20","0.007794"
"47","2018-20","0.007759"
"53","2018-20","0.007092"
"63","2018-20","0.007062"
"69","2018-20","0.007794"
"79","2018-20","0.007759"
"85","2018-20","0.007092"
"95","2018-20","0.007062"
"101","2018-20","0.007794"
"111","2018-20","0.007759"
"117","2018-20","0.007092"
"127","2018-20","0.007062"
"33","2018-20","0.009887"
"20","2018-20","0.002216"
"10","2018-21","-0.008000"
"5","2018-21","-0.018444"
"15","2018-21","-0.018404"
"21","2018-21","-0.017651"
"31","2018-21","-0.017617"
"37","2018-21","-0.018444"
"47","2018-21","-0.018404"
"53","2018-21","-0.017651"
"63","2018-21","-0.017617"
"69","2018-21","-0.018444"
"79","2018-21","-0.018404"
"85","2018-21","-0.017651"
"95","2018-21","-0.017617"
"101","2018-21","-0.018444"
"111","2018-21","-0.018404"
"117","2018-21","-0.017651"
"127","2018-21","-0.017617"
"33","2018-21","-0.019167"
"20","2018-21","-0.014989"
"10","2018-22","-0.023656"
"5","2018-22","-0.021159"
"15","2018-22","-0.021169"
"21","2018-22","-0.023979"
"31","2018-22","-0.023978"
"37","2018-22","-0.021159"
"47","2018-22","-0.021169"
"53","2018-22","-0.023979"
"63","2018-22","-0.023978"
"69","2018-22","-0.021159"
"79","2018-22","-0.021169"
"85","2018-22","-0.023979"
"95","2018-22","-0.023978"
"101","2018-22","-0.021159"
"111","2018-22","-0.021169"
"117","2018-22","-0.023979"
"127","2018-22","-0.023978"
"33","2018-22","-0.018654"
"20","2018-22","-0.033254"
"10","2018-23","0.018127"
"5","2018-23","0.000605"
"15","2018-23","0.000673"
"21","2018-23","0.000693"
"31","2018-23","0.000756"
"37","2018-23","0.000605"
"47","2018-23","0.000673"
"53","2018-23","0.000693"
"63","2018-23","0.000756"
"69","2018-23","0.000605"
"79","2018-23","0.000673"
"85","2018-23","0.000693"
"95","2018-23","0.000756"
"101","2018-23","0.000605"
"111","2018-23","0.000673"
"117","2018-23","0.000693"
"127","2018-23","0.000756"
"33","2018-23","0.000216"
"20","2018-23","0.001551"
"10","2018-24","-0.001373"
"5","2018-24","-0.014778"
"15","2018-24","-0.014725"
"21","2018-24","-0.017370"
"31","2018-24","-0.017311"
"37","2018-24","-0.014778"
"47","2018-24","-0.014725"
"53","2018-24","-0.017370"
"63","2018-24","-0.017311"
"69","2018-24","-0.014778"
"79","2018-24","-0.014725"
"85","2018-24","-0.017370"
"95","2018-24","-0.017311"
"101","2018-24","-0.014778"
"111","2018-24","-0.014725"
"117","2018-24","-0.017370"
"127","2018-24","-0.017311"
"33","2018-24","-0.008531"
"20","2018-24","-0.033151"
"10","2018-25","-0.038939"
"5","2018-25","-0.045199"
"15","2018-25","-0.045174"
"21","2018-25","-0.046412"
"31","2018-25","-0.046384"
"37","2018-25","-0.045199"
"47","2018-25","-0.045174"
"53","2018-25","-0.046412"
"63","2018-25","-0.046384"
"69","2018-25","-0.045199"
"79","2018-25","-0.045174"
"85","2018-25","-0.046412"
"95","2018-25","-0.046384"
"101","2018-25","-0.045199"
"111","2018-25","-0.045174"
"117","2018-25","-0.046412"
"127","2018-25","-0.046384"
"33","2018-25","-0.039305"
"20","2018-25","-0.059551"
"10","2018-26","0.007530"
"5","2018-26","-0.014133"
"15","2018-26","-0.014047"
"21","2018-26","-0.010394"
"31","2018-26","-0.010328"
"37","2018-26","-0.014133"
"47","2018-26","-0.014047"
"53","2018-26","-0.010394"
"63","2018-26","-0.010328"
"69","2018-26","-0.014133"
"79","2018-26","-0.014047"
"85","2018-26","-0.010394"
"95","2018-26","-0.010328"
"101","2018-26","-0.014133"
"111","2018-26","-0.014047"
"117","2018-26","-0.010394"
"127","2018-26","-0.010328"
"33","2018-26","-0.017377"
"20","2018-26","0.002697"
"10","2018-27","-0.015803"
"5","2018-27","-0.038905"
"15","2018-27","-0.038810"
"21","2018-27","-0.038896"
"31","2018-27","-0.038808"
"37","2018-27","-0.038905"
"47","2018-27","-0.038810"
"53","2018-27","-0.038896"
"63","2018-27","-0.038808"
"69","2018-27","-0.038905"
"79","2018-27","-0.038810"
"85","2018-27","-0.038896"
"95","2018-27","-0.038808"
"101","2018-27","-0.038905"
"111","2018-27","-0.038810"
"117","2018-27","-0.038896"
"127","2018-27","-0.038808"
"33","2018-27","-0.033329"
"20","2018-27","-0.049005"
"10","2018-28","0.026246"
"5","2018-28","0.039435"
"15","2018-28","0.039379"
"21","2018-28","0.040229"
"31","2018-28","0.040175"
"37","2018-28","0.039435"
"47","2018-28","0.039379"
"53","2018-28","0.040229"
"63","2018-28","0.040175"
"69","2018-28","0.039435"
"79","2018-28","0.039379"
"85","2018-28","0.040229"
"95","2018-28","0.040175"
"101","2018-28","0.039435"
"111","2018-28","0.039379"
"117","2018-28","0.040229"
"127","2018-28","0.040175"
"33","2018-28","0.036976"
"20","2018-28","0.046162"
"10","2018-29","0.039017"
"5","2018-29","0.000663"
"15","2018-29","0.000824"
"21","2018-29","0.000091"
"31","2018-29","0.000242"
"37","2018-29","0.000663"
"47","2018-29","0.000824"
"53","2018-29","0.000091"
"63","2018-29","0.000242"
"69","2018-29","0.000663"
"79","2018-29","0.000824"
"85","2018-29","0.000091"
"95","2018-29","0.000242"
"101","2018-29","0.000663"
"111","2018-29","0.000824"
"117","2018-29","0.000091"
"127","2018-29","0.000242"
"33","2018-29","0.003717"
"20","2018-29","-0.006443"
"10","2018-30","0.022574"
"5","2018-30","0.016869"
"15","2018-30","0.016893"
"21","2018-30","0.015123"
"31","2018-30","0.015152"
"37","2018-30","0.016869"
"47","2018-30","0.016893"
"53","2018-30","0.015123"
"63","2018-30","0.015152"
"69","2018-30","0.016869"
"79","2018-30","0.016893"
"85","2018-30","0.015123"
"95","2018-30","0.015152"
"101","2018-30","0.016869"
"111","2018-30","0.016893"
"117","2018-30","0.015123"
"127","2018-30","0.015152"
"33","2018-30","0.018293"
"20","2018-30","0.009375"
"10","2018-31","-0.037034"
"5","2018-31","-0.052644"
"15","2018-31","-0.052578"
"21","2018-31","-0.054526"
"31","2018-31","-0.054458"
"37","2018-31","-0.052644"
"47","2018-31","-0.052578"
"53","2018-31","-0.054526"
"63","2018-31","-0.054458"
"69","2018-31","-0.052644"
"79","2018-31","-0.052578"
"85","2018-31","-0.054526"
"95","2018-31","-0.054458"
"101","2018-31","-0.052644"
"111","2018-31","-0.052578"
"117","2018-31","-0.054526"
"127","2018-31","-0.054458"
"33","2018-31","-0.043837"
"20","2018-31","-0.074023"
"10","2018-32","0.013677"
"5","2018-32","0.023123"
"15","2018-32","0.023083"
"21","2018-32","0.023024"
"31","2018-32","0.022987"
"37","2018-32","0.023123"
"47","2018-32","0.023083"
"53","2018-32","0.023024"
"63","2018-32","0.022987"
"69","2018-32","0.023123"
"79","2018-32","0.023083"
"85","2018-32","0.023024"
"95","2018-32","0.022987"
"101","2018-32","0.023123"
"111","2018-32","0.023083"
"117","2018-32","0.023024"
"127","2018-32","0.022987"
"33","2018-32","0.023281"
"20","2018-32","0.022540"
"10","2018-33","-0.025253"
"5","2018-33","-0.046822"
"15","2018-33","-0.046731"
"21","2018-33","-0.046975"
"31","2018-33","-0.046890"
"37","2018-33","-0.046822"
"47","2018-33","-0.046731"
"53","2018-33","-0.046975"
"63","2018-33","-0.046890"
"69","2018-33","-0.046822"
"79","2018-33","-0.046731"
"85","2018-33","-0.046975"
"95","2018-33","-0.046890"
"101","2018-33","-0.046822"
"111","2018-33","-0.046731"
"117","2018-33","-0.046975"
"127","2018-33","-0.046890"
"33","2018-33","-0.045028"
"20","2018-33","-0.050639"
"10","2018-34","0.010622"
"5","2018-34","0.021538"
"15","2018-34","0.021491"
"21","2018-34","0.020885"
"31","2018-34","0.020844"
"37","2018-34","0.021538"
"47","2018-34","0.021491"
"53","2018-34","0.020885"
"63","2018-34","0.020844"
"69","2018-34","0.021538"
"79","2018-34","0.021491"
"85","2018-34","0.020885"
"95","2018-34","0.020844"
"101","2018-34","0.021538"
"111","2018-34","0.021491"
"117","2018-34","0.020885"
"127","2018-34","0.020844"
"33","2018-34","0.024332"
"20","2018-34","0.014311"
"10","2018-35","-0.000956"
"5","2018-35","-0.001106"
"15","2018-35","-0.001105"
"21","2018-35","-0.001814"
"31","2018-35","-0.001810"
"37","2018-35","-0.001106"
"47","2018-35","-0.001105"
"53","2018-35","-0.001814"
"63","2018-35","-0.001810"
"69","2018-35","-0.001106"
"79","2018-35","-0.001105"
"85","2018-35","-0.001814"
"95","2018-35","-0.001810"
"101","2018-35","-0.001106"
"111","2018-35","-0.001105"
"117","2018-35","-0.001814"
"127","2018-35","-0.001810"
"33","2018-35","-0.000388"
"20","2018-35","-0.004530"
"10","2018-36","-0.009978"
"5","2018-36","-0.011647"
"15","2018-36","-0.011640"
"21","2018-36","-0.010962"
"31","2018-36","-0.010958"
"37","2018-36","-0.011647"
"47","2018-36","-0.011640"
"53","2018-36","-0.010962"
"63","2018-36","-0.010958"
"69","2018-36","-0.011647"
"79","2018-36","-0.011640"
"85","2018-36","-0.010962"
"95","2018-36","-0.010958"
"101","2018-36","-0.011647"
"111","2018-36","-0.011640"
"117","2018-36","-0.010962"
"127","2018-36","-0.010958"
"33","2018-36","-0.010085"
"20","2018-36","-0.012641"
"10","2018-37","-0.018866"
"5","2018-37","-0.009556"
"15","2018-37","-0.009594"
"21","2018-37","-0.011143"
"31","2018-37","-0.011172"
"37","2018-37","-0.009556"
"47","2018-37","-0.009594"
"53","2018-37","-0.011143"
"63","2018-37","-0.011172"
"69","2018-37","-0.009556"
"79","2018-37","-0.009594"
"85","2018-37","-0.011143"
"95","2018-37","-0.011172"
"101","2018-37","-0.009556"
"111","2018-37","-0.009594"
"117","2018-37","-0.011143"
"127","2018-37","-0.011172"
"33","2018-37","-0.005052"
"20","2018-37","-0.023068"
"10","2018-38","0.024524"
"5","2018-38","0.044137"
"15","2018-38","0.044058"
"21","2018-38","0.042834"
"31","2018-38","0.042765"
"37","2018-38","0.044137"
"47","2018-38","0.044058"
"53","2018-38","0.042834"
"63","2018-38","0.042765"
"69","2018-38","0.044137"
"79","2018-38","0.044058"
"85","2018-38","0.042834"
"95","2018-38","0.042765"
"101","2018-38","0.044137"
"111","2018-38","0.044058"
"117","2018-38","0.042834"
"127","2018-38","0.042765"
"33","2018-38","0.047305"
"20","2018-38","0.033938"
"10","2018-39","0.002789"
"5","2018-39","0.006786"
"15","2018-39","0.006770"
"21","2018-39","0.005990"
"31","2018-39","0.005978"
"37","2018-39","0.006786"
"47","2018-39","0.006770"
"53","2018-39","0.005990"
"63","2018-39","0.005978"
"69","2018-39","0.006786"
"79","2018-39","0.006770"
"85","2018-39","0.005990"
"95","2018-39","0.005978"
"101","2018-39","0.006786"
"111","2018-39","0.006770"
"117","2018-39","0.005990"
"127","2018-39","0.005978"
"33","2018-39","0.010556"
"20","2018-39","-0.003146"
"10","2018-41","-0.067762"
"5","2018-41","-0.081596"
"15","2018-41","-0.081540"
"21","2018-41","-0.083752"
"31","2018-41","-0.083692"
"37","2018-41","-0.081596"
"47","2018-41","-0.081540"
"53","2018-41","-0.083752"
"63","2018-41","-0.083692"
"69","2018-41","-0.081596"
"79","2018-41","-0.081540"
"85","2018-41","-0.083752"
"95","2018-41","-0.083692"
"101","2018-41","-0.081596"
"111","2018-41","-0.081540"
"117","2018-41","-0.083752"
"127","2018-41","-0.083692"
"33","2018-41","-0.072115"
"20","2018-41","-0.107493"
"10","2018-42","-0.049061"
"5","2018-42","-0.023462"
"15","2018-42","-0.023567"
"21","2018-42","-0.023480"
"31","2018-42","-0.023578"
"37","2018-42","-0.023462"
"47","2018-42","-0.023567"
"53","2018-42","-0.023480"
"63","2018-42","-0.023578"
"69","2018-42","-0.023462"
"79","2018-42","-0.023567"
"85","2018-42","-0.023480"
"95","2018-42","-0.023578"
"101","2018-42","-0.023462"
"111","2018-42","-0.023567"
"117","2018-42","-0.023480"
"127","2018-42","-0.023578"
"33","2018-42","-0.020559"
"20","2018-42","-0.029666"
"10","2018-43","0.036315"
"5","2018-43","0.019045"
"15","2018-43","0.019114"
"21","2018-43","0.018823"
"31","2018-43","0.018889"
"37","2018-43","0.019045"
"47","2018-43","0.019114"
"53","2018-43","0.018823"
"63","2018-43","0.018889"
"69","2018-43","0.019045"
"79","2018-43","0.019114"
"85","2018-43","0.018823"
"95","2018-43","0.018889"
"101","2018-43","0.019045"
"111","2018-43","0.019114"
"117","2018-43","0.018823"
"127","2018-43","0.018889"
"33","2018-43","0.016742"
"20","2018-43","0.023274"
"10","2018-44","0.025279"
"5","2018-44","0.032299"
"15","2018-44","0.032269"
"21","2018-44","0.034335"
"31","2018-44","0.034300"
"37","2018-44","0.032299"
"47","2018-44","0.032269"
"53","2018-44","0.034335"
"63","2018-44","0.034300"
"69","2018-44","0.032299"
"79","2018-44","0.032269"
"85","2018-44","0.034335"
"95","2018-44","0.034300"
"101","2018-44","0.032299"
"111","2018-44","0.032269"
"117","2018-44","0.034335"
"127","2018-44","0.034300"
"33","2018-44","0.027539"
"20","2018-44","0.048388"
"10","2018-45","-0.020227"
"5","2018-45","-0.026465"
"15","2018-45","-0.026439"
"21","2018-45","-0.025465"
"31","2018-45","-0.025444"
"37","2018-45","-0.026465"
"47","2018-45","-0.026439"
"53","2018-45","-0.025465"
"63","2018-45","-0.025444"
"69","2018-45","-0.026465"
"79","2018-45","-0.026439"
"85","2018-45","-0.025465"
"95","2018-45","-0.025444"
"101","2018-45","-0.026465"
"111","2018-45","-0.026439"
"117","2018-45","-0.025465"
"127","2018-45","-0.025444"
"33","2018-45","-0.029775"
"20","2018-45","-0.016791"
"10","2018-46","0.044079"
"5","2018-46","0.036448"
"15","2018-46","0.036480"
"21","2018-46","0.038994"
"31","2018-46","0.039014"
"37","2018-46","0.036448"
"47","2018-46","0.036480"
"53","2018-46","0.038994"
"63","2018-46","0.039014"
"69","2018-46","0.036448"
"79","2018-46","0.036480"
"85","2018-46","0.038994"
"95","2018-46","0.039014"
"101","2018-46","0.036448"
"111","2018-46","0.036480"
"117","2018-46","0.038994"
"127","2018-46","0.039014"
"33","2018-46","0.027024"
"20","2018-46","0.062539"
"10","2018-47","-0.038036"
"5","2018-47","-0.038947"
"15","2018-47","-0.038943"
"21","2018-47","-0.040826"
"31","2018-47","-0.040815"
"37","2018-47","-0.038947"
"47","2018-47","-0.038943"
"53","2018-47","-0.040826"
"63","2018-47","-0.040815"
"69","2018-47","-0.038947"
"79","2018-47","-0.038943"
"85","2018-47","-0.040826"
"95","2018-47","-0.040815"
"101","2018-47","-0.038947"
"111","2018-47","-0.038943"
"117","2018-47","-0.040826"
"127","2018-47","-0.040815"
"33","2018-47","-0.034388"
"20","2018-47","-0.052927"
"10","2018-48","-0.003098"
"5","2018-48","0.003589"
"15","2018-48","0.003561"
"21","2018-48","0.003897"
"31","2018-48","0.003870"
"37","2018-48","0.003589"
"47","2018-48","0.003561"
"53","2018-48","0.003897"
"63","2018-48","0.003870"
"69","2018-48","0.003589"
"79","2018-48","0.003561"
"85","2018-48","0.003897"
"95","2018-48","0.003870"
"101","2018-48","0.003589"
"111","2018-48","0.003561"
"117","2018-48","0.003897"
"127","2018-48","0.003870"
"33","2018-48","0.004261"
"20","2018-48","0.003203"
"10","2018-49","0.003111"
"5","2018-49","0.007062"
"15","2018-49","0.007046"
"21","2018-49","0.007515"
"31","2018-49","0.007498"
"37","2018-49","0.007062"
"47","2018-49","0.007046"
"53","2018-49","0.007515"
"63","2018-49","0.007498"
"69","2018-49","0.007062"
"79","2018-49","0.007046"
"85","2018-49","0.007515"
"95","2018-49","0.007498"
"101","2018-49","0.007062"
"111","2018-49","0.007046"
"117","2018-49","0.007515"
"127","2018-49","0.007498"
"33","2018-49","0.006488"
"20","2018-49","0.009462"
"10","2018-50","-0.004460"
"5","2018-50","-0.007485"
"15","2018-50","-0.007472"
"21","2018-50","-0.008650"
"31","2018-50","-0.008634"
"37","2018-50","-0.007485"
"47","2018-50","-0.007472"
"53","2018-50","-0.008650"
"63","2018-50","-0.008634"
"69","2018-50","-0.007485"
"79","2018-50","-0.007472"
"85","2018-50","-0.008650"
"95","2018-50","-0.008634"
"101","2018-50","-0.007485"
"111","2018-50","-0.007472"
"117","2018-50","-0.008650"
"127","2018-50","-0.008634"
"33","2018-50","-0.004278"
"20","2018-50","-0.016923"
"10","2018-51","-0.023313"
"5","2018-51","-0.032683"
"15","2018-51","-0.032644"
"21","2018-51","-0.032198"
"31","2018-51","-0.032164"
"37","2018-51","-0.032683"
"47","2018-51","-0.032644"
"53","2018-51","-0.032198"
"63","2018-51","-0.032164"
"69","2018-51","-0.032683"
"79","2018-51","-0.032644"
"85","2018-51","-0.032198"
"95","2018-51","-0.032164"
"101","2018-51","-0.032683"
"111","2018-51","-0.032644"
"117","2018-51","-0.032198"
"127","2018-51","-0.032164"
"33","2018-51","-0.031359"
"20","2018-51","-0.033803"
"10","2018-52","-0.003555"
"5","2018-52","-0.009221"
"15","2018-52","-0.009198"
"21","2018-52","-0.009646"
"31","2018-52","-0.009623"
