"Markettype","Trdmnt","Cmretmdos"
"31","1998-11","0.019510"
"63","1998-11","0.019510"
"37","1998-11","0.023187"
"47","1998-11","0.019510"
"53","1998-11","0.023187"
"69","1998-11","0.023187"
"79","1998-11","0.019510"
"85","1998-11","0.023187"
"95","1998-11","0.019510"
"101","1998-11","0.023187"
"111","1998-11","0.019510"
"117","1998-11","0.023187"
"127","1998-11","0.019510"
"33","1998-11","0.030553"
"20","1998-11","0.015436"
"5","1998-12","-0.082816"
"10","1998-12","-0.069635"
"15","1998-12","-0.082369"
"21","1998-12","-0.082816"
"31","1998-12","-0.082369"
"63","1998-12","-0.082369"
"37","1998-12","-0.082816"
"47","1998-12","-0.082369"
"53","1998-12","-0.082816"
"69","1998-12","-0.082816"
"79","1998-12","-0.082369"
"85","1998-12","-0.082816"
"95","1998-12","-0.082369"
"101","1998-12","-0.082816"
"111","1998-12","-0.082369"
"117","1998-12","-0.082816"
"127","1998-12","-0.082369"
"33","1998-12","-0.082274"
"20","1998-12","-0.083393"
"5","1999-01","-0.005938"
"10","1999-01","-0.113343"
"15","1999-01","-0.009576"
"21","1999-01","-0.005938"
"31","1999-01","-0.009576"
"63","1999-01","-0.009576"
"37","1999-01","-0.005938"
"47","1999-01","-0.009576"
"53","1999-01","-0.005938"
"69","1999-01","-0.005938"
"79","1999-01","-0.009576"
"85","1999-01","-0.005938"
"95","1999-01","-0.009576"
"101","1999-01","-0.005938"
"111","1999-01","-0.009576"
"117","1999-01","-0.005938"
"127","1999-01","-0.009576"
"33","1999-01","-0.002713"
"20","1999-01","-0.009409"
"5","1999-02","-0.043170"
"10","1999-02","-0.037483"
"15","1999-02","-0.042997"
"21","1999-02","-0.043170"
"31","1999-02","-0.042997"
"63","1999-02","-0.042997"
"37","1999-02","-0.043170"
"47","1999-02","-0.042997"
"53","1999-02","-0.043170"
"69","1999-02","-0.043170"
"79","1999-02","-0.042997"
"85","1999-02","-0.043170"
"95","1999-02","-0.042997"
"101","1999-02","-0.043170"
"111","1999-02","-0.042997"
"117","1999-02","-0.043170"
"127","1999-02","-0.042997"
"33","1999-02","-0.039188"
"20","1999-02","-0.047472"
"5","1999-03","0.064635"
"10","1999-03","0.086731"
"15","1999-03","0.065311"
"21","1999-03","0.064635"
"31","1999-03","0.065311"
"63","1999-03","0.065311"
"37","1999-03","0.064635"
"47","1999-03","0.065311"
"53","1999-03","0.064635"
"69","1999-03","0.064635"
"79","1999-03","0.065311"
"85","1999-03","0.064635"
"95","1999-03","0.065311"
"101","1999-03","0.064635"
"111","1999-03","0.065311"
"117","1999-03","0.064635"
"127","1999-03","0.065311"
"33","1999-03","0.058501"
"20","1999-03","0.071349"
"5","1999-04","-0.035911"
"10","1999-04","0.043276"
"15","1999-04","-0.033463"
"21","1999-04","-0.035911"
"31","1999-04","-0.033463"
"63","1999-04","-0.033463"
"37","1999-04","-0.035911"
"47","1999-04","-0.033463"
"53","1999-04","-0.035911"
"69","1999-04","-0.035911"
"79","1999-04","-0.033463"
"85","1999-04","-0.035911"
"95","1999-04","-0.033463"
"101","1999-04","-0.035911"
"111","1999-04","-0.033463"
"117","1999-04","-0.035911"
"127","1999-04","-0.033463"
"33","1999-04","-0.036117"
"20","1999-04","-0.035687"
"5","1999-05","0.115758"
"10","1999-05","0.409040"
"15","1999-05","0.125454"
"21","1999-05","0.115758"
"31","1999-05","0.125454"
"63","1999-05","0.125454"
"37","1999-05","0.115758"
"47","1999-05","0.125454"
"53","1999-05","0.115758"
"69","1999-05","0.115758"
"79","1999-05","0.125454"
"85","1999-05","0.115758"
"95","1999-05","0.125454"
"101","1999-05","0.115758"
"111","1999-05","0.125454"
"117","1999-05","0.115758"
"127","1999-05","0.125454"
"33","1999-05","0.122869"
"20","1999-05","0.108028"
"5","1999-06","0.363441"
"10","1999-06","0.606452"
"15","1999-06","0.373061"
"21","1999-06","0.363441"
"31","1999-06","0.373061"
"63","1999-06","0.373061"
"37","1999-06","0.363441"
"47","1999-06","0.373061"
"53","1999-06","0.363441"
"69","1999-06","0.363441"
"79","1999-06","0.373061"
"85","1999-06","0.363441"
"95","1999-06","0.373061"
"101","1999-06","0.363441"
"111","1999-06","0.373061"
"117","1999-06","0.363441"
"127","1999-06","0.373061"
"33","1999-06","0.360557"
"20","1999-06","0.366641"
"5","1999-07","-0.063663"
"10","1999-07","-0.166218"
"15","1999-07","-0.068213"
"21","1999-07","-0.063663"
"31","1999-07","-0.068213"
"63","1999-07","-0.068213"
"37","1999-07","-0.063663"
"47","1999-07","-0.068213"
"53","1999-07","-0.063663"
"69","1999-07","-0.063663"
"79","1999-07","-0.068213"
"85","1999-07","-0.063663"
"95","1999-07","-0.068213"
"101","1999-07","-0.063663"
"111","1999-07","-0.068213"
"117","1999-07","-0.063663"
"127","1999-07","-0.068213"
"33","1999-07","-0.059174"
"20","1999-07","-0.068579"
"5","1999-08","0.007191"
"10","1999-08","-0.056624"
"15","1999-08","0.004767"
"21","1999-08","0.007191"
"31","1999-08","0.004767"
"63","1999-08","0.004767"
"37","1999-08","0.007191"
"47","1999-08","0.004767"
"53","1999-08","0.007191"
"69","1999-08","0.007191"
"79","1999-08","0.004767"
"85","1999-08","0.007191"
"95","1999-08","0.004767"
"101","1999-08","0.007191"
"111","1999-08","0.004767"
"117","1999-08","0.007191"
"127","1999-08","0.004767"
"33","1999-08","0.013711"
"20","1999-08","0.000167"
"5","1999-09","-0.024481"
"10","1999-09","-0.038228"
"15","1999-09","-0.024957"
"21","1999-09","-0.024481"
"31","1999-09","-0.024957"
"63","1999-09","-0.024957"
"37","1999-09","-0.024481"
"47","1999-09","-0.024957"
"53","1999-09","-0.024481"
"69","1999-09","-0.024481"
"79","1999-09","-0.024957"
"85","1999-09","-0.024481"
"95","1999-09","-0.024957"
"101","1999-09","-0.024481"
"111","1999-09","-0.024957"
"117","1999-09","-0.024481"
"127","1999-09","-0.024957"
"33","1999-09","-0.029725"
"20","1999-09","-0.018704"
"5","1999-10","-0.048024"
"10","1999-10","-0.071446"
"15","1999-10","-0.048807"
"21","1999-10","-0.048024"
"31","1999-10","-0.048807"
"63","1999-10","-0.048807"
"37","1999-10","-0.048024"
"47","1999-10","-0.048807"
"53","1999-10","-0.048024"
"69","1999-10","-0.048024"
"79","1999-10","-0.048807"
"85","1999-10","-0.048024"
"95","1999-10","-0.048807"
"101","1999-10","-0.048024"
"111","1999-10","-0.048807"
"117","1999-10","-0.048024"
"127","1999-10","-0.048807"
"33","1999-10","-0.048027"
"20","1999-10","-0.048020"
"5","1999-11","-0.043713"
"10","1999-11","-0.021500"
"15","1999-11","-0.042994"
"21","1999-11","-0.043713"
"31","1999-11","-0.042994"
"63","1999-11","-0.042994"
"37","1999-11","-0.043713"
"47","1999-11","-0.042994"
"53","1999-11","-0.043713"
"69","1999-11","-0.043713"
"79","1999-11","-0.042994"
"85","1999-11","-0.043713"
"95","1999-11","-0.042994"
"101","1999-11","-0.043713"
"111","1999-11","-0.042994"
"117","1999-11","-0.043713"
"127","1999-11","-0.042994"
"33","1999-11","-0.048671"
"20","1999-11","-0.038338"
"5","1999-12","-0.048445"
"10","1999-12","0.010798"
"15","1999-12","-0.046536"
"21","1999-12","-0.048445"
"31","1999-12","-0.046536"
"63","1999-12","-0.046536"
"37","1999-12","-0.048445"
"47","1999-12","-0.046536"
"53","1999-12","-0.048445"
"69","1999-12","-0.048445"
"79","1999-12","-0.046536"
"85","1999-12","-0.048445"
"95","1999-12","-0.046536"
"101","1999-12","-0.048445"
"111","1999-12","-0.046536"
"117","1999-12","-0.048445"
"127","1999-12","-0.046536"
"33","1999-12","-0.045976"
"20","1999-12","-0.051109"
"5","2000-01","0.160687"
"10","2000-01","0.051183"
"15","2000-01","0.157017"
"21","2000-01","0.160687"
"31","2000-01","0.157017"
"63","2000-01","0.157017"
"37","2000-01","0.160687"
"47","2000-01","0.157017"
"53","2000-01","0.160687"
"69","2000-01","0.160687"
"79","2000-01","0.157017"
"85","2000-01","0.160687"
"95","2000-01","0.157017"
"101","2000-01","0.160687"
"111","2000-01","0.157017"
"117","2000-01","0.160687"
"127","2000-01","0.157017"
"33","2000-01","0.146628"
"20","2000-01","0.175733"
"5","2000-02","0.121902"
"10","2000-02","-0.043080"
"15","2000-02","0.116950"
"21","2000-02","0.121902"
"31","2000-02","0.116950"
"63","2000-02","0.116950"
"37","2000-02","0.121902"
"47","2000-02","0.116950"
"53","2000-02","0.121902"
"69","2000-02","0.121902"
"79","2000-02","0.116950"
"85","2000-02","0.121902"
"95","2000-02","0.116950"
"101","2000-02","0.121902"
"111","2000-02","0.116950"
"117","2000-02","0.121902"
"127","2000-02","0.116950"
"33","2000-02","0.118817"
"20","2000-02","0.125094"
"5","2000-03","0.055871"
"10","2000-03","0.095374"
"15","2000-03","0.056882"
"21","2000-03","0.055871"
"31","2000-03","0.056882"
"63","2000-03","0.056882"
"37","2000-03","0.055871"
"47","2000-03","0.056882"
"53","2000-03","0.055871"
"69","2000-03","0.055871"
"79","2000-03","0.056882"
"85","2000-03","0.055871"
"95","2000-03","0.056882"
"101","2000-03","0.055871"
"111","2000-03","0.056882"
"117","2000-03","0.055871"
"127","2000-03","0.056882"
"33","2000-03","0.049364"
"20","2000-03","0.062553"
"5","2000-04","0.013022"
"10","2000-04","-0.011852"
"15","2000-04","0.012372"
"21","2000-04","0.013022"
"31","2000-04","0.012372"
"63","2000-04","0.012372"
"37","2000-04","0.013022"
"47","2000-04","0.012372"
"53","2000-04","0.013022"
"69","2000-04","0.013022"
"79","2000-04","0.012372"
"85","2000-04","0.013022"
"95","2000-04","0.012372"
"101","2000-04","0.013022"
"111","2000-04","0.012372"
"117","2000-04","0.013022"
"127","2000-04","0.012372"
"33","2000-04","0.014584"
"20","2000-04","0.011450"
"5","2000-05","0.027734"
"10","2000-05","0.252191"
"15","2000-05","0.033301"
"21","2000-05","0.027734"
"31","2000-05","0.033301"
"63","2000-05","0.033301"
"37","2000-05","0.027734"
"47","2000-05","0.033301"
"53","2000-05","0.027734"
"69","2000-05","0.027734"
"79","2000-05","0.033301"
"85","2000-05","0.027734"
"95","2000-05","0.033301"
"101","2000-05","0.027734"
"111","2000-05","0.033301"
"117","2000-05","0.027734"
"127","2000-05","0.033301"
"33","2000-05","0.033366"
"20","2000-05","0.022022"
"5","2000-06","0.023716"
"10","2000-06","0.092143"
"15","2000-06","0.025748"
"21","2000-06","0.023716"
"31","2000-06","0.025748"
"63","2000-06","0.025748"
"37","2000-06","0.023716"
"47","2000-06","0.025748"
"53","2000-06","0.023716"
"69","2000-06","0.023716"
"79","2000-06","0.025748"
"85","2000-06","0.023716"
"95","2000-06","0.025748"
"101","2000-06","0.023716"
"111","2000-06","0.025748"
"117","2000-06","0.023716"
"127","2000-06","0.025748"
"33","2000-06","0.014644"
"20","2000-06","0.032930"
"5","2000-07","0.043201"
"10","2000-07","0.082969"
"15","2000-07","0.044357"
"21","2000-07","0.043201"
"31","2000-07","0.044357"
"63","2000-07","0.044357"
"37","2000-07","0.043201"
"47","2000-07","0.044357"
"53","2000-07","0.043201"
"69","2000-07","0.043201"
"79","2000-07","0.044357"
"85","2000-07","0.043201"
"95","2000-07","0.044357"
"101","2000-07","0.043201"
"111","2000-07","0.044357"
"117","2000-07","0.043201"
"127","2000-07","0.044357"
"33","2000-07","0.050940"
"20","2000-07","0.035474"
"5","2000-08","-0.004665"
"10","2000-08","0.062521"
"15","2000-08","-0.002680"
"21","2000-08","-0.004665"
"31","2000-08","-0.002680"
"63","2000-08","-0.002680"
"37","2000-08","-0.004665"
"47","2000-08","-0.002680"
"53","2000-08","-0.004665"
"69","2000-08","-0.004665"
"79","2000-08","-0.002680"
"85","2000-08","-0.004665"
"95","2000-08","-0.002680"
"101","2000-08","-0.004665"
"111","2000-08","-0.002680"
"117","2000-08","-0.004665"
"127","2000-08","-0.002680"
"33","2000-08","0.000390"
"20","2000-08","-0.009842"
"5","2000-09","-0.045079"
"10","2000-09","-0.075473"
"15","2000-09","-0.046018"
"21","2000-09","-0.045079"
"31","2000-09","-0.046018"
"63","2000-09","-0.046018"
"37","2000-09","-0.045079"
"47","2000-09","-0.046018"
"53","2000-09","-0.045079"
"69","2000-09","-0.045079"
"79","2000-09","-0.046018"
"85","2000-09","-0.045079"
"95","2000-09","-0.046018"
"101","2000-09","-0.045079"
"111","2000-09","-0.046018"
"117","2000-09","-0.045079"
"127","2000-09","-0.046018"
"33","2000-09","-0.050536"
"20","2000-09","-0.039424"
"5","2000-10","0.024220"
"10","2000-10","0.097544"
"15","2000-10","0.026407"
"21","2000-10","0.024220"
"31","2000-10","0.026407"
"63","2000-10","0.026407"
"37","2000-10","0.024220"
"47","2000-10","0.026407"
"53","2000-10","0.024220"
"69","2000-10","0.024220"
"79","2000-10","0.026407"
"85","2000-10","0.024220"
"95","2000-10","0.026407"
"101","2000-10","0.024220"
"111","2000-10","0.026407"
"117","2000-10","0.024220"
"127","2000-10","0.026407"
"33","2000-10","0.023590"
"20","2000-10","0.024869"
"5","2000-11","0.054074"
"10","2000-11","0.056309"
"15","2000-11","0.054145"
"21","2000-11","0.054074"
"31","2000-11","0.054145"
"63","2000-11","0.054145"
"37","2000-11","0.054074"
"47","2000-11","0.054145"
"53","2000-11","0.054074"
"69","2000-11","0.054074"
"79","2000-11","0.054145"
"85","2000-11","0.054074"
"95","2000-11","0.054145"
"101","2000-11","0.054074"
"111","2000-11","0.054145"
"117","2000-11","0.054074"
"127","2000-11","0.054145"
"33","2000-11","0.052029"
"20","2000-11","0.056200"
"5","2000-12","-0.002015"
"10","2000-12","0.177696"
"15","2000-12","0.003570"
"21","2000-12","-0.002015"
"31","2000-12","0.003570"
"63","2000-12","0.003570"
"37","2000-12","-0.002015"
"47","2000-12","0.003570"
"53","2000-12","-0.002015"
"69","2000-12","-0.002015"
"79","2000-12","0.003570"
"85","2000-12","-0.002015"
"95","2000-12","0.003570"
"101","2000-12","-0.002015"
"111","2000-12","0.003570"
"117","2000-12","-0.002015"
"127","2000-12","0.003570"
"33","2000-12","0.003649"
"20","2000-12","-0.007985"
"5","2001-01","-0.010397"
"10","2001-01","-0.028090"
"15","2001-01","-0.011019"
"21","2001-01","-0.010397"
"31","2001-01","-0.011019"
"63","2001-01","-0.011019"
"37","2001-01","-0.010397"
"47","2001-01","-0.011019"
"53","2001-01","-0.010397"
"69","2001-01","-0.010397"
"79","2001-01","-0.011019"
"85","2001-01","-0.010397"
"95","2001-01","-0.011019"
"101","2001-01","-0.010397"
"111","2001-01","-0.011019"
"117","2001-01","-0.010397"
"127","2001-01","-0.011019"
"33","2001-01","-0.007010"
"20","2001-01","-0.014170"
"5","2001-02","-0.058974"
"10","2001-02","0.051726"
"15","2001-02","-0.055217"
"21","2001-02","-0.058974"
"31","2001-02","-0.055217"
"63","2001-02","-0.055217"
"37","2001-02","-0.058974"
"47","2001-02","-0.055217"
"53","2001-02","-0.058974"
"69","2001-02","-0.058974"
"79","2001-02","-0.055217"
"85","2001-02","-0.058974"
"95","2001-02","-0.055217"
"101","2001-02","-0.058974"
"111","2001-02","-0.055217"
"117","2001-02","-0.058974"
"127","2001-02","-0.055217"
"33","2001-02","-0.054199"
"20","2001-02","-0.064420"
"5","2001-03","0.075891"
"10","2001-03","0.985972"
"15","2001-03","0.109764"
"21","2001-03","0.075891"
"31","2001-03","0.109764"
"63","2001-03","0.109764"
"37","2001-03","0.075891"
"47","2001-03","0.109764"
"53","2001-03","0.075891"
"69","2001-03","0.075891"
"79","2001-03","0.109764"
"85","2001-03","0.075891"
"95","2001-03","0.109764"
"101","2001-03","0.075891"
"111","2001-03","0.109764"
"117","2001-03","0.075891"
"127","2001-03","0.109764"
"33","2001-03","0.075218"
"20","2001-03","0.076683"
"5","2001-04","-0.005444"
"10","2001-04","0.126873"
"15","2001-04","0.003229"
"21","2001-04","-0.005444"
"31","2001-04","0.003229"
"63","2001-04","0.003229"
"37","2001-04","-0.005444"
"47","2001-04","0.003229"
"53","2001-04","-0.005444"
"69","2001-04","-0.005444"
"79","2001-04","0.003229"
"85","2001-04","-0.005444"
"95","2001-04","0.003229"
"101","2001-04","-0.005444"
"111","2001-04","0.003229"
"117","2001-04","-0.005444"
"127","2001-04","0.003229"
"33","2001-04","-0.000059"
"20","2001-04","-0.011883"
"5","2001-05","0.035150"
"10","2001-05","0.232005"
"15","2001-05","0.049538"
"21","2001-05","0.035150"
"31","2001-05","0.049538"
"63","2001-05","0.049538"
"37","2001-05","0.035150"
"47","2001-05","0.049538"
"53","2001-05","0.035150"
"69","2001-05","0.035150"
"79","2001-05","0.049538"
"85","2001-05","0.035150"
"95","2001-05","0.049538"
"101","2001-05","0.035150"
"111","2001-05","0.049538"
"117","2001-05","0.035150"
"127","2001-05","0.049538"
"33","2001-05","0.038872"
"20","2001-05","0.030639"
"5","2001-06","0.002793"
"10","2001-06","-0.087022"
"15","2001-06","-0.004812"
"21","2001-06","0.002793"
"31","2001-06","-0.004812"
"63","2001-06","-0.004812"
"37","2001-06","0.002793"
"47","2001-06","-0.004812"
"53","2001-06","0.002793"
"69","2001-06","0.002793"
"79","2001-06","-0.004812"
"85","2001-06","0.002793"
"95","2001-06","-0.004812"
"101","2001-06","0.002793"
"111","2001-06","-0.004812"
"117","2001-06","0.002793"
"127","2001-06","-0.004812"
"33","2001-06","0.005241"
"20","2001-06","-0.000256"
"5","2001-07","-0.132353"
"10","2001-07","-0.234912"
"15","2001-07","-0.140187"
"21","2001-07","-0.132353"
"31","2001-07","-0.140187"
"63","2001-07","-0.140187"
"37","2001-07","-0.132353"
"47","2001-07","-0.140187"
"53","2001-07","-0.132353"
"69","2001-07","-0.132353"
"79","2001-07","-0.140187"
"85","2001-07","-0.132353"
"95","2001-07","-0.140187"
"101","2001-07","-0.132353"
"111","2001-07","-0.140187"
"117","2001-07","-0.132353"
"127","2001-07","-0.140187"
"33","2001-07","-0.131522"
"20","2001-07","-0.133405"
"5","2001-08","-0.035158"
"10","2001-08","-0.022307"
"15","2001-08","-0.034298"
"21","2001-08","-0.035158"
"31","2001-08","-0.034298"
"63","2001-08","-0.034298"
"37","2001-08","-0.035158"
"47","2001-08","-0.034298"
"53","2001-08","-0.035158"
"69","2001-08","-0.035158"
"79","2001-08","-0.034298"
"85","2001-08","-0.035158"
"95","2001-08","-0.034298"
"101","2001-08","-0.035158"
"111","2001-08","-0.034298"
"117","2001-08","-0.035158"
"127","2001-08","-0.034298"
"33","2001-08","-0.037907"
"20","2001-08","-0.031625"
"5","2001-09","-0.051966"
"10","2001-09","-0.076145"
"15","2001-09","-0.053579"
"21","2001-09","-0.051966"
"31","2001-09","-0.053579"
"63","2001-09","-0.053579"
"37","2001-09","-0.051966"
"47","2001-09","-0.053579"
"53","2001-09","-0.051966"
"69","2001-09","-0.051966"
"79","2001-09","-0.053579"
"85","2001-09","-0.051966"
"95","2001-09","-0.053579"
"101","2001-09","-0.051966"
"111","2001-09","-0.053579"
"117","2001-09","-0.051966"
"127","2001-09","-0.053579"
"33","2001-09","-0.040150"
"20","2001-09","-0.067440"
"5","2001-10","-0.048466"
"10","2001-10","0.032282"
"15","2001-10","-0.043126"
"21","2001-10","-0.048466"
"31","2001-10","-0.043126"
"63","2001-10","-0.043126"
"37","2001-10","-0.048466"
"47","2001-10","-0.043126"
"53","2001-10","-0.048466"
"69","2001-10","-0.048466"
"79","2001-10","-0.043126"
"85","2001-10","-0.048466"
"95","2001-10","-0.043126"
"101","2001-10","-0.048466"
"111","2001-10","-0.043126"
"117","2001-10","-0.048466"
"127","2001-10","-0.043126"
"33","2001-10","-0.044756"
"20","2001-10","-0.053487"
"5","2001-11","0.038662"
"10","2001-11","0.058740"
"15","2001-11","0.040098"
"21","2001-11","0.038662"
"31","2001-11","0.040098"
"63","2001-11","0.040098"
"37","2001-11","0.038662"
"47","2001-11","0.040098"
"53","2001-11","0.038662"
"69","2001-11","0.038662"
"79","2001-11","0.040098"
"85","2001-11","0.038662"
"95","2001-11","0.040098"
"101","2001-11","0.038662"
"111","2001-11","0.040098"
"117","2001-11","0.038662"
"127","2001-11","0.040098"
"33","2001-11","0.038104"
"20","2001-11","0.039425"
"5","2001-12","-0.062598"
"10","2001-12","0.024985"
"15","2001-12","-0.056243"
"21","2001-12","-0.062598"
"31","2001-12","-0.056243"
"63","2001-12","-0.056243"
"37","2001-12","-0.062598"
"47","2001-12","-0.056243"
"53","2001-12","-0.062598"
"69","2001-12","-0.062598"
"79","2001-12","-0.056243"
"85","2001-12","-0.062598"
"95","2001-12","-0.056243"
"101","2001-12","-0.062598"
"111","2001-12","-0.056243"
"117","2001-12","-0.062598"
"127","2001-12","-0.056243"
"33","2001-12","-0.061012"
"20","2001-12","-0.064751"
"5","2002-01","-0.107695"
"10","2002-01","-0.183417"
"15","2002-01","-0.113632"
"21","2002-01","-0.107695"
"31","2002-01","-0.113632"
"63","2002-01","-0.113632"
"37","2002-01","-0.107695"
"47","2002-01","-0.113632"
"53","2002-01","-0.107695"
"69","2002-01","-0.107695"
"79","2002-01","-0.113632"
"85","2002-01","-0.107695"
"95","2002-01","-0.113632"
"101","2002-01","-0.107695"
"111","2002-01","-0.113632"
"117","2002-01","-0.107695"
"127","2002-01","-0.113632"
"33","2002-01","-0.101606"
"20","2002-01","-0.116094"
"5","2002-02","0.028351"
"10","2002-02","0.022649"
"15","2002-02","0.027941"
"21","2002-02","0.028351"
"31","2002-02","0.027941"
"63","2002-02","0.027941"
"37","2002-02","0.028351"
"47","2002-02","0.027941"
"53","2002-02","0.028351"
"69","2002-02","0.028351"
"79","2002-02","0.027941"
"85","2002-02","0.028351"
"95","2002-02","0.027941"
"101","2002-02","0.028351"
"111","2002-02","0.027941"
"117","2002-02","0.028351"
"127","2002-02","0.027941"
"33","2002-02","0.024940"
"20","2002-02","0.033155"
"5","2002-03","0.066023"
"10","2002-03","0.048744"
"15","2002-03","0.064790"
"21","2002-03","0.066023"
"31","2002-03","0.064790"
"63","2002-03","0.064790"
"37","2002-03","0.066023"
"47","2002-03","0.064790"
"53","2002-03","0.066023"
"69","2002-03","0.066023"
"79","2002-03","0.064790"
"85","2002-03","0.066023"
"95","2002-03","0.064790"
"101","2002-03","0.066023"
"111","2002-03","0.064790"
"117","2002-03","0.066023"
"127","2002-03","0.064790"
"33","2002-03","0.059051"
"20","2002-03","0.075728"
"5","2002-04","0.039352"
"10","2002-04","-0.026568"
"15","2002-04","0.034785"
"21","2002-04","0.039352"
"31","2002-04","0.034785"
"63","2002-04","0.034785"
"37","2002-04","0.039352"
"47","2002-04","0.034785"
"53","2002-04","0.039352"
"69","2002-04","0.039352"
"79","2002-04","0.034785"
"85","2002-04","0.039352"
"95","2002-04","0.034785"
"101","2002-04","0.039352"
"111","2002-04","0.034785"
"117","2002-04","0.039352"
"127","2002-04","0.034785"
"33","2002-04","0.040363"
"20","2002-04","0.037951"
"5","2002-05","-0.085043"
"10","2002-05","-0.048458"
"15","2002-05","-0.082675"
"21","2002-05","-0.085043"
"31","2002-05","-0.082675"
"63","2002-05","-0.082675"
"37","2002-05","-0.085043"
"47","2002-05","-0.082675"
"53","2002-05","-0.085043"
"69","2002-05","-0.085043"
"79","2002-05","-0.082675"
"85","2002-05","-0.085043"
"95","2002-05","-0.082675"
"101","2002-05","-0.085043"
"111","2002-05","-0.082675"
"117","2002-05","-0.085043"
"127","2002-05","-0.082675"
"33","2002-05","-0.090652"
"20","2002-05","-0.077079"
"5","2002-06","0.132708"
"10","2002-06","0.130236"
"15","2002-06","0.132546"
"21","2002-06","0.132708"
"31","2002-06","0.132546"
"63","2002-06","0.132546"
"37","2002-06","0.132708"
"47","2002-06","0.132546"
"53","2002-06","0.132708"
"69","2002-06","0.132708"
"79","2002-06","0.132546"
"85","2002-06","0.132708"
"95","2002-06","0.132546"
"101","2002-06","0.132708"
"111","2002-06","0.132546"
"117","2002-06","0.132708"
"127","2002-06","0.132546"
"33","2002-06","0.131143"
"20","2002-06","0.134910"
"5","2002-07","-0.040107"
"10","2002-07","0.020609"
"15","2002-07","-0.036224"
"21","2002-07","-0.040107"
"31","2002-07","-0.036224"
"63","2002-07","-0.036224"
"37","2002-07","-0.040107"
"47","2002-07","-0.036224"
"53","2002-07","-0.040107"
"69","2002-07","-0.040107"
"79","2002-07","-0.036224"
"85","2002-07","-0.040107"
"95","2002-07","-0.036224"
"101","2002-07","-0.040107"
"111","2002-07","-0.036224"
"117","2002-07","-0.040107"
"127","2002-07","-0.036224"
"33","2002-07","-0.039261"
"20","2002-07","-0.041302"
"5","2002-08","0.006226"
"10","2002-08","0.008779"
"15","2002-08","0.006396"
"21","2002-08","0.006226"
"31","2002-08","0.006396"
"63","2002-08","0.006396"
"37","2002-08","0.006226"
"47","2002-08","0.006396"
"53","2002-08","0.006226"
"69","2002-08","0.006226"
"79","2002-08","0.006396"
"85","2002-08","0.006226"
"95","2002-08","0.006396"
"101","2002-08","0.006226"
"111","2002-08","0.006396"
"117","2002-08","0.006226"
"127","2002-08","0.006396"
"33","2002-08","0.003834"
"20","2002-08","0.009643"
"5","2002-09","-0.055610"
"10","2002-09","-0.048010"
"15","2002-09","-0.055111"
"21","2002-09","-0.055610"
"31","2002-09","-0.055111"
"63","2002-09","-0.055111"
"37","2002-09","-0.055610"
"47","2002-09","-0.055111"
"53","2002-09","-0.055610"
"69","2002-09","-0.055610"
"79","2002-09","-0.055111"
"85","2002-09","-0.055610"
"95","2002-09","-0.055111"
"101","2002-09","-0.055610"
"111","2002-09","-0.055111"
"117","2002-09","-0.055610"
"127","2002-09","-0.055111"
"33","2002-09","-0.053330"
"20","2002-09","-0.058897"
"5","2002-10","-0.051146"
"10","2002-10","-0.115558"
"15","2002-10","-0.055370"
"21","2002-10","-0.051146"
"31","2002-10","-0.055370"
"63","2002-10","-0.055370"
"37","2002-10","-0.051146"
"47","2002-10","-0.055370"
"53","2002-10","-0.051146"
"69","2002-10","-0.051146"
"79","2002-10","-0.055370"
"85","2002-10","-0.051146"
"95","2002-10","-0.055370"
"101","2002-10","-0.051146"
"111","2002-10","-0.055370"
"117","2002-10","-0.051146"
"127","2002-10","-0.055370"
"33","2002-10","-0.052475"
"20","2002-10","-0.049219"
"5","2002-11","-0.062669"
"10","2002-11","-0.061319"
"15","2002-11","-0.062587"
"21","2002-11","-0.062669"
"31","2002-11","-0.062587"
"63","2002-11","-0.062587"
"37","2002-11","-0.062669"
"47","2002-11","-0.062587"
"53","2002-11","-0.062669"
"69","2002-11","-0.062669"
"79","2002-11","-0.062587"
"85","2002-11","-0.062669"
"95","2002-11","-0.062587"
"101","2002-11","-0.062669"
"111","2002-11","-0.062587"
"117","2002-11","-0.062669"
"127","2002-11","-0.062587"
"33","2002-11","-0.055926"
"20","2002-11","-0.072563"
"5","2002-12","-0.051464"
"10","2002-12","-0.043102"
"15","2002-12","-0.050955"
"21","2002-12","-0.051464"
"31","2002-12","-0.050955"
"63","2002-12","-0.050955"
"37","2002-12","-0.051464"
"47","2002-12","-0.050955"
"53","2002-12","-0.051464"
"69","2002-12","-0.051464"
"79","2002-12","-0.050955"
"85","2002-12","-0.051464"
"95","2002-12","-0.050955"
"101","2002-12","-0.051464"
"111","2002-12","-0.050955"
"117","2002-12","-0.051464"
"127","2002-12","-0.050955"
"33","2002-12","-0.052929"
"20","2002-12","-0.049275"
"5","2003-01","0.095409"
"10","2003-01","0.120386"
"15","2003-01","0.096938"
"21","2003-01","0.095409"
"31","2003-01","0.096938"
"63","2003-01","0.096938"
"37","2003-01","0.095409"
"47","2003-01","0.096938"
"53","2003-01","0.095409"
"69","2003-01","0.095409"
"79","2003-01","0.096938"
"85","2003-01","0.095409"
"95","2003-01","0.096938"
"101","2003-01","0.095409"
"111","2003-01","0.096938"
"117","2003-01","0.095409"
