"Markettype","Trdmnt","Cmretmdos"
"5","1990-12",""
"15","1990-12",""
"21","1990-12",""
"31","1990-12",""
"63","1990-12",""
"37","1990-12",""
"47","1990-12",""
"53","1990-12",""
"69","1990-12",""
"79","1990-12",""
"85","1990-12",""
"95","1990-12",""
"101","1990-12",""
"111","1990-12",""
"117","1990-12",""
"127","1990-12",""
"33","1990-12",""
"5","1991-01","0.029998"
"15","1991-01","0.029998"
"21","1991-01","0.029998"
"31","1991-01","0.029998"
"63","1991-01","0.029998"
"37","1991-01","0.029998"
"47","1991-01","0.029998"
"53","1991-01","0.029998"
"69","1991-01","0.029998"
"79","1991-01","0.029998"
"85","1991-01","0.029998"
"95","1991-01","0.029998"
"101","1991-01","0.029998"
"111","1991-01","0.029998"
"117","1991-01","0.029998"
"127","1991-01","0.029998"
"33","1991-01","0.029998"
"20","1991-01",""
"5","1991-02","0.010203"
"15","1991-02","0.010203"
"21","1991-02","0.010203"
"31","1991-02","0.010203"
"63","1991-02","0.010203"
"37","1991-02","0.010203"
"47","1991-02","0.010203"
"53","1991-02","0.010203"
"69","1991-02","0.010203"
"79","1991-02","0.010203"
"85","1991-02","0.010203"
"95","1991-02","0.010203"
"101","1991-02","0.010203"
"111","1991-02","0.010203"
"117","1991-02","0.010203"
"127","1991-02","0.010203"
"33","1991-02","0.035412"
"20","1991-02","-0.006341"
"5","1991-03","-0.098917"
"15","1991-03","-0.098917"
"21","1991-03","-0.098917"
"31","1991-03","-0.098917"
"63","1991-03","-0.098917"
"37","1991-03","-0.098917"
"47","1991-03","-0.098917"
"53","1991-03","-0.098917"
"69","1991-03","-0.098917"
"79","1991-03","-0.098917"
"85","1991-03","-0.098917"
"95","1991-03","-0.098917"
"101","1991-03","-0.098917"
"111","1991-03","-0.098917"
"117","1991-03","-0.098917"
"127","1991-03","-0.098917"
"33","1991-03","-0.051449"
"20","1991-03","-0.126437"
"5","1991-04","-0.079652"
"15","1991-04","-0.079652"
"21","1991-04","-0.079652"
"31","1991-04","-0.079652"
"63","1991-04","-0.079652"
"37","1991-04","-0.079652"
"47","1991-04","-0.079652"
"53","1991-04","-0.079652"
"69","1991-04","-0.079652"
"79","1991-04","-0.079652"
"85","1991-04","-0.079652"
"95","1991-04","-0.079652"
"101","1991-04","-0.079652"
"111","1991-04","-0.079652"
"117","1991-04","-0.079652"
"127","1991-04","-0.079652"
"33","1991-04","-0.000552"
"20","1991-04","-0.115289"
"5","1991-05","-0.074521"
"15","1991-05","-0.074521"
"21","1991-05","-0.074521"
"31","1991-05","-0.074521"
"63","1991-05","-0.074521"
"37","1991-05","-0.074521"
"47","1991-05","-0.074521"
"53","1991-05","-0.074521"
"69","1991-05","-0.074521"
"79","1991-05","-0.074521"
"85","1991-05","-0.074521"
"95","1991-05","-0.074521"
"101","1991-05","-0.074521"
"111","1991-05","-0.074521"
"117","1991-05","-0.074521"
"127","1991-05","-0.074521"
"33","1991-05","0.075015"
"20","1991-05","0.094107"
"5","1991-06","-0.079348"
"15","1991-06","-0.079348"
"21","1991-06","-0.079348"
"31","1991-06","-0.079348"
"63","1991-06","-0.079348"
"37","1991-06","-0.079348"
"47","1991-06","-0.079348"
"53","1991-06","-0.079348"
"69","1991-06","-0.079348"
"79","1991-06","-0.079348"
"85","1991-06","-0.079348"
"95","1991-06","-0.079348"
"101","1991-06","-0.079348"
"111","1991-06","-0.079348"
"117","1991-06","-0.079348"
"127","1991-06","-0.079348"
"33","1991-06","0.201358"
"20","1991-06","-0.154429"
"5","1991-07","-0.082097"
"15","1991-07","-0.082097"
"21","1991-07","-0.082097"
"31","1991-07","-0.082097"
"63","1991-07","-0.082097"
"37","1991-07","-0.082097"
"47","1991-07","-0.082097"
"53","1991-07","-0.082097"
"69","1991-07","-0.082097"
"79","1991-07","-0.082097"
"85","1991-07","-0.082097"
"95","1991-07","-0.082097"
"101","1991-07","-0.082097"
"111","1991-07","-0.082097"
"117","1991-07","-0.082097"
"127","1991-07","-0.082097"
"33","1991-07","0.121950"
"20","1991-07","-0.139177"
"5","1991-08","-0.084381"
"15","1991-08","-0.084381"
"21","1991-08","-0.084381"
"31","1991-08","-0.084381"
"63","1991-08","-0.084381"
"37","1991-08","-0.084381"
"47","1991-08","-0.084381"
"53","1991-08","-0.084381"
"69","1991-08","-0.084381"
"79","1991-08","-0.084381"
"85","1991-08","-0.084381"
"95","1991-08","-0.084381"
"101","1991-08","-0.084381"
"111","1991-08","-0.084381"
"117","1991-08","-0.084381"
"127","1991-08","-0.084381"
"33","1991-08","0.227407"
"20","1991-08","-0.190688"
"5","1991-09","-0.024954"
"15","1991-09","-0.024954"
"21","1991-09","-0.024954"
"31","1991-09","-0.024954"
"63","1991-09","-0.024954"
"37","1991-09","-0.024954"
"47","1991-09","-0.024954"
"53","1991-09","-0.024954"
"69","1991-09","-0.024954"
"79","1991-09","-0.024954"
"85","1991-09","-0.024954"
"95","1991-09","-0.024954"
"101","1991-09","-0.024954"
"111","1991-09","-0.024954"
"117","1991-09","-0.024954"
"127","1991-09","-0.024954"
"33","1991-09","0.112359"
"20","1991-09","-0.090728"
"5","1991-10","0.745162"
"15","1991-10","0.745162"
"21","1991-10","0.745162"
"31","1991-10","0.745162"
"63","1991-10","0.745162"
"37","1991-10","0.745162"
"47","1991-10","0.745162"
"53","1991-10","0.745162"
"69","1991-10","0.745162"
"79","1991-10","0.745162"
"85","1991-10","0.745162"
"95","1991-10","0.745162"
"101","1991-10","0.745162"
"111","1991-10","0.745162"
"117","1991-10","0.745162"
"127","1991-10","0.745162"
"33","1991-10","0.209083"
"20","1991-10","1.059302"
"5","1991-11","0.135694"
"15","1991-11","0.135694"
"21","1991-11","0.135694"
"31","1991-11","0.135694"
"63","1991-11","0.135694"
"37","1991-11","0.135694"
"47","1991-11","0.135694"
"53","1991-11","0.135694"
"69","1991-11","0.135694"
"79","1991-11","0.135694"
"85","1991-11","0.135694"
"95","1991-11","0.135694"
"101","1991-11","0.135694"
"111","1991-11","0.135694"
"117","1991-11","0.135694"
"127","1991-11","0.135694"
"33","1991-11","0.181536"
"20","1991-11","0.119922"
"5","1991-12","0.116915"
"15","1991-12","0.116915"
"21","1991-12","0.116915"
"31","1991-12","0.116915"
"63","1991-12","0.116915"
"37","1991-12","0.116915"
"47","1991-12","0.116915"
"53","1991-12","0.116915"
"69","1991-12","0.116915"
"79","1991-12","0.116915"
"85","1991-12","0.116915"
"95","1991-12","0.116915"
"101","1991-12","0.116915"
"111","1991-12","0.116915"
"117","1991-12","0.116915"
"127","1991-12","0.116915"
"33","1991-12","0.176708"
"20","1991-12","0.095212"
"5","1992-01","0.019601"
"15","1992-01","0.019601"
"21","1992-01","0.019601"
"31","1992-01","0.019601"
"63","1992-01","0.019601"
"37","1992-01","0.019601"
"47","1992-01","0.019601"
"53","1992-01","0.019601"
"69","1992-01","0.019601"
"79","1992-01","0.019601"
"85","1992-01","0.019601"
"95","1992-01","0.019601"
"101","1992-01","0.019601"
"111","1992-01","0.019601"
"117","1992-01","0.019601"
"127","1992-01","0.019601"
"33","1992-01","0.107651"
"20","1992-01","-0.014738"
"10","1992-02",""
"5","1992-02","0.045779"
"15","1992-02","0.045779"
"21","1992-02","0.045779"
"31","1992-02","0.045779"
"63","1992-02","0.045779"
"37","1992-02","0.045779"
"47","1992-02","0.045779"
"53","1992-02","0.045779"
"69","1992-02","0.045779"
"79","1992-02","0.045779"
"85","1992-02","0.045779"
"95","1992-02","0.045779"
"101","1992-02","0.045779"
"111","1992-02","0.045779"
"117","1992-02","0.045779"
"127","1992-02","0.045779"
"33","1992-02","0.166698"
"20","1992-02","-0.012472"
"10","1992-03","-0.034311"
"5","1992-03","0.165030"
"15","1992-03","0.149978"
"21","1992-03","0.165030"
"31","1992-03","0.149978"
"63","1992-03","0.149978"
"37","1992-03","0.165030"
"47","1992-03","0.149978"
"53","1992-03","0.165030"
"69","1992-03","0.165030"
"79","1992-03","0.149978"
"85","1992-03","0.165030"
"95","1992-03","0.149978"
"101","1992-03","0.165030"
"111","1992-03","0.149978"
"117","1992-03","0.165030"
"127","1992-03","0.149978"
"33","1992-03","0.095982"
"20","1992-03","0.202643"
"10","1992-04","0.513960"
"5","1992-04","0.362964"
"15","1992-04","0.377438"
"21","1992-04","0.362964"
"31","1992-04","0.377438"
"63","1992-04","0.377438"
"37","1992-04","0.362964"
"47","1992-04","0.377438"
"53","1992-04","0.362964"
"69","1992-04","0.362964"
"79","1992-04","0.377438"
"85","1992-04","0.362964"
"95","1992-04","0.377438"
"101","1992-04","0.362964"
"111","1992-04","0.377438"
"117","1992-04","0.362964"
"127","1992-04","0.377438"
"33","1992-04","-0.009024"
"20","1992-04","0.454001"
"10","1992-05","0.483805"
"5","1992-05","0.704865"
"15","1992-05","0.682877"
"21","1992-05","0.704865"
"31","1992-05","0.682877"
"63","1992-05","0.682877"
"37","1992-05","0.704865"
"47","1992-05","0.682877"
"53","1992-05","0.704865"
"69","1992-05","0.704865"
"79","1992-05","0.682877"
"85","1992-05","0.704865"
"95","1992-05","0.682877"
"101","1992-05","0.704865"
"111","1992-05","0.682877"
"117","1992-05","0.704865"
"127","1992-05","0.682877"
"33","1992-05","1.793252"
"20","1992-05","0.349793"
"10","1992-06","-0.114747"
"5","1992-06","-0.106728"
"15","1992-06","-0.107481"
"21","1992-06","-0.106728"
"31","1992-06","-0.107481"
"63","1992-06","-0.107481"
"37","1992-06","-0.106728"
"47","1992-06","-0.107481"
"53","1992-06","-0.106728"
"69","1992-06","-0.106728"
"79","1992-06","-0.107481"
"85","1992-06","-0.106728"
"95","1992-06","-0.107481"
"101","1992-06","-0.106728"
"111","1992-06","-0.107481"
"117","1992-06","-0.106728"
"127","1992-06","-0.107481"
"33","1992-06","-0.174512"
"20","1992-06","-0.063411"
"10","1992-07","-0.048189"
"5","1992-07","0.036357"
"15","1992-07","0.027831"
"21","1992-07","0.036357"
"31","1992-07","0.027831"
"63","1992-07","0.027831"
"37","1992-07","0.036357"
"47","1992-07","0.027831"
"53","1992-07","0.036357"
"69","1992-07","0.036357"
"79","1992-07","0.027831"
"85","1992-07","0.036357"
"95","1992-07","0.027831"
"101","1992-07","0.036357"
"111","1992-07","0.027831"
"117","1992-07","0.036357"
"127","1992-07","0.027831"
"33","1992-07","-0.043920"
"20","1992-07","0.082452"
"5","1992-08","-0.146167"
"10","1992-08","-0.126851"
"15","1992-08","-0.144458"
"21","1992-08","-0.146167"
"31","1992-08","-0.144458"
"63","1992-08","-0.144458"
"37","1992-08","-0.146167"
"47","1992-08","-0.144458"
"53","1992-08","-0.146167"
"69","1992-08","-0.146167"
"79","1992-08","-0.144458"
"85","1992-08","-0.146167"
"95","1992-08","-0.144458"
"101","1992-08","-0.146167"
"111","1992-08","-0.144458"
"117","1992-08","-0.146167"
"127","1992-08","-0.144458"
"33","1992-08","-0.196044"
"20","1992-08","-0.081248"
"5","1992-09","-0.081337"
"10","1992-09","-0.171582"
"15","1992-09","-0.093638"
"21","1992-09","-0.081337"
"31","1992-09","-0.093638"
"63","1992-09","-0.093638"
"37","1992-09","-0.081337"
"47","1992-09","-0.093638"
"53","1992-09","-0.081337"
"69","1992-09","-0.081337"
"79","1992-09","-0.093638"
"85","1992-09","-0.081337"
"95","1992-09","-0.093638"
"101","1992-09","-0.081337"
"111","1992-09","-0.093638"
"117","1992-09","-0.081337"
"127","1992-09","-0.093638"
"33","1992-09","-0.150688"
"20","1992-09","-0.000128"
"5","1992-10","-0.194279"
"10","1992-10","-0.032786"
"15","1992-10","-0.174077"
"21","1992-10","-0.194279"
"31","1992-10","-0.174077"
"63","1992-10","-0.174077"
"37","1992-10","-0.194279"
"47","1992-10","-0.174077"
"53","1992-10","-0.194279"
"69","1992-10","-0.194279"
"79","1992-10","-0.174077"
"85","1992-10","-0.194279"
"95","1992-10","-0.174077"
"101","1992-10","-0.194279"
"111","1992-10","-0.174077"
"117","1992-10","-0.194279"
"127","1992-10","-0.174077"
"33","1992-10","-0.239863"
"20","1992-10","-0.147370"
"5","1992-11","0.152792"
"10","1992-11","-0.003375"
"15","1992-11","0.129833"
"21","1992-11","0.152792"
"31","1992-11","0.129833"
"63","1992-11","0.129833"
"37","1992-11","0.152792"
"47","1992-11","0.129833"
"53","1992-11","0.152792"
"69","1992-11","0.152792"
"79","1992-11","0.129833"
"85","1992-11","0.152792"
"95","1992-11","0.129833"
"101","1992-11","0.152792"
"111","1992-11","0.129833"
"117","1992-11","0.152792"
"127","1992-11","0.129833"
"33","1992-11","0.375373"
"20","1992-11","-0.048791"
"5","1992-12","0.110129"
"10","1992-12","-0.026400"
"15","1992-12","0.093035"
"21","1992-12","0.110129"
"31","1992-12","0.093035"
"63","1992-12","0.093035"
"37","1992-12","0.110129"
"47","1992-12","0.093035"
"53","1992-12","0.110129"
"69","1992-12","0.110129"
"79","1992-12","0.093035"
"85","1992-12","0.110129"
"95","1992-12","0.093035"
"101","1992-12","0.110129"
"111","1992-12","0.093035"
"117","1992-12","0.110129"
"127","1992-12","0.093035"
"33","1992-12","0.095566"
"20","1992-12","0.128456"
"5","1993-01","0.296865"
"10","1993-01","0.225069"
"15","1993-01","0.285425"
"21","1993-01","0.296865"
"31","1993-01","0.285425"
"63","1993-01","0.285425"
"37","1993-01","0.296865"
"47","1993-01","0.285425"
"53","1993-01","0.296865"
"69","1993-01","0.296865"
"79","1993-01","0.285425"
"85","1993-01","0.296865"
"95","1993-01","0.285425"
"101","1993-01","0.296865"
"111","1993-01","0.285425"
"117","1993-01","0.296865"
"127","1993-01","0.285425"
"33","1993-01","0.650930"
"20","1993-01","0.134736"
"5","1993-02","0.156802"
"10","1993-02","0.187774"
"15","1993-02","0.162468"
"21","1993-02","0.156802"
"31","1993-02","0.162468"
"63","1993-02","0.162468"
"37","1993-02","0.156802"
"47","1993-02","0.162468"
"53","1993-02","0.156802"
"69","1993-02","0.156802"
"79","1993-02","0.162468"
"85","1993-02","0.156802"
"95","1993-02","0.162468"
"101","1993-02","0.156802"
"111","1993-02","0.162468"
"117","1993-02","0.156802"
"127","1993-02","0.162468"
"33","1993-02","0.082774"
"20","1993-02","0.212327"
"5","1993-03","-0.189194"
"10","1993-03","-0.143772"
"15","1993-03","-0.181138"
"21","1993-03","-0.189194"
"31","1993-03","-0.181138"
"63","1993-03","-0.181138"
"37","1993-03","-0.189194"
"47","1993-03","-0.181138"
"53","1993-03","-0.189194"
"69","1993-03","-0.189194"
"79","1993-03","-0.181138"
"85","1993-03","-0.189194"
"95","1993-03","-0.181138"
"101","1993-03","-0.189194"
"111","1993-03","-0.181138"
"117","1993-03","-0.189194"
"127","1993-03","-0.181138"
"33","1993-03","-0.331227"
"20","1993-03","-0.078299"
"5","1993-04","0.159637"
"10","1993-04","-0.307253"
"15","1993-04","0.082326"
"21","1993-04","0.159637"
"31","1993-04","0.082326"
"63","1993-04","0.082326"
"37","1993-04","0.159637"
"47","1993-04","0.082326"
"53","1993-04","0.159637"
"69","1993-04","0.159637"
"79","1993-04","0.082326"
"85","1993-04","0.159637"
"95","1993-04","0.082326"
"101","1993-04","0.159637"
"111","1993-04","0.082326"
"117","1993-04","0.159637"
"127","1993-04","0.082326"
"33","1993-04","0.367337"
"20","1993-04","0.038775"
"5","1993-05","-0.210558"
"10","1993-05","-0.142713"
"15","1993-05","-0.204173"
"21","1993-05","-0.210558"
"31","1993-05","-0.204173"
"63","1993-05","-0.204173"
"37","1993-05","-0.210558"
"47","1993-05","-0.204173"
"53","1993-05","-0.210558"
"69","1993-05","-0.210558"
"79","1993-05","-0.204173"
"85","1993-05","-0.210558"
"95","1993-05","-0.204173"
"101","1993-05","-0.210558"
"111","1993-05","-0.204173"
"117","1993-05","-0.210558"
"127","1993-05","-0.204173"
"33","1993-05","-0.292880"
"20","1993-05","-0.144657"
"5","1993-06","-0.018285"
"10","1993-06","-0.133074"
"15","1993-06","-0.030495"
"21","1993-06","-0.018285"
"31","1993-06","-0.030495"
"63","1993-06","-0.030495"
"37","1993-06","-0.018285"
"47","1993-06","-0.030495"
"53","1993-06","-0.018285"
"69","1993-06","-0.018285"
"79","1993-06","-0.030495"
"85","1993-06","-0.018285"
"95","1993-06","-0.030495"
"101","1993-06","-0.018285"
"111","1993-06","-0.030495"
"117","1993-06","-0.018285"
"127","1993-06","-0.030495"
"33","1993-06","0.061285"
"20","1993-06","-0.070691"
"5","1993-07","-0.101809"
"10","1993-07","-0.133046"
"15","1993-07","-0.104507"
"21","1993-07","-0.101809"
"31","1993-07","-0.104507"
"63","1993-07","-0.104507"
"37","1993-07","-0.101809"
"47","1993-07","-0.104507"
"53","1993-07","-0.101809"
"69","1993-07","-0.101809"
"79","1993-07","-0.104507"
"85","1993-07","-0.101809"
"95","1993-07","-0.104507"
"101","1993-07","-0.101809"
"111","1993-07","-0.104507"
"117","1993-07","-0.101809"
"127","1993-07","-0.104507"
"33","1993-07","-0.130322"
"20","1993-07","-0.078435"
"5","1993-08","0.069188"
"10","1993-08","0.280632"
"15","1993-08","0.088312"
"21","1993-08","0.069188"
"31","1993-08","0.088312"
"63","1993-08","0.088312"
"37","1993-08","0.069188"
"47","1993-08","0.088312"
"53","1993-08","0.069188"
"69","1993-08","0.069188"
"79","1993-08","0.088312"
"85","1993-08","0.069188"
"95","1993-08","0.088312"
"101","1993-08","0.069188"
"111","1993-08","0.088312"
"117","1993-08","0.069188"
"127","1993-08","0.088312"
"33","1993-08","0.012341"
"20","1993-08","0.115308"
"5","1993-09","-0.025954"
"10","1993-09","0.068141"
"15","1993-09","-0.016455"
"21","1993-09","-0.025954"
"31","1993-09","-0.016455"
"63","1993-09","-0.016455"
"37","1993-09","-0.025954"
"47","1993-09","-0.016455"
"53","1993-09","-0.025954"
"69","1993-09","-0.025954"
"79","1993-09","-0.016455"
"85","1993-09","-0.025954"
"95","1993-09","-0.016455"
"101","1993-09","-0.025954"
"111","1993-09","-0.016455"
"117","1993-09","-0.025954"
"127","1993-09","-0.016455"
"33","1993-09","0.013887"
"20","1993-09","-0.058165"
"5","1993-10","-0.065331"
"10","1993-10","-0.019448"
"15","1993-10","-0.060347"
"21","1993-10","-0.065331"
"31","1993-10","-0.060347"
"63","1993-10","-0.060347"
"37","1993-10","-0.065331"
"47","1993-10","-0.060347"
"53","1993-10","-0.065331"
"69","1993-10","-0.065331"
"79","1993-10","-0.060347"
"85","1993-10","-0.065331"
"95","1993-10","-0.060347"
"101","1993-10","-0.065331"
"111","1993-10","-0.060347"
"117","1993-10","-0.065331"
"127","1993-10","-0.060347"
"33","1993-10","-0.062721"
"20","1993-10","-0.067542"
"5","1993-11","0.131575"
"10","1993-11","0.189619"
"15","1993-11","0.137853"
"21","1993-11","0.131575"
"31","1993-11","0.137853"
"63","1993-11","0.137853"
"37","1993-11","0.131575"
"47","1993-11","0.137853"
"53","1993-11","0.131575"
"69","1993-11","0.131575"
"79","1993-11","0.137853"
"85","1993-11","0.131575"
"95","1993-11","0.137853"
"101","1993-11","0.131575"
"111","1993-11","0.137853"
"117","1993-11","0.131575"
"127","1993-11","0.137853"
"33","1993-11","0.203687"
"20","1993-11","0.065856"
"5","1993-12","-0.112695"
"10","1993-12","0.188222"
"15","1993-12","-0.080616"
"21","1993-12","-0.112695"
"31","1993-12","-0.080616"
"63","1993-12","-0.080616"
"37","1993-12","-0.112695"
"47","1993-12","-0.080616"
"53","1993-12","-0.112695"
"69","1993-12","-0.112695"
"79","1993-12","-0.080616"
"85","1993-12","-0.112695"
"95","1993-12","-0.080616"
"101","1993-12","-0.112695"
"111","1993-12","-0.080616"
"117","1993-12","-0.112695"
"127","1993-12","-0.080616"
"33","1993-12","-0.170371"
"20","1993-12","-0.055204"
"5","1994-01","-0.128367"
"10","1994-01","-0.184728"
"15","1994-01","-0.136758"
"21","1994-01","-0.128367"
"31","1994-01","-0.136758"
"63","1994-01","-0.136758"
"37","1994-01","-0.128367"
"47","1994-01","-0.136758"
"53","1994-01","-0.128367"
"69","1994-01","-0.128367"
"79","1994-01","-0.136758"
"85","1994-01","-0.128367"
"95","1994-01","-0.136758"
"101","1994-01","-0.128367"
"111","1994-01","-0.136758"
"117","1994-01","-0.128367"
"127","1994-01","-0.136758"
"33","1994-01","-0.071284"
"20","1994-01","-0.175640"
"5","1994-02","0.026330"
"10","1994-02","-0.015785"
"15","1994-02","0.018165"
"21","1994-02","0.026330"
"31","1994-02","0.018165"
"63","1994-02","0.018165"
"37","1994-02","0.026330"
"47","1994-02","0.018165"
"53","1994-02","0.026330"
"69","1994-02","0.026330"
"79","1994-02","0.018165"
"85","1994-02","0.026330"
"95","1994-02","0.018165"
"101","1994-02","0.026330"
"111","1994-02","0.018165"
"117","1994-02","0.026330"
"127","1994-02","0.018165"
"33","1994-02","0.004040"
"20","1994-02","0.050246"
"5","1994-03","-0.095089"
"10","1994-03","-0.177283"
"15","1994-03","-0.109760"
"21","1994-03","-0.095089"
"31","1994-03","-0.109760"
"63","1994-03","-0.109760"
"37","1994-03","-0.095089"
"47","1994-03","-0.109760"
"53","1994-03","-0.095089"
"69","1994-03","-0.095089"
"79","1994-03","-0.109760"
"85","1994-03","-0.095089"
"95","1994-03","-0.109760"
"101","1994-03","-0.095089"
"111","1994-03","-0.109760"
"117","1994-03","-0.095089"
"127","1994-03","-0.109760"
"33","1994-03","-0.031250"
"20","1994-03","-0.164973"
"5","1994-04","-0.164499"
"10","1994-04","-0.028626"
"15","1994-04","-0.142899"
"21","1994-04","-0.164499"
"31","1994-04","-0.142899"
"63","1994-04","-0.142899"
"37","1994-04","-0.164499"
"47","1994-04","-0.142899"
"53","1994-04","-0.164499"
"69","1994-04","-0.164499"
"79","1994-04","-0.142899"
"85","1994-04","-0.164499"
"95","1994-04","-0.142899"
"101","1994-04","-0.164499"
"111","1994-04","-0.142899"
"117","1994-04","-0.164499"
"127","1994-04","-0.142899"
"33","1994-04","-0.176749"
"20","1994-04","-0.149329"
"5","1994-05","-0.062489"
"10","1994-05","0.220339"
"15","1994-05","-0.012993"
"21","1994-05","-0.062489"
"31","1994-05","-0.012993"
"63","1994-05","-0.012993"
"37","1994-05","-0.062489"
"47","1994-05","-0.012993"
"53","1994-05","-0.062489"
"69","1994-05","-0.062489"
"79","1994-05","-0.012993"
"85","1994-05","-0.062489"
"95","1994-05","-0.012993"
"101","1994-05","-0.062489"
"111","1994-05","-0.012993"
"117","1994-05","-0.062489"
"127","1994-05","-0.012993"
"33","1994-05","-0.082891"
"20","1994-05","-0.035547"
"10","1994-06","-0.070018"
"5","1994-06","-0.168491"
"15","1994-06","-0.149603"
"21","1994-06","-0.168491"
"31","1994-06","-0.149603"
"63","1994-06","-0.149603"
"37","1994-06","-0.168491"
"47","1994-06","-0.149603"
"53","1994-06","-0.168491"
"69","1994-06","-0.168491"
"79","1994-06","-0.149603"
"85","1994-06","-0.168491"
"95","1994-06","-0.149603"
"101","1994-06","-0.168491"
"111","1994-06","-0.149603"
"117","1994-06","-0.168491"
"127","1994-06","-0.149603"
"33","1994-06","-0.163246"
"20","1994-06","-0.175280"
"10","1994-07","0.000264"
"5","1994-07","-0.252196"
"15","1994-07","-0.200945"
"21","1994-07","-0.252196"
"31","1994-07","-0.200945"
"63","1994-07","-0.200945"
"37","1994-07","-0.252196"
"47","1994-07","-0.200945"
"53","1994-07","-0.252196"
"69","1994-07","-0.252196"
"79","1994-07","-0.200945"
"85","1994-07","-0.252196"
"95","1994-07","-0.200945"
"101","1994-07","-0.252196"
"111","1994-07","-0.200945"
"117","1994-07","-0.252196"
"127","1994-07","-0.200945"
"33","1994-07","-0.299353"
"20","1994-07","-0.194243"
"10","1994-08","0.124443"
"5","1994-08","1.078332"
"15","1994-08","0.832990"
"21","1994-08","1.078332"
"31","1994-08","0.832990"
"63","1994-08","0.832990"
"37","1994-08","1.078332"
"47","1994-08","0.832990"
"53","1994-08","1.078332"
"69","1994-08","1.078332"
"79","1994-08","0.832990"
"85","1994-08","1.078332"
"95","1994-08","0.832990"
"101","1994-08","1.078332"
"111","1994-08","0.832990"
"117","1994-08","1.078332"
"127","1994-08","0.832990"
"33","1994-08","1.421903"
"20","1994-08","0.689713"
"10","1994-09","-0.003530"
"5","1994-09","0.056280"
"15","1994-09","0.047190"
"21","1994-09","0.056280"
"31","1994-09","0.047190"
"63","1994-09","0.047190"
"37","1994-09","0.056280"
"47","1994-09","0.047190"
"53","1994-09","0.056280"
"69","1994-09","0.056280"
"79","1994-09","0.047190"
"85","1994-09","0.056280"
"95","1994-09","0.047190"
"101","1994-09","0.056280"
"111","1994-09","0.047190"
"117","1994-09","0.056280"
"127","1994-09","0.047190"
"33","1994-09","-0.018889"
"20","1994-09","0.177408"
"10","1994-10","-0.036482"
"5","1994-10","-0.193120"
"15","1994-10","-0.170068"
"21","1994-10","-0.193120"
"31","1994-10","-0.170068"
"63","1994-10","-0.170068"
"37","1994-10","-0.193120"
"47","1994-10","-0.170068"
"53","1994-10","-0.193120"
"69","1994-10","-0.193120"
"79","1994-10","-0.170068"
"85","1994-10","-0.193120"
"95","1994-10","-0.170068"
"101","1994-10","-0.193120"
"111","1994-10","-0.170068"
"117","1994-10","-0.193120"
"127","1994-10","-0.170068"
"33","1994-10","-0.176736"
"20","1994-10","-0.214513"
"10","1994-11","-0.134624"
"5","1994-11","0.027745"
"15","1994-11","0.000029"
"21","1994-11","0.027745"
"31","1994-11","0.000029"
"63","1994-11","0.000029"
"37","1994-11","0.027745"
"47","1994-11","0.000029"
"53","1994-11","0.027745"
"69","1994-11","0.027745"
"79","1994-11","0.000029"
"85","1994-11","0.027745"
"95","1994-11","0.000029"
"101","1994-11","0.027745"
"111","1994-11","0.000029"
"117","1994-11","0.027745"
"127","1994-11","0.000029"
"33","1994-11","0.048715"
"20","1994-11","-0.000499"
"10","1994-12","-0.082494"
"5","1994-12","-0.055335"
"15","1994-12","-0.059664"
"21","1994-12","-0.055335"
"31","1994-12","-0.059664"
"63","1994-12","-0.059664"
"37","1994-12","-0.055335"
"47","1994-12","-0.059664"
"53","1994-12","-0.055335"
"69","1994-12","-0.055335"
"79","1994-12","-0.059664"
"85","1994-12","-0.055335"
"95","1994-12","-0.059664"
"101","1994-12","-0.055335"
"111","1994-12","-0.059664"
"117","1994-12","-0.055335"
"127","1994-12","-0.059664"
"33","1994-12","-0.059564"
"20","1994-12","-0.049416"
"10","1995-01","-0.152793"
"5","1995-01","-0.116172"
"15","1995-01","-0.121971"
"21","1995-01","-0.116172"
"31","1995-01","-0.121971"
"63","1995-01","-0.121971"
"37","1995-01","-0.116172"
"47","1995-01","-0.121971"
"53","1995-01","-0.116172"
"69","1995-01","-0.116172"
"79","1995-01","-0.121971"
"85","1995-01","-0.116172"
"95","1995-01","-0.121971"
"101","1995-01","-0.116172"
"111","1995-01","-0.121971"
"117","1995-01","-0.116172"
"127","1995-01","-0.121971"
"33","1995-01","-0.125586"
"20","1995-01","-0.103303"
"10","1995-02","0.025997"
"5","1995-02","-0.014083"
"15","1995-02","-0.007900"
"21","1995-02","-0.014083"
"31","1995-02","-0.007900"
"63","1995-02","-0.007900"
"37","1995-02","-0.014083"
"47","1995-02","-0.007900"
"53","1995-02","-0.014083"
"69","1995-02","-0.014083"
"79","1995-02","-0.007900"
"85","1995-02","-0.014083"
"95","1995-02","-0.007900"
"101","1995-02","-0.014083"
"111","1995-02","-0.007900"
"117","1995-02","-0.014083"
"127","1995-02","-0.007900"
"33","1995-02","-0.030269"
"20","1995-02","0.007276"
"10","1995-03","0.014666"
"5","1995-03","0.130819"
"15","1995-03","0.112361"
"21","1995-03","0.130819"
"31","1995-03","0.112361"
"63","1995-03","0.112361"
"37","1995-03","0.130819"
"47","1995-03","0.112361"
"53","1995-03","0.130819"
"69","1995-03","0.130819"
"79","1995-03","0.112361"
"85","1995-03","0.130819"
