"Markettype","Trdmnt","Cmretmdos"
"15","2006-09","0.054323"
"21","2006-09","0.050158"
"31","2006-09","0.054323"
"63","2006-09","0.054323"
"37","2006-09","0.050158"
"47","2006-09","0.054323"
"53","2006-09","0.050158"
"69","2006-09","0.050158"
"79","2006-09","0.054323"
"85","2006-09","0.050158"
"95","2006-09","0.054323"
"101","2006-09","0.050158"
"111","2006-09","0.054323"
"117","2006-09","0.050158"
"127","2006-09","0.054323"
"33","2006-09","0.054410"
"20","2006-09","0.041902"
"10","2006-10","0.027166"
"5","2006-10","0.019226"
"15","2006-10","0.019668"
"21","2006-10","0.019226"
"31","2006-10","0.019668"
"63","2006-10","0.019668"
"37","2006-10","0.019226"
"47","2006-10","0.019668"
"53","2006-10","0.019226"
"69","2006-10","0.019226"
"79","2006-10","0.019668"
"85","2006-10","0.019226"
"95","2006-10","0.019668"
"101","2006-10","0.019226"
"111","2006-10","0.019668"
"117","2006-10","0.019226"
"127","2006-10","0.019668"
"33","2006-10","0.020526"
"20","2006-10","0.016702"
"10","2006-11","0.112985"
"5","2006-11","0.122266"
"15","2006-11","0.121764"
"21","2006-11","0.122266"
"31","2006-11","0.121764"
"63","2006-11","0.121764"
"37","2006-11","0.122266"
"47","2006-11","0.121764"
"53","2006-11","0.122266"
"69","2006-11","0.122266"
"79","2006-11","0.121764"
"85","2006-11","0.122266"
"95","2006-11","0.121764"
"101","2006-11","0.122266"
"111","2006-11","0.121764"
"117","2006-11","0.122266"
"127","2006-11","0.121764"
"33","2006-11","0.123114"
"20","2006-11","0.120548"
"10","2006-12","0.131023"
"5","2006-12","0.145180"
"15","2006-12","0.144427"
"21","2006-12","0.145180"
"31","2006-12","0.144427"
"63","2006-12","0.144427"
"37","2006-12","0.145180"
"47","2006-12","0.144427"
"53","2006-12","0.145180"
"69","2006-12","0.145180"
"79","2006-12","0.144427"
"85","2006-12","0.145180"
"95","2006-12","0.144427"
"101","2006-12","0.145180"
"111","2006-12","0.144427"
"117","2006-12","0.145180"
"127","2006-12","0.144427"
"33","2006-12","0.158473"
"20","2006-12","0.118388"
"10","2007-01","0.126453"
"5","2007-01","0.194284"
"15","2007-01","0.190784"
"21","2007-01","0.194284"
"31","2007-01","0.190784"
"63","2007-01","0.190784"
"37","2007-01","0.194284"
"47","2007-01","0.190784"
"53","2007-01","0.194284"
"69","2007-01","0.194284"
"79","2007-01","0.190784"
"85","2007-01","0.194284"
"95","2007-01","0.190784"
"101","2007-01","0.194284"
"111","2007-01","0.190784"
"117","2007-01","0.194284"
"127","2007-01","0.190784"
"33","2007-01","0.191977"
"20","2007-01","0.199118"
"10","2007-02","0.090065"
"5","2007-02","0.106152"
"15","2007-02","0.105389"
"21","2007-02","0.106152"
"31","2007-02","0.105389"
"63","2007-02","0.105389"
"37","2007-02","0.106152"
"47","2007-02","0.105389"
"53","2007-02","0.106152"
"69","2007-02","0.106152"
"79","2007-02","0.105389"
"85","2007-02","0.106152"
"95","2007-02","0.105389"
"101","2007-02","0.106152"
"111","2007-02","0.105389"
"117","2007-02","0.106152"
"127","2007-02","0.105389"
"33","2007-02","0.092254"
"20","2007-02","0.135782"
"10","2007-03","0.031342"
"5","2007-03","0.126416"
"15","2007-03","0.122061"
"21","2007-03","0.126416"
"31","2007-03","0.122061"
"63","2007-03","0.122061"
"37","2007-03","0.126416"
"47","2007-03","0.122061"
"53","2007-03","0.126416"
"69","2007-03","0.126416"
"79","2007-03","0.122061"
"85","2007-03","0.126416"
"95","2007-03","0.122061"
"101","2007-03","0.126416"
"111","2007-03","0.122061"
"117","2007-03","0.126416"
"127","2007-03","0.122061"
"33","2007-03","0.121242"
"20","2007-03","0.137034"
"10","2007-04","0.238480"
"5","2007-04","0.298289"
"15","2007-04","0.295837"
"21","2007-04","0.298289"
"31","2007-04","0.295837"
"63","2007-04","0.295837"
"37","2007-04","0.298289"
"47","2007-04","0.295837"
"53","2007-04","0.298289"
"69","2007-04","0.298289"
"79","2007-04","0.295837"
"85","2007-04","0.298289"
"95","2007-04","0.295837"
"101","2007-04","0.298289"
"111","2007-04","0.295837"
"117","2007-04","0.298289"
"127","2007-04","0.295837"
"33","2007-04","0.292417"
"20","2007-04","0.310380"
"10","2007-05","0.194651"
"5","2007-05","0.102381"
"15","2007-05","0.105869"
"21","2007-05","0.102381"
"31","2007-05","0.105869"
"63","2007-05","0.105869"
"37","2007-05","0.102381"
"47","2007-05","0.105869"
"53","2007-05","0.102381"
"69","2007-05","0.102381"
"79","2007-05","0.105869"
"85","2007-05","0.102381"
"95","2007-05","0.105869"
"101","2007-05","0.102381"
"111","2007-05","0.105869"
"117","2007-05","0.102381"
"127","2007-05","0.105869"
"33","2007-05","0.084682"
"20","2007-05","0.139523"
"10","2007-06","-0.070195"
"5","2007-06","-0.082051"
"15","2007-06","-0.081586"
"21","2007-06","-0.082051"
"31","2007-06","-0.081586"
"63","2007-06","-0.081586"
"37","2007-06","-0.082051"
"47","2007-06","-0.081586"
"53","2007-06","-0.082051"
"69","2007-06","-0.082051"
"79","2007-06","-0.081586"
"85","2007-06","-0.082051"
"95","2007-06","-0.081586"
"101","2007-06","-0.082051"
"111","2007-06","-0.081586"
"117","2007-06","-0.082051"
"127","2007-06","-0.081586"
"33","2007-06","-0.080895"
"20","2007-06","-0.084414"
"10","2007-07","0.224107"
"5","2007-07","0.196137"
"15","2007-07","0.197203"
"21","2007-07","0.196137"
"31","2007-07","0.197203"
"63","2007-07","0.197203"
"37","2007-07","0.196137"
"47","2007-07","0.197203"
"53","2007-07","0.196137"
"69","2007-07","0.196137"
"79","2007-07","0.197203"
"85","2007-07","0.196137"
"95","2007-07","0.197203"
"101","2007-07","0.196137"
"111","2007-07","0.197203"
"117","2007-07","0.196137"
"127","2007-07","0.197203"
"33","2007-07","0.190616"
"20","2007-07","0.207637"
"10","2007-08","-0.029701"
"5","2007-08","0.160224"
"15","2007-08","0.152996"
"21","2007-08","0.160224"
"31","2007-08","0.152996"
"63","2007-08","0.152996"
"37","2007-08","0.160224"
"47","2007-08","0.152996"
"53","2007-08","0.160224"
"69","2007-08","0.160224"
"79","2007-08","0.152996"
"85","2007-08","0.160224"
"95","2007-08","0.152996"
"101","2007-08","0.160224"
"111","2007-08","0.152996"
"117","2007-08","0.160224"
"127","2007-08","0.152996"
"33","2007-08","0.167206"
"20","2007-08","0.146046"
"10","2007-09","0.092762"
"5","2007-09","0.050092"
"15","2007-09","0.051423"
"21","2007-09","0.050092"
"31","2007-09","0.051423"
"63","2007-09","0.051423"
"37","2007-09","0.050092"
"47","2007-09","0.051423"
"53","2007-09","0.050092"
"69","2007-09","0.050092"
"79","2007-09","0.051423"
"85","2007-09","0.050092"
"95","2007-09","0.051423"
"101","2007-09","0.050092"
"111","2007-09","0.051423"
"117","2007-09","0.050092"
"127","2007-09","0.051423"
"33","2007-09","0.050483"
"20","2007-09","0.049285"
"10","2007-10","0.037486"
"5","2007-10","-0.016818"
"15","2007-10","-0.015103"
"21","2007-10","-0.016818"
"31","2007-10","-0.015103"
"63","2007-10","-0.015103"
"37","2007-10","-0.016818"
"47","2007-10","-0.015103"
"53","2007-10","-0.016818"
"69","2007-10","-0.016818"
"79","2007-10","-0.015103"
"85","2007-10","-0.016818"
"95","2007-10","-0.015103"
"101","2007-10","-0.016818"
"111","2007-10","-0.015103"
"117","2007-10","-0.016818"
"127","2007-10","-0.015103"
"33","2007-10","-0.007805"
"20","2007-10","-0.035705"
"10","2007-11","-0.114175"
"5","2007-11","-0.144852"
"15","2007-11","-0.143905"
"21","2007-11","-0.144852"
"31","2007-11","-0.143905"
"63","2007-11","-0.143905"
"37","2007-11","-0.144852"
"47","2007-11","-0.143905"
"53","2007-11","-0.144852"
"69","2007-11","-0.144852"
"79","2007-11","-0.143905"
"85","2007-11","-0.144852"
"95","2007-11","-0.143905"
"101","2007-11","-0.144852"
"111","2007-11","-0.143905"
"117","2007-11","-0.144852"
"127","2007-11","-0.143905"
"33","2007-11","-0.139987"
"20","2007-11","-0.156014"
"10","2007-12","0.049286"
"5","2007-12","0.149477"
"15","2007-12","0.146377"
"21","2007-12","0.149477"
"31","2007-12","0.146377"
"63","2007-12","0.146377"
"37","2007-12","0.149477"
"47","2007-12","0.146377"
"53","2007-12","0.149477"
"69","2007-12","0.149477"
"79","2007-12","0.146377"
"85","2007-12","0.149477"
"95","2007-12","0.146377"
"101","2007-12","0.149477"
"111","2007-12","0.146377"
"117","2007-12","0.149477"
"127","2007-12","0.146377"
"33","2007-12","0.139008"
"20","2007-12","0.174230"
"10","2008-01","-0.140001"
"5","2008-01","-0.111531"
"15","2008-01","-0.112300"
"21","2008-01","-0.111531"
"31","2008-01","-0.112300"
"63","2008-01","-0.112300"
"37","2008-01","-0.111531"
"47","2008-01","-0.112300"
"53","2008-01","-0.111531"
"69","2008-01","-0.111531"
