"Symbol","CloseDate","ChangeRatio"
"000300","2018-01-19","0.014294"
"000300","2018-01-26","0.022380"
"000300","2018-02-02","-0.025122"
"000300","2018-02-09","-0.100809"
"000300","2018-02-16","0.032887"
"000300","2018-02-23","0.026249"
"000300","2018-03-02","-0.013419"
"000300","2018-03-09","0.023006"
"000300","2018-03-16","-0.012763"
"000300","2018-03-23","-0.037345"
"000300","2018-03-30","-0.001649"
"000300","2018-04-06","-0.011193"
"000300","2018-04-13","0.004223"
"000300","2018-04-20","-0.028490"
"000300","2018-04-27","-0.001057"
"000300","2018-05-04","0.004717"
"000300","2018-05-11","0.026027"
"000300","2018-05-18","0.007805"
"000300","2018-05-25","-0.022179"
"000300","2018-06-01","-0.012029"
"000300","2018-06-08","0.002394"
"000300","2018-06-15","-0.006927"
"000300","2018-06-22","-0.038506"
"000300","2018-06-29","-0.027133"
"000300","2018-07-06","-0.041544"
"000300","2018-07-13","0.037909"
"000300","2018-07-20","0.000058"
"000300","2018-07-27","0.008112"
"000300","2018-08-03","-0.058486"
"000300","2018-08-10","0.027067"
"000300","2018-08-17","-0.051512"
"000300","2018-08-24","0.029637"
"000300","2018-08-31","0.002757"
"000300","2018-09-07","-0.017052"
"000300","2018-09-14","-0.010847"
"000300","2018-09-21","0.051941"
"000300","2018-09-28","0.008321"
"000300","2018-10-05","0.000000"
"000300","2018-10-12","-0.077973"
"000300","2018-10-19","-0.011284"
"000300","2018-10-26","0.012341"
"000300","2018-11-02","0.036744"
"000300","2018-11-09","-0.037323"
"000300","2018-11-16","0.028487"
"000300","2018-11-23","-0.035055"
"000300","2018-11-30","0.009294"
"000300","2018-12-07","0.002797"
"000300","2018-12-14","-0.004920"
"000300","2018-12-21","-0.043121"
"000300","2018-12-28","-0.006186"
"000300","2019-01-04","0.008377"
"000300","2019-01-11","0.019403"
"000300","2019-01-18","0.023716"
"000300","2019-01-25","0.005144"
"000300","2019-02-01","0.019761"
"000300","2019-02-08","0.000000"
"000300","2019-02-15","0.028117"
"000300","2019-02-22","0.054336"
"000300","2019-03-01","0.065224"
"000300","2019-03-08","-0.024571"
"000300","2019-03-15","0.023903"
"000300","2019-03-22","0.023711"
"000300","2019-03-29","0.010053"
"000300","2019-04-05","0.049038"
"000300","2019-04-12","-0.018122"
"000300","2019-04-19","0.033092"
"000300","2019-04-26","-0.056141"
"000300","2019-05-03","0.006154"
"000300","2019-05-10","-0.046703"
"000300","2019-05-17","-0.021898"
"000300","2019-05-24","-0.015032"
"000300","2019-05-31","0.009982"
"000300","2019-06-07","-0.017938"
"000300","2019-06-14","0.025304"
"000300","2019-06-21","0.048991"
"000300","2019-06-28","-0.002178"
"000300","2019-07-05","0.017675"
"000300","2019-07-12","-0.021697"
"000300","2019-07-19","-0.000204"
"000300","2019-07-26","0.013292"
"000300","2019-08-02","-0.028801"
"000300","2019-08-09","-0.030396"
"000300","2019-08-16","0.021194"
"000300","2019-08-23","0.029733"
"000300","2019-08-30","-0.005569"
"000300","2019-09-06","0.039194"
"000300","2019-09-13","0.006046"
"000300","2019-09-20","-0.009246"
"000300","2019-09-27","-0.021089"
"000300","2019-10-04","-0.009896"
"000300","2019-10-11","0.025481"
"000300","2019-10-18","-0.010826"
"000300","2019-10-25","0.007085"
"000300","2019-11-01","0.014267"
"000300","2019-11-08","0.005218"
"000300","2019-11-15","-0.024143"
"000300","2019-11-22","-0.006988"
"000300","2019-11-29","-0.005539"
"000300","2019-12-06","0.019253"
"000300","2019-12-13","0.016871"
"000300","2019-12-20","0.012356"
"000300","2019-12-27","0.001189"
"000300","2020-01-03","0.030566"
"000300","2020-01-10","0.004396"
"000300","2020-01-17","-0.002001"
"000300","2020-01-24","-0.036331"
"000300","2020-01-31","0.000000"
"000300","2020-02-07","-0.025983"
"000300","2020-02-14","0.022530"
"000300","2020-02-21","0.040563"
"000300","2020-02-28","-0.050474"
"000300","2020-03-06","0.050369"
"000300","2020-03-13","-0.058764"
"000300","2020-03-20","-0.062149"
"000300","2020-03-27","0.015558"
"000300","2020-04-03","0.000851"
"000300","2020-04-10","0.015070"
"000300","2020-04-17","0.018654"
"000300","2020-04-24","-0.011073"
"000300","2020-05-01","0.030447"
"000300","2020-05-08","0.013046"
"000300","2020-05-15","-0.012818"
"000300","2020-05-22","-0.022682"
"000300","2020-05-29","0.011234"
"000300","2020-06-05","0.034711"
"000300","2020-06-12","0.000458"
"000300","2020-06-19","0.023888"
"000300","2020-06-26","0.009827"
"000300","2020-07-03","0.067796"
"000300","2020-07-10","0.075468"
"000300","2020-07-17","-0.043851"
"000300","2020-07-24","-0.008606"
"000300","2020-07-31","0.042049"
"000300","2020-08-07","0.002743"
"000300","2020-08-14","-0.000700"
"000300","2020-08-21","0.003021"
"000300","2020-08-28","0.026579"
"000300","2020-09-04","-0.015285"
"000300","2020-09-11","-0.029964"
"000300","2020-09-18","0.023730"
"000300","2020-09-25","-0.035268"
"000300","2020-10-02","0.003802"
"000300","2020-10-09","0.020436"
"000300","2020-10-16","0.023613"
"000300","2020-10-23","-0.015274"
"000300","2020-10-30","-0.004907"
"000300","2020-11-06","0.040547"
"000300","2020-11-13","-0.005908"
"000300","2020-11-20","0.017797"
"000300","2020-11-27","0.007581"
"000300","2020-12-04","0.017096"
"000300","2020-12-11","-0.034799"
"000300","2020-12-18","0.022566"
"000300","2020-12-25","0.008409"
"000300","2021-01-01","0.033573"
"000300","2021-01-08","0.054524"
"000300","2021-01-15","-0.006797"
"000300","2021-01-22","0.020464"
"000300","2021-01-29","-0.039106"
"000300","2021-02-05","0.024561"
"000300","2021-02-12","0.059143"
"000300","2021-02-19","-0.004972"
"000300","2021-02-26","-0.076500"
"000300","2021-03-05","-0.013860"
"000300","2021-03-12","-0.022121"
"000300","2021-03-19","-0.027065"
"000300","2021-03-26","0.006171"
"000300","2021-04-02","0.024527"
"000300","2021-04-09","-0.024454"
"000300","2021-04-16","-0.013734"
"000300","2021-04-23","0.034085"
"000300","2021-04-30","-0.002330"
"000300","2021-05-07","-0.024873"
"000300","2021-05-14","0.022925"
"000300","2021-05-21","0.004610"
"000300","2021-05-28","0.036411"
"000300","2021-06-04","-0.007294"
"000300","2021-06-11","-0.010899"
"000300","2021-06-18","-0.023396"
"000300","2021-06-25","0.026948"
"000300","2021-07-02","-0.030315"
"000300","2021-07-09","-0.002299"
"000300","2021-07-16","0.004998"
"000300","2021-07-23","-0.001088"
"000300","2021-07-30","-0.054637"
"000300","2021-08-06","0.022946"
"000300","2021-08-13","0.004961"
"000300","2021-08-20","-0.035729"
"000300","2021-08-27","0.012114"
"000300","2021-09-03","0.003319"
"000300","2021-09-10","0.035197"
"000300","2021-09-17","-0.031431"
"000300","2021-09-24","-0.001341"
"000300","2021-10-01","0.003496"
"000300","2021-10-08","0.013061"
"000300","2021-10-15","0.000440"
"000300","2021-10-22","0.005599"
"000300","2021-10-29","-0.010274"
"000300","2021-11-05","-0.013532"
"000300","2021-11-12","0.009506"
"000300","2021-11-19","0.000344"
"000300","2021-11-26","-0.006121"
"000300","2021-12-03","0.008414"
"000300","2021-12-10","0.031442"
"000300","2021-12-17","-0.019853"
"000300","2021-12-24","-0.006744"
"000300","2021-12-31","0.003866"
"399006","2015-01-02","-0.041871"
"399006","2015-01-09","0.055359"
"399006","2015-01-16","0.055572"
"399006","2015-01-23","0.035213"
"399006","2015-01-30","-0.009844"
"399006","2015-02-06","0.029981"
"399006","2015-02-13","0.054607"
"399006","2015-02-20","0.037698"
"399006","2015-02-27","0.017810"
"399006","2015-03-06","0.012113"
"399006","2015-03-13","0.060302"
"399006","2015-03-20","0.069932"
"399006","2015-03-27","0.049713"
"399006","2015-04-03","0.080188"
"399006","2015-04-10","0.016999"
"399006","2015-04-17","-0.034800"
"399006","2015-04-24","0.109887"
"399006","2015-05-01","0.045028"
"399006","2015-05-08","0.040487"
"399006","2015-05-15","0.057755"
"399006","2015-05-22","0.118045"
"399006","2015-05-29","0.007455"
"399006","2015-06-05","0.096811"
"399006","2015-06-12","0.003570"
"399006","2015-06-19","-0.149942"
"399006","2015-06-26","-0.118937"
"399006","2015-07-03","-0.107997"
"399006","2015-07-10","-0.026633"
"399006","2015-07-17","0.097573"
"399006","2015-07-24","0.041138"
"399006","2015-07-31","-0.123534"
"399006","2015-08-07","0.014626"
"399006","2015-08-14","0.037652"
"399006","2015-08-21","-0.124183"
"399006","2015-08-28","-0.110946"
"399006","2015-09-04","-0.109067"
"399006","2015-09-11","0.110765"
"399006","2015-09-18","-0.037470"
"399006","2015-09-25","0.018996"
"399006","2015-10-02","0.030530"
"399006","2015-10-09","0.064332"
"399006","2015-10-16","0.104831"
"399006","2015-10-23","0.036485"
"399006","2015-10-30","-0.023679"
"399006","2015-11-06","0.073896"
"399006","2015-11-13","0.018317"
"399006","2015-11-20","0.033204"
"399006","2015-11-27","-0.053783"
"399006","2015-12-04","0.016082"
"399006","2015-12-11","-0.007752"
"399006","2015-12-18","0.059509"
"399006","2015-12-25","-0.012553"
"399006","2016-01-01","-0.028869"
"399006","2016-01-08","-0.171352"
"399006","2016-01-15","-0.060511"
"399006","2016-01-22","0.017362"
"399006","2016-01-29","-0.072349"
"399006","2016-02-05","0.051614"
"399006","2016-02-12","0.000000"
"399006","2016-02-19","0.054373"
"399006","2016-02-26","-0.088686"
"399006","2016-03-04","-0.053540"
"399006","2016-03-11","0.014593"
"399006","2016-03-18","0.125590"
"399006","2016-03-25","0.017547"
"399006","2016-04-01","-0.004836"
"399006","2016-04-08","0.011139"
"399006","2016-04-15","0.035760"
"399006","2016-04-22","-0.074795"
"399006","2016-04-29","0.000849"
"399006","2016-05-06","-0.004462"
"399006","2016-05-13","-0.048831"
"399006","2016-05-20","0.019789"
"399006","2016-05-27","0.002220"
"399006","2016-06-03","0.065264"
"399006","2016-06-10","-0.008358"
"399006","2016-06-17","-0.029112"
"399006","2016-06-24","0.002108"
"399006","2016-07-01","0.039398"
"399006","2016-07-08","0.012584"
"399006","2016-07-15","0.011068"
"399006","2016-07-22","-0.006089"
"399006","2016-07-29","-0.056705"
"399006","2016-08-05","-0.006293"
"399006","2016-08-12","0.007011"
"399006","2016-08-19","0.038004"
"399006","2016-08-26","-0.006717"
"399006","2016-09-02","-0.008627"
"399006","2016-09-09","0.014791"
"399006","2016-09-16","-0.026514"
"399006","2016-09-23","0.005573"
"399006","2016-09-30","-0.003065"
"399006","2016-10-07","0.000000"
"399006","2016-10-14","0.020618"
"399006","2016-10-21","-0.006029"
"399006","2016-10-28","-0.007136"
"399006","2016-11-04","-0.009330"
"399006","2016-11-11","0.000875"
"399006","2016-11-18","0.005055"
"399006","2016-11-25","0.004434"
"399006","2016-12-02","-0.011108"
"399006","2016-12-09","-0.020324"
"399006","2016-12-16","-0.048467"
"399006","2016-12-23","-0.016802"
"399006","2016-12-30","-0.001263"
"399006","2017-01-06","0.001514"
"399006","2017-01-13","-0.033123"
"399006","2017-01-20","-0.010103"
"399006","2017-01-27","0.002916"
"399006","2017-02-03","-0.005021"
"399006","2017-02-10","0.014879"
"399006","2017-02-17","-0.011454"
"399006","2017-02-24","0.029517"
"399006","2017-03-03","-0.005239"
"399006","2017-03-10","0.011263"
"399006","2017-03-17","-0.000178"
"399006","2017-03-24","0.007938"
"399006","2017-03-31","-0.029412"
"399006","2017-04-07","0.020296"
"399006","2017-04-14","-0.030107"
"399006","2017-04-21","-0.025672"
"399006","2017-04-28","0.006377"
"399006","2017-05-05","-0.017584"
"399006","2017-05-12","-0.023960"
"399006","2017-05-19","0.014905"
"399006","2017-05-26","-0.023012"
"399006","2017-06-02","-0.007789"
"399006","2017-06-09","0.028757"
"399006","2017-06-16","0.007749"
"399006","2017-06-23","-0.001450"
"399006","2017-06-30","0.005886"
"399006","2017-07-07","0.009555"
"399006","2017-07-14","-0.048965"
"399006","2017-07-21","-0.031750"
"399006","2017-07-28","0.025991"
"399006","2017-08-04","-0.008337"
"399006","2017-08-11","0.013097"
"399006","2017-08-18","0.045728"
"399006","2017-08-25","-0.004899"
"399006","2017-09-01","0.028889"
"399006","2017-09-08","0.010735"
"399006","2017-09-15","-0.005113"
"399006","2017-09-22","-0.004910"
"399006","2017-09-29","0.000298"
"399006","2017-10-06","0.000000"
"399006","2017-10-13","0.031651"
"399006","2017-10-20","-0.023810"
"399006","2017-10-27","0.008515"
"399006","2017-11-03","-0.033359"
"399006","2017-11-10","0.036915"
"399006","2017-11-17","-0.035113"
"399006","2017-11-24","-0.027939"
"399006","2017-12-01","0.012321"
"399006","2017-12-08","-0.006908"
"399006","2017-12-15","-0.004565"
"399006","2017-12-22","-0.002598"
"399006","2017-12-29","-0.014998"
"399006","2018-01-05","0.027825"
"399006","2018-01-12","-0.008723"
"399006","2018-01-19","-0.032237"
"399006","2018-01-26","0.051304"
"399006","2018-02-02","-0.062954"
"399006","2018-02-09","-0.064564"
"399006","2018-02-16","0.034073"
"399006","2018-02-23","0.013398"
"399006","2018-03-02","0.061822"
"399006","2018-03-09","0.047658"
"399006","2018-03-16","-0.018925"
"399006","2018-03-23","-0.052325"
"399006","2018-03-30","0.101077"
"399006","2018-04-06","-0.033502"
"399006","2018-04-13","-0.006652"
"399006","2018-04-20","-0.022901"
"399006","2018-04-27","0.012782"
"399006","2018-05-04","0.005128"
"399006","2018-05-11","0.010979"
"399006","2018-05-18","0.001076"
"399006","2018-05-25","-0.017534"
"399006","2018-06-01","-0.052645"
"399006","2018-06-08","0.001155"
"399006","2018-06-15","-0.040817"
"399006","2018-06-22","-0.056042"
"399006","2018-06-29","0.036817"
"399006","2018-07-06","-0.040705"
"399006","2018-07-13","0.050054"
"399006","2018-07-20","-0.005508"
"399006","2018-07-27","-0.009308"
"399006","2018-08-03","-0.070841"
"399006","2018-08-10","0.020316"
"399006","2018-08-17","-0.051201"
"399006","2018-08-24","0.011005"
"399006","2018-08-31","-0.010269"
"399006","2018-09-07","-0.006947"
"399006","2018-09-14","-0.041161"
"399006","2018-09-21","0.032603"
"399006","2018-09-28","0.000157"
"399006","2018-10-05","0.000000"
"399006","2018-10-12","-0.101275"
"399006","2018-10-19","-0.014598"
"399006","2018-10-26","0.010639"
"399006","2018-11-02","0.067362"
"399006","2018-11-09","-0.018874"
"399006","2018-11-16","0.060818"
"399006","2018-11-23","-0.067373"
"399006","2018-11-30","0.015779"
"399006","2018-12-07","0.008748"
"399006","2018-12-14","-0.022789"
"399006","2018-12-21","-0.030641"
"399006","2018-12-28","-0.015570"
"399006","2019-01-04","-0.004293"
"399006","2019-01-11","0.013173"
"399006","2019-01-18","0.006298"
"399006","2019-01-25","-0.003159"
"399006","2019-02-01","0.004568"
"399006","2019-02-08","0.000000"
"399006","2019-02-15","0.068090"
"399006","2019-02-22","0.072515"
"399006","2019-03-01","0.076615"
"399006","2019-03-08","0.055242"
"399006","2019-03-15","0.004919"
"399006","2019-03-22","0.018791"
"399006","2019-03-29","-0.000188"
"399006","2019-04-05","0.049432"
"399006","2019-04-12","-0.045876"
"399006","2019-04-19","0.011833"
"399006","2019-04-26","-0.033787"
"399006","2019-05-03","-0.020534"
"399006","2019-05-10","-0.055371"
"399006","2019-05-17","-0.035937"
"399006","2019-05-24","-0.023669"
"399006","2019-05-31","0.027644"
"399006","2019-06-07","-0.045565"
"399006","2019-06-14","0.026767"
"399006","2019-06-21","0.048042"
"399006","2019-06-28","-0.008073"
"399006","2019-07-05","0.023969"
"399006","2019-07-12","-0.019165"
"399006","2019-07-19","0.015748"
"399006","2019-07-26","0.012889"
"399006","2019-08-02","-0.003272"
"399006","2019-08-09","-0.031500"
"399006","2019-08-16","0.039986"
"399006","2019-08-23","0.030336"
"399006","2019-08-30","-0.002885"
"399006","2019-09-06","0.050494"
"399006","2019-09-13","0.010834"
"399006","2019-09-20","-0.003230"
"399006","2019-09-27","-0.033732"
"399006","2019-10-04","-0.012132"
"399006","2019-10-11","0.024140"
"399006","2019-10-18","-0.010924"
"399006","2019-10-25","0.016204"
"399006","2019-11-01","0.006959"
"399006","2019-11-08","0.014356"
"399006","2019-11-15","-0.021290"
"399006","2019-11-22","0.002997"
"399006","2019-11-29","-0.008874"
"399006","2019-12-06","0.037183"
"399006","2019-12-13","0.016569"
"399006","2019-12-20","0.009282"
"399006","2019-12-27","-0.002328"
"399006","2020-01-03","0.038714"
"399006","2020-01-10","0.037136"
"399006","2020-01-17","0.014870"
"399006","2020-01-24","-0.002468"
"399006","2020-01-31","0.000000"
"399006","2020-02-07","0.045679"
"399006","2020-02-14","0.026501"
"399006","2020-02-21","0.076077"
"399006","2020-02-28","-0.069644"
"399006","2020-03-06","0.058589"
"399006","2020-03-13","-0.074036"
"399006","2020-03-20","-0.056897"
"399006","2020-03-27","-0.005830"
"399006","2020-04-03","0.001468"
"399006","2020-04-10","0.022662"
"399006","2020-04-17","0.036353"
"399006","2020-04-24","-0.008424"
"399006","2020-05-01","0.032781"
"399006","2020-05-08","0.026969"
"399006","2020-05-15","-0.000439"
"399006","2020-05-22","-0.036584"
"399006","2020-05-29","0.019579"
"399006","2020-06-05","0.038199"
"399006","2020-06-12","0.018644"
"399006","2020-06-19","0.051063"
"399006","2020-06-26","0.027172"
"399006","2020-07-03","0.033616"
"399006","2020-07-10","0.128279"
"399006","2020-07-17","-0.041770"
"399006","2020-07-24","-0.012980"
"399006","2020-07-31","0.063762"
"399006","2020-08-07","-0.016258"
"399006","2020-08-14","-0.029543"
"399006","2020-08-21","-0.013587"
"399006","2020-08-28","0.047631"
"399006","2020-09-04","-0.009313"
"399006","2020-09-11","-0.071569"
"399006","2020-09-18","0.023442"
"399006","2020-09-25","-0.021438"
"399006","2020-10-02","0.013514"
"399006","2020-10-09","0.038130"
"399006","2020-10-16","0.019291"
"399006","2020-10-23","-0.045386"
"399006","2020-10-30","0.021155"
"399006","2020-11-06","0.029070"
"399006","2020-11-13","-0.009608"
"399006","2020-11-20","-0.014674"
"399006","2020-11-27","-0.018035"
"399006","2020-12-04","0.042706"
"399006","2020-12-11","-0.015767"
"399006","2020-12-18","0.034582"
"399006","2020-12-25","0.021603"
"399006","2021-01-01","0.044162"
"399006","2021-01-08","0.062208"
"399006","2021-01-15","-0.019308"
"399006","2021-01-22","0.086828"
"399006","2021-01-29","-0.068302"
"399006","2021-02-05","0.020724"
"399006","2021-02-12","0.068918"
"399006","2021-02-19","-0.037575"
"399006","2021-02-26","-0.113048"
"399006","2021-03-05","-0.014461"
"399006","2021-03-12","-0.040098"
"399006","2021-03-19","-0.030940"
"399006","2021-03-26","0.027655"
"399006","2021-04-02","0.038912"
"399006","2021-04-09","-0.024157"
"399006","2021-04-16","0.000017"
"399006","2021-04-23","0.075849"
"399006","2021-04-30","0.032362"
"399006","2021-05-07","-0.058544"
"399006","2021-05-14","0.042398"
"399006","2021-05-21","0.026189"
"399006","2021-05-28","0.038234"
"399006","2021-06-04","0.003193"
"399006","2021-06-11","0.017235"
"399006","2021-06-18","-0.017969"
"399006","2021-06-25","0.033487"
"399006","2021-07-02","-0.004123"
"399006","2021-07-09","0.022620"
"399006","2021-07-16","0.006845"
"399006","2021-07-23","0.010845"
"399006","2021-07-30","-0.008557"
"399006","2021-08-06","0.014743"
"399006","2021-08-13","-0.041759"
"399006","2021-08-20","-0.045507"
"399006","2021-08-27","0.020098"
"399006","2021-09-03","-0.047566"
"399006","2021-09-10","0.041863"
"399006","2021-09-17","-0.011989"
"399006","2021-09-24","0.004558"
"399006","2021-10-01","0.011481"
"399006","2021-10-08","-0.000444"
"399006","2021-10-15","0.010211"
"399006","2021-10-22","0.002622"
"399006","2021-10-29","0.020017"
"399006","2021-11-05","0.000623"
"399006","2021-11-12","0.023082"
"399006","2021-11-19","-0.003260"
"399006","2021-11-26","0.014597"
"399006","2021-12-03","0.002825"
"399006","2021-12-10","-0.003412"
"399006","2021-12-17","-0.009363"
"399006","2021-12-24","-0.039959"
"399006","2021-12-31","0.007754"
