"Indexcd","Idxinfo01","Idxinfo06","Idxinfo09","Idxinfo11"
"000001","上证综合指数","1","1","1991-07-15"
"000001CNY01","上证综合全收益指数","1","1","2020-10-09"
"000002","上证A股指数","1","1","1992-02-21"
"000003","上证B股指数","1","1","1992-02-21"
"000004","上证工业类指数","1","1","1993-05-03"
"000005","上证商业类指数","1","1","1993-05-03"
"000006","上证地产业类指数","1","1","1993-05-03"
"000007","上证公用事业类指数","1","1","1993-05-03"
"000008","上证综合业类指数","1","1","1993-05-03"
"000009","上证380指数","1","1","2010-11-29"
"000010","上证180指数","1","1","2002-07-01"
"000011","上证基金指数","1","1","2000-06-09"
"000012","上证国债指数(全价)","1","1","2003-01-02"
"000013","上证企业债指数(全价)","1","3","2003-06-09"
"000015","上证红利指数","1","1","2005-01-04"
"000016","上证50指数","1","1","2004-01-02"
"000017","新上证综指","1","1","2006-01-04"
"000018","上证180金融股指数","1","1","2007-12-10"
"000019","上证公司治理指数","1","1","2008-01-02"
"000020","上证中型企业综合指数","1","1","2008-05-12"
"000021","上证180公司治理指数","1","1","2008-09-10"
"000022","上证公司债指数(全价)","1","1","2008-11-19"
"000023","上证分离债指数","1","1","2008-11-19"
"000025","上证180基建指数","1","1","2008-12-15"
"000026","上证180资源指数","1","1","2008-12-15"
"000027","上证180交通运输指数","1","1","2008-12-15"
"000028","上证180成长指数","1","1","2009-01-09"
"000029","上证180价值指数","1","1","2009-01-09"
"000030","上证180相对成长指数","1","1","2009-01-09"
"000031","上证180相对价值指数","1","1","2009-01-09"
"000032","上证能源行业指数","1","1","2009-01-09"
"000033","上证原材料行业指数","1","1","2009-01-09"
"000034","上证工业行业指数","1","1","2009-01-09"
"000035","上证可选消费行业指数","1","1","2009-01-09"
"000036","上证主要消费行业指数","1","1","2009-01-09"
"000037","上证医药卫生行业指数","1","1","2009-01-09"
"000038","上证金融地产行业指数","1","1","2009-01-09"
"000039","上证信息技术行业指数","1","1","2009-01-09"
"000040","上证电信业务行业指数","1","1","2009-01-09"
"000041","上证公用事业行业指数","1","1","2009-01-09"
"000042","上证中央企业50指数","1","1","2009-03-30"
"000043","上证超级大盘指数","1","1","2009-04-23"
"000044","上证中盘指数","1","1","2009-07-03"
"000045","上证小盘指数","1","1","2009-07-03"
"000046","上证中小盘指数","1","1","2009-07-03"
"000047","上证全指","1","1","2009-07-03"
"000048","上证社会责任指数","1","1","2009-08-05"
"000049","上证民营企业50指数","1","1","2009-08-25"
"000050","上证50等权重指数","1","1","2011-01-04"
"000051","上证180等权重指数","1","1","2011-05-24"
"000052","上证50基本面加权指数","1","1","2012-01-09"
"000053","上证180基本面加权指数","1","1","2012-01-09"
"000054","上证海外上市A股指数","1","1","2010-01-04"
"000055","上证地方国有企业50指数","1","1","2010-01-04"
"000056","上证国有企业100指数","1","1","2010-01-04"
"000057","上证全指成长指数","1","1","2010-01-04"
"000058","上证全指价值指数","1","1","2010-01-04"
"000059","上证全指相对成长指数","1","1","2010-01-04"
"000060","上证全指相对价值指数","1","1","2010-01-04"
"000061","上证企债30指数(全价)","1","1","2010-01-04"
"000062","上证沪企指数","1","1","2010-01-04"
"000063","上证周期行业50指数","1","1","2010-02-03"
"000064","上证非周期行业100指数","1","1","2010-02-03"
"000065","上证龙头企业指数","1","1","2010-02-09"
"000066","上证大宗商品股票指数","1","1","2010-04-30"
"000067","上证新兴产业指数","1","1","2010-04-30"
"000068","上证自然资源指数","1","1","2010-05-28"
"000069","上证消费80指数","1","1","2010-05-28"
"000070","上证能源行业分层等权重指数","1","1","2010-08-18"
"000071","上证原材料行业分层等权重指数","1","1","2010-08-18"
"000072","上证工业行业分层等权重指数","1","1","2010-08-18"
"000073","上证可选消费行业分层等权重指数","1","1","2010-08-18"
"000074","上证主要消费行业分层等权重指数","1","1","2010-08-18"
"000075","上证医药卫生行业分层等权重指数","1","1","2010-08-18"
"000076","上证金融地产行业分层等权重指数","1","1","2010-08-18"
"000077","上证信息技术行业分层等权重指数","1","1","2010-08-18"
"000078","上证电信业务行业分层等权重指数","1","1","2010-08-18"
"000079","上证公用事业行业分层等权重指数","1","1","2010-08-18"
"000090","上证流通指数","1","1","2010-12-02"
"000091","上证财富中小盘指数","1","1","2011-04-06"
"000092","上证资源50指数","1","1","2011-05-10"
"000093","上证180行业分层等权重指数","1","1","2011-05-24"
"000094","上证上游产业指数","1","1","2011-05-10"
"000095","上证中游产业指数","1","1","2011-05-10"
"000096","上证下游产业指数","1","1","2011-05-10"
"000097","上证高端装备制造60指数","1","1","2011-05-24"
"000098","上证基本面200指数","1","1","2011-07-01"
"000099","上证基本面300指数","1","1","2011-07-01"
"000100","上证基本面500指数","1","1","2011-07-01"
"000101","上证5年期信用债指数(全价)","1","1","2013-04-01"
"000102","上证投资品指数","1","1","2011-06-13"
"000103","上证消费品指数","1","1","2011-06-13"
"000104","上证380能源指数","1","1","2011-06-13"
"000105","上证380原材料指数","1","1","2011-06-13"
"000106","上证380工业指数","1","1","2011-06-13"
"000107","上证380可选消费指数","1","1","2011-06-13"
"000108","上证380主要消费指数","1","1","2011-06-13"
"000109","上证380医药卫生指数","1","1","2011-06-13"
"000110","上证380金融地产指数","1","1","2011-06-13"
"000111","上证380信息技术指数","1","1","2011-06-13"
"000112","上证380电信业务指数","1","1","2011-06-13"
"000113","上证380公用事业指数","1","1","2011-06-13"
"000114","上证可持续发展产业主题指数","1","1","2011-08-22"
"000115","上证380等权重指数","1","1","2011-08-12"
"000116","上证信用债100指数(全价)","1","1","2013-02-26"
"000117","上证380成长指数","1","1","2011-10-18"
"000118","上证380价值指数","1","1","2011-10-18"
"000119","上证380相对成长指数","1","1","2011-10-18"
"000120","上证380相对价值指数","1","1","2011-10-18"
"000121","上证医药主题指数","1","1","2011-10-18"
"000122","上证农业主题指数","1","1","2011-10-18"
"000123","上证180动态指数","1","1","2013-02-08"
"000124","上证100等权重指数","1","1","9999-12-31"
"000125","上证180稳定指数","1","1","2013-02-08"
"000126","上证消费50指数","1","1","2011-12-09"
"000128","上证380基本面加权指数","1","1","2012-01-09"
"000129","上证180波动率加权指数","1","1","2012-01-09"
"000130","上证380波动率加权指数","1","1","2012-01-09"
"000131","上证高新技术企业指数","1","1","2012-02-10"
"000132","上证100指数","1","1","2012-04-20"
"000133","上证150指数","1","1","2012-04-20"
"000134","上证银行股指数","1","1","2012-05-28"
"000135","上证180高贝塔指数","1","1","2012-08-06"
"000136","上证180低贝塔指数","1","1","2012-08-06"
"000137","上证380高贝塔指数","1","1","2012-08-06"
"000138","上证380低贝塔指数","1","1","2012-08-06"
"000139","上证可转换债券指数","1","1","2012-09-12"
"000140","上证5年期国债指数","1","1","2012-09-12"
"000141","上证380动态指数","1","1","2013-02-08"
"000142","上证380稳定指数","1","1","2013-02-08"
"000145","上证优势资源产业指数","1","1","2012-05-28"
"000146","上证优势制造产业指数","1","1","2012-05-28"
"000147","上证优势消费产业指数","1","1","2012-05-28"
"000148","上证消费服务领先指数","1","1","2012-05-28"
"000149","上证180红利指数","1","1","2012-07-20"
"000150","上证380红利指数","1","1","2012-07-20"
"000151","上证国有企业红利指数","1","1","2012-07-20"
"000152","上证中央企业红利指数","1","1","2012-07-20"
"000153","上证民营企业红利指数","1","1","2012-07-20"
"000155","上证市值百强指数","1","1","2012-07-20"
"000158","上证环保产业指数","1","1","2012-09-25"
"000159","上证沪股通指数","1","1","2014-11-17"
"000160","上证一带一路主题指数","1","1","2015-06-24"
"000161","上证中国制造2025主题指数","1","1","2015-10-29"
"000162","上证互联网+主题指数","1","1","2015-10-29"
"000170","上证50AH优选指数(人民币)(转播代码)","1","9","2016-12-28"
"000171","中国战略新兴产业成份指数","1","9","2017-01-25"
"000188","上证50ETF波动率指数","1","1","2016-11-28"
"000300","沪深300指数","1","3","2005-04-08"
"000500","中证中国内地企业500指数(人民币)","3","9","2014-10-17"
"000500HKD00","中证中国内地企业500指数(港元)","3","9","2020-07-13"
"000500USD00","中证中国内地企业500指数(美元)","3","9","2014-10-17"
"000501","中证中国内地企业1000指数(人民币)","3","9","2016-05-10"
"000501HKD00","中证中国内地企业1000指数(港元)","3","9","2020-07-13"
"000501USD00","中证中国内地企业1000指数(美元)","3","9","2016-05-10"
"000682","上证科创板新一代信息技术指数","1","1","2021-08-16"
"000688","上证科创板50成份指数","1","1","2020-07-23"
"000801","中证资源80指数","1","3","2011-11-08"
"000802","中证500沪市指数","1","1","2011-11-08"
"000803","沪深300波动率加权指数","1","3","2012-01-09"
"000804","中证500波动率加权指数","1","3","2012-01-09"
"000805","中证A股资源产业指数","1","3","2012-01-06"
"000806","中证消费服务领先指数","1","3","2012-02-10"
"000807","中证申万食品饮料指数(食品饮料)","1","3","2012-02-17"
"000808","中证申万医药生物指数(医药生物)","1","3","2012-02-17"
"000810","中证细分能源产业主题指数","1","3","2012-04-11"
"000811","中证细分有色金属产业主题指数","1","3","2012-04-11"
"000812","中证细分机械设备产业主题指数","1","3","2012-04-11"
"000813","中证细分化工产业主题指数","1","3","2012-04-11"
"000814","中证细分医药产业主题指数","1","3","2012-04-11"
"000815","中证细分食品饮料产业主题指数","1","3","2012-04-11"
"000816","中证细分房地产产业主题指数","1","3","2012-04-11"
"000817","中证兴证海西主题指数","1","3","2011-09-27"
"000818","中证细分金融产业主题指数","1","3","2012-04-11"
"000819","中证申万有色金属指数(有色金属)","1","3","2012-05-09"
"000820","中证申万煤炭指数(煤炭指数)","1","3","2012-05-09"
"000821","沪深300红利指数","1","3","2012-07-20"
"000822","中证500红利指数","1","3","2012-07-20"
"000823","中证800有色金属指数","1","3","2012-12-21"
"000824","中证国有企业红利指数","1","3","2012-07-20"
"000825","中证中央企业红利指数","1","3","2012-07-20"
"000826","中证民营企业红利指数","1","3","2012-07-20"
"000827","中证环保产业指数","1","3","2012-09-25"
"000828","沪深300高贝塔指数","1","3","2012-08-06"
"000829","沪深300低贝塔指数","1","3","2012-08-06"
"000830","中证500高贝塔指数","1","3","2012-08-06"
"000831","中证500低贝塔指数","1","3","2012-08-06"
"000832","中证可转换债券指数","1","3","2012-09-12"
"000833","中证1-7年中高收益企债指数(全价)","1","3","2012-09-10"
"000834","中证银华价值股债恒定组合70/30指数","1","3","2012-08-30"
"000835","中证银华价值股债恒定组合30/70指数","1","3","2012-08-30"
"000836","中证银华成长股债恒定组合70/30指数","1","3","2012-08-30"
"000837","中证银华成长股债恒定组合30/70指数","1","3","2012-08-30"
"000838","中证创业价值指数","1","3","2012-09-26"
"000839","中证浙江企业综合指数","1","3","2012-11-09"
"000840","中证浙江民营企业指数","1","3","2012-11-09"
"000841","中证800制药与生物科技指数(二级)","1","3","2012-12-21"
"000842","中证800等权重指数","1","3","2012-12-21"
"000843","沪深300动态指数","1","3","2013-01-07"
"000844","沪深300稳定指数","1","3","2013-01-07"
"000845","中证中期信用债指数","1","9","2012-09-18"
"000846","中证财通中国可持续发展100(ECPI ESG)指数","1","3","2012-10-16"
"000847","中证腾讯济安价值100A股指数","1","3","2013-11-18"
"000849","沪深300非银行金融指数","1","3","2012-12-21"
"000850","沪深300有色金属指数","1","3","2012-12-21"
"000851","中证百度百发策略100指数","1","","2014-08-28"
"000852","中证1000指数","1","3","2014-10-17"
"000853","中证申万一带一路主题投资指数","1","3","2015-04-23"
"000854","500原料","1","","2015-12-03"
"000855","央视财经500指数","1","3","2014-11-03"
"000856","500工业","1","","2015-12-03"
"000857","500医药","1","","2015-12-03"
"000858","500信息","1","","2015-12-03"
"000859","中证国企一带一路指数","1","3","2019-05-16"
"000860","中证央企结构调整指数","1","3","2018-03-26"
"000861","中证央企创新驱动指数","1","3","2019-05-16"
"000863","CS精准医","1","","2016-12-13"
"000865","上海国企","1","","2016-12-13"
"000867","中证香港中小企业投资主题指数","1","4","2015-08-26"
"000869","中证香港银行投资指数(港币)","1","4","2016-04-22"
"000891","中国战略新兴产业综合指数","1","9","2017-01-25"
"000901","中证南方小康产业指数","1","1","2006-01-09"
"000902","中证流通指数","1","3","2006-02-27"
"000903","中证100指数","1","3","2006-05-29"
"000904","中证中盘200指数","1","3","2007-01-15"
"000905","中证小盘500指数","1","3","2007-01-15"
"000906","中证800指数","1","3","2007-01-15"
"000907","中证中小盘700指数","1","3","2007-01-15"
"000908","沪深300能源(一级行业)指数","1","3","2007-07-02"
"000909","沪深300原材料(一级行业)指数","1","3","2007-07-02"
"000910","沪深300工业指数","1","3","2007-07-02"
"000911","沪深300可选消费指数","1","3","2007-07-02"
"000912","沪深300主要消费指数","1","3","2007-07-02"
"000913","沪深300医药卫生指数","1","3","2007-07-02"
"000914","沪深300金融地产指数","1","3","2007-07-02"
"000915","沪深300信息技术指数","1","3","2007-07-02"
"000916","沪深300电信业务指数","1","3","2007-07-02"
"000917","沪深300公用事业(一级行业)指数","1","3","2007-07-02"
"000918","沪深300成长指数","1","3","2008-01-21"
"000919","沪深300价值指数","1","3","2008-01-21"
"000920","沪深300相对成长指数","1","3","2008-01-21"
"000921","沪深300相对价值指数","1","3","2008-01-21"
"000922","中证红利指数","1","3","2008-05-26"
"000923","中证公司债指数(全价)","1","3","2008-11-19"
"000924","中证分离债指数","1","3","2008-11-19"
"000925","中证锐联基本面50指数","1","3","2009-02-26"
"000926","中证中央企业综合指数","1","3","2009-03-30"
"000927","中证中央企业100指数","1","3","2009-03-30"
"000928","中证能源指数","1","3","2009-07-03"
"000929","中证原材料指数","1","3","2009-07-03"
"000930","中证工业指数","1","3","2009-07-03"
"000931","中证可选消费指数","1","3","2009-07-03"
"000932","中证主要消费指数","1","3","2009-07-03"
"000933","中证医药卫生指数","1","3","2009-07-03"
"000934","中证金融地产指数","1","3","2009-07-03"
"000935","中证信息技术指数","1","3","2009-07-03"
"000936","中证电信业务指数","1","3","2009-07-03"
"000937","中证公用事业指数","1","3","2009-07-03"
"000938","中证民营企业综合指数","1","3","2009-08-25"
"000939","中证民企成长指数","1","3","2009-08-25"
"000940","中证财富大盘指数","1","3","2009-09-25"
"000941","中证内地新能源主题指数","1","3","2009-10-28"
"000942","中证内地消费主题指数","1","3","2009-10-28"
"000943","中证新型基础设施建设50指数","1","3","2009-10-28"
"000944","中证内地资源主题指数","1","3","2009-10-28"
"000945","中证内地运输主题指数","1","3","2009-10-28"
"000946","中证内地金融主题指数","1","3","2009-10-28"
"000947","中证内地银行主题指数","1","3","2009-10-28"
"000948","中证内地地产主题指数","1","3","2009-10-28"
"000949","中证农业主题指数","1","3","2009-10-28"
"000950","沪深300基建主题指数","1","3","2009-10-28"
"000951","沪深300银行指数","1","3","2009-10-28"
"000952","沪深300地产指数","1","3","2009-10-28"
"000953","中证地方国有企业综合指数","1","3","2010-02-09"
"000954","中证地方国有企业100指数","1","3","2010-02-09"
"000955","中证国有企业综合指数","1","3","2010-02-09"
"000956","中证国有企业200指数","1","3","2010-02-09"
"000957","沪深300运输指数","1","3","2010-03-17"
"000958","中证创业成长指数","1","3","2010-03-24"
"000959","中证银河99指数","1","3","2010-02-09"
"000961","中证上游资源产业指数","1","3","2010-04-16"
"000962","中证中游制造产业指数","1","3","2010-04-16"
"000963","中证下游消费与服务产业指数","1","3","2010-04-16"
"000964","中证新兴产业指数","1","3","2010-04-30"
"000965","中证锐联基本面200指数","1","3","2010-06-02"
"000966","中证锐联基本面400指数","1","3","2010-06-02"
"000967","中证锐联基本面600指数","1","3","2010-06-02"
"000968","沪深300周期行业指数","1","3","2010-05-28"
"000969","沪深300非周期行业指数","1","3","2010-05-28"
"000970","中证ECPI ESG可持续发展40指数","1","1","2010-09-17"
"000971","中证等权重90指数","1","3","2010-12-02"
"000972","沪深300沪市指数","1","1","2010-12-02"
"000973","中证技术领先指数","1","3","2011-01-04"
"000974","中证800金融指数","1","3","2013-05-09"
"000975","中证钱江30指数","1","3","2014-01-02"
"000976","新华金牛50指数","1","3","2014-02-18"
"000977","中证内地低碳经济主题指数","1","3","2011-01-21"
"000978","中证医药100指数","1","3","2011-03-18"
"000979","中证大宗商品股票指数","1","3","2011-08-22"
"000980","中证超级大盘指数","1","3","2011-05-10"
"000981","沪深300行业分层等权重指数","1","3","2011-06-13"
"000982","中证500等权重指数","1","3","2011-06-13"
"000983","中国智能资产指数","1","3","2011-06-17"
"000984","沪深300等权重指数","1","3","2011-08-02"
"000985","中证全指指数","1","3","2011-08-02"
"000986","中证全指能源指数","1","3","2011-08-02"
"000987","中证全指原材料指数","1","3","2011-08-02"
"000988","中证全指工业指数","1","3","2011-08-02"
"000989","中证全指可选消费指数","1","3","2011-08-02"
"000990","中证全指主要消费指数","1","3","2011-08-02"
"000991","中证全指医药卫生指数","1","3","2011-08-02"
"000992","中证全指金融地产指数","1","3","2011-08-02"
"000993","中证全指信息技术指数","1","3","2011-08-02"
"000994","中证全指电信业务指数","1","3","2011-08-02"
"000995","中证全指公用事业指数","1","3","2011-08-02"
"000996","中证领先行业指数","1","3","2011-08-02"
"000997","中证大消费360指数","1","3","2011-11-11"
"000998","中证TMT产业主题指数","1","3","2011-11-08"
"000999","中证两岸三地500指数","1","9","2010-12-20"
"133333","MSCI中国A股在岸实时指数(人民币)","3","","2005-05-10"
"395001","主板A股","2","2","2004-12-13"
"395002","主板B股","2","2","2004-12-13"
"395003","中小板","2","2","2004-12-13"
"395004","创业板","2","2","2004-12-13"
"395005","存托凭证","2","2","2018-07-02"
"395011","封闭基金","2","2","2004-12-13"
"395012","LOFs","2","2","2004-12-13"
"395013","ETFs","2","2","2004-12-13"
"395014","分级基金","2","2","2004-12-13"
"395021","可转债","2","2","2004-12-13"
"395022","企业债","2","2","2004-12-13"
"395023","企债回购","2","2","2004-12-13"
"395024","公司债","2","2","2004-12-13"
"395031","国债","2","2","2004-12-13"
"395032","债券回购","2","2","2004-12-13"
"395041","股票权证","2","2","2004-12-13"
"395099","总成交","2","2","2004-12-13"
"399001","深证成份指数","2","2","1995-01-23"
"399002","深证成份A股指数","2","2","1995-01-23"
"399003","深证成份B股指数","2","2","1995-01-23"
"399004","深证100指数(收益)","2","2","2006-04-24"
"399005","中小企业100指数","2","2","2010-04-12"
"399006","创业板指数(价格)","2","2","2010-06-01"
"399007","深证300指数(价格)","2","2","2009-11-04"
"399008","中小企业300指数","2","2","2010-03-22"
"399009","深证200指数","2","2","2011-09-01"
"399010","深证700指数","2","2","2011-09-01"
"399011","深证1000指数","2","2","2011-09-01"
"399012","创业板300指数","2","2","2013-01-07"
"399013","深市精选指数","2","2","2014-05-30"
"399015","深证中小创新指数","2","2","2015-03-24"
"399016","深证创新指数","2","2","2016-12-01"
"399017","中小企业创新指数","2","2","2016-12-01"
"399018","创业板创新指数","2","2","2016-12-01"
"399030","创业板碳中和科技动力指数","2","2","2021-09-26"
"399050","国证深圳创新引擎指数","2","2","2018-07-31"
"399060","国证CIKD碳中和科技动力指数","2","2","2021-09-26"
"399088","深证创新100指数","2","2","2020-02-18"
"399100","深证新指数","2","2","2006-02-16"
"399101","中小企业综合指数","2","2","2007-11-19"
"399102","创业板综合指数","2","2","2010-08-20"
"399103","深证乐富基金指数","2","2","2011-12-02"
"399106","深证综合指数","2","2","1991-04-04"
"399107","深证综合A股指数","2","2","1992-10-04"
"399108","深证综合B股指数","2","2","1992-10-06"
"399110","农林牧渔指数","2","2","2001-07-02"
"399120","采掘业指数","2","2","2001-07-02"
"399130","制造业指数","2","2","2001-07-02"
"399131","食品饮料指数","2","2","2001-07-02"
"399132","纺织服装指数","2","2","2001-07-02"
"399133","木材家具指数","2","2","2001-07-02"
"399134","造纸印刷指数","2","2","2001-07-02"
"399135","石化塑胶指数","2","2","2001-07-02"
"399136","电子指数","2","2","2001-07-02"
"399137","金属非金属指数","2","2","2001-07-02"
"399138","机械设备指数","2","2","2001-07-02"
"399139","医药生物指数","2","2","2001-07-02"
"399140","水电煤气指数","2","2","2001-07-02"
"399150","建筑业指数","2","2","2001-07-02"
"399160","运输仓储指数","2","2","2001-07-02"
"399170","信息技术指数","2","2","2001-07-02"
"399180","批发零售指数","2","2","2001-07-02"
"399190","金融保险指数","2","2","2001-07-02"
"399200","房地产业指数","2","2","2001-07-02"
"399210","社会服务指数","2","2","2001-07-02"
"399220","传播文化指数","2","2","2001-07-02"
"399230","综合类指数","2","2","2001-07-02"
"399231","农林指数","2","2","2013-03-04"
"399232","采矿指数","2","2","2013-03-04"
"399233","制造指数","2","2","2013-03-04"
"399234","水电指数","2","2","2013-03-04"
"399235","建筑指数","2","2","2013-03-04"
"399236","批零指数","2","2","2013-03-04"
"399237","运输指数","2","2","2013-03-04"
"399238","餐饮指数","2","2","2013-03-04"
"399239","IT指数","2","2","2013-03-04"
"399240","金融指数","2","2","2013-03-04"
"399241","地产指数","2","2","2013-03-04"
"399242","商务指数","2","2","2013-03-04"
"399243","科研指数","2","2","2013-03-04"
"399244","公共指数","2","2","2013-03-04"
"399248","文化指数","2","2","2013-03-04"
"399249","综企指数","2","2","2013-03-04"
"399269","创业板质量优势100指数","2","2","2021-01-12"
"399275","创业板医药卫生指数","2","2","2020-10-25"
"399276","创业板科技指数","2","2","2020-10-25"
"399277","深证公共健康50指数","2","2","2020-05-08"
"399278","深证长江经济带100指数","2","2","2020-05-08"
"399279","深证云科技50指数","2","2","2020-05-08"
"399280","深证生物医药50指数","2","2","2020-05-08"
"399281","深证消费电子50指数","2","2","2020-05-08"
"399282","深证大数据50指数","2","2","2020-02-18"
"399283","深证机器人50指数","2","2","2020-02-18"
"399284","深证人工智能50指数","2","2","2020-02-18"
"399285","深证物联网50指数","2","2","2020-02-18"
"399286","深证区块链50指数","2","2","2019-12-24"
"399290","深证投资级可转债及可交换债券指数","2","2","2019-06-06"
"399291","国证创业板中盘精选88指数","2","2","2019-11-06"
"399292","深证民企发展指数","2","2","2019-03-05"
"399293","创业板大盘指数","2","2","2019-04-18"
"399294","深证中小创业质量指数","2","2","2019-06-06"
"399295","创业板低波蓝筹指数","2","2","2019-01-23"
"399296","创业板动量成长指数","2","2","2019-01-23"
"399297","深证新浪大数据100指数","2","2","2017-12-22"
"399298","深证中高等级信用债指数","2","2","2014-09-25"
"399299","深证中低等级信用债指数","2","2","2014-09-25"
"399300","沪深300指数","2","3","2005-04-08"
"399301","深证信用债综合指数","2","2","2013-04-15"
"399302","深证公司债综合指数","2","2","2013-04-15"
"399303","国证小盘指数","2","3","2014-03-28"
"399305","深市基金指数","2","2","2000-07-03"
"399306","深证ETF指数","2","2","2011-12-02"
"399307","深证可转换债券综合指数","2","2","2014-08-27"
"399310","巨潮50指数","2","3","2005-09-05"
"399311","巨潮1000指数","2","3","2005-02-03"
"399312","巨潮300指数","2","3","2005-02-03"
"399313","巨潮100指数","2","3","2005-01-04"
"399314","巨潮大盘指数","2","3","2005-02-03"
"399315","巨潮中盘指数","2","3","2005-02-03"
"399316","巨潮小盘指数","2","3","2005-02-03"
"399317","巨潮A股指数","2","3","2005-02-03"
"399318","巨潮B股指数","2","3","2005-02-03"
"399319","巨潮资源优势指数","2","3","2005-01-04"
"399320","巨潮公共服务指数","2","3","2005-01-04"
"399321","巨潮红利指数","2","3","2005-01-04"
"399322","巨潮治理指数","2","3","2005-12-12"
"399324","深证红利指数(价格)","2","2","2006-01-24"
"399326","深证成长40指数(价格)","2","2","2006-01-24"
"399328","深证治理指数(价格)","2","2","2006-01-24"
"399329","中小板指数","2","2","2006-01-24"
"399330","深证100指数(价格)","2","2","2006-01-24"
"399332","深证创新指数(价格)","2","2","2006-02-27"
"399333","中小企业100全收益指数","2","2","2006-12-27"
"399335","深证央企指数(价格)","2","2","2009-08-03"
"399337","深证民营指数(价格)","2","2","2009-08-03"
"399339","深证科技指数(价格)","2","2","2009-08-03"
"399341","深证企业社会责任指数(价格)","2","2","2009-08-03"
"399344","深证300指数(收益)","2","2","2009-11-04"
"399346","深证300成长指数(价格)","2","2","2009-11-04"
"399348","深证300价值指数(价格)","2","2","2009-11-04"
"399350","巨潮国元皖江30指数","2","3","2012-12-18"
"399351","国证深圳创新示范100指数","2","3","2004-09-01"
"399352","深圳报业综合指数","2","3","2005-02-03"
"399353","巨潮物流行业指数","2","3","2005-03-01"
"399354","新财富最佳分析师指数","2","3","2006-11-25"
"399355","CBN长三角指数","2","3","2007-07-02"
"399356","CBN珠三角指数","2","3","2007-07-02"
"399357","CBN环渤海指数","2","3","2007-07-02"
"399358","巨潮泰达环保指数","2","3","2008-01-02"
"399359","巨潮基建指数","2","3","2009-08-03"
"399360","巨潮装备指数","2","3","2009-08-03"
"399361","国证在线消费指数","2","3","2009-08-03"
"399362","巨潮民营指数","2","3","2009-08-03"
"399363","巨潮科技指数","2","3","2009-08-03"
"399364","国证消费100指数","2","3","2009-08-03"
"399365","巨潮农业综合企业指数","2","3","2009-11-04"
"399366","巨潮大宗商品生产商指数","2","3","2009-11-04"
"399367","巨潮房地产指数","2","3","2009-11-04"
"399368","巨潮航天军工指数","2","3","2009-11-04"
"399369","巨潮-CBN-兴业全球基金社会责任指数","2","3","2009-11-04"
"399370","巨潮成长指数","2","3","2010-01-04"
"399371","巨潮价值指数","2","3","2010-01-04"
"399372","巨潮大盘成长指数","2","3","2010-01-04"
"399373","巨潮大盘价值指数","2","3","2010-01-04"
"399374","巨潮中盘成长指数","2","3","2010-01-04"
"399375","巨潮中盘价值指数","2","3","2010-01-04"
"399376","巨潮小盘成长指数","2","3","2010-01-04"
"399377","巨潮小盘价值指数","2","3","2010-01-04"
"399378","国证ESG300指数","2","3","2010-09-20"
"399379","巨潮上市基金指数","2","3","2011-12-02"
"399380","巨潮ETF指数","2","3","2011-12-02"
"399381","巨潮1000能源行业指数","2","3","2011-12-02"
"399382","巨潮1000原材料行业指数","2","3","2011-12-02"
"399383","巨潮1000工业行业指数","2","3","2011-12-02"
"399384","巨潮1000可选消费行业指数","2","3","2011-12-02"
"399385","巨潮1000主要消费行业指数","2","3","2011-12-02"
"399386","巨潮1000医药卫生行业指数","2","3","2011-12-02"
"399387","巨潮1000金融地产行业指数","2","3","2011-12-02"
"399388","巨潮1000信息技术行业指数","2","3","2011-12-02"
"399389","国证通信指数","2","3","2011-12-02"
"399390","巨潮1000公用事业行业指数","2","3","2011-12-02"
"399391","巨潮色诺芬投资时钟指数","2","3","2012-03-26"
"399392","巨潮-中金战略性新兴产业指数","2","3","2012-03-28"
"399393","国证房地产行业指数","2","3","2012-08-20"
"399394","国证医药卫生行业指数","2","3","2012-10-29"
"399395","国证有色金属行业指数","2","3","2012-10-29"
"399396","国证食品饮料行业指数","2","3","2012-10-29"
"399397","巨潮华侨城文化产业指数","2","3","2012-11-09"
"399398","巨潮绩效指数","2","3","2012-11-19"
"399399","巨潮中经GDP指数","2","3","2012-11-23"
"399400","巨潮大中盘指数","2","3","2013-03-20"
"399401","巨潮中小盘指数","2","3","2013-03-20"
"399402","巨潮周期行业100指数","2","3","2013-10-28"
"399403","巨潮防御行业100指数","2","3","2013-10-28"
"399404","巨潮大盘低波动率指数","2","3","2013-12-05"
"399405","巨潮大盘高贝塔指数","2","3","2013-12-05"
"399406","巨潮中盘低波动率指数","2","3","2013-12-05"
"399407","巨潮中盘高贝塔指数","2","3","2013-12-05"
"399408","巨潮小盘低波动率指数","2","3","2013-12-05"
"399409","巨潮小盘高贝塔指数","2","3","2013-12-05"
"399410","苏州率先指数","2","3","2013-12-12"
"399411","巨潮红利加权100指数","2","3","2014-04-10"
"399412","国证新能源指数","2","3","2014-05-16"
"399413","国证可转换债券综合指数","2","3","2014-08-27"
"399415","大数据100指数","2","3","2014-09-12"
"399416","大数据300指数","2","3","2014-09-12"
"399417","国证新能源汽车指数","2","3","2014-09-24"
"399418","国证国家安全指数","2","3","2014-11-21"
"399419","国证高铁指数","2","3","2014-12-10"
"399420","国证保险证券指数","2","3","2014-12-10"
"399422","中关村A指","2","3","2016-12-21"
"399423","中关村50指数","2","3","2015-02-05"
