"Indexcd","Idxinfo01","Idxinfo06","Idxinfo09","Idxinfo11"
"H30245","中证香港300内地低波动指数(人民币)","3","4","2013-10-15"
"H30246","中证香港300内地低贝塔指数(人民币)","3","4","2013-10-15"
"H30247","中证香港300内地高贝塔指数(人民币)","3","4","2013-10-15"
"H30248","中证香港100等权重指数(人民币)","3","4","2013-10-15"
"H30249","中证香港内地股等权重指数(人民币)","3","4","2013-10-15"
"H30250","中证500能源指数","3","3","2013-11-06"
"H30251","中证500原材料指数","3","3","2013-11-06"
"H30252","中证500工业指数","3","3","2013-11-06"
"H30253","中证500可选消费指数","3","3","2013-11-06"
"H30254","中证500主要消费指数","3","3","2013-11-06"
"H30255","中证500医药卫生指数","3","3","2013-11-06"
"H30256","中证500金融地产指数","3","3","2013-11-06"
"H30257","中证500信息技术指数","3","3","2013-11-06"
"H30258","中证500电信业务指数","3","3","2013-11-06"
"H30259","中证500公用事业指数","3","3","2013-11-06"
"H30260","沪深300动量指数","3","3","2013-11-21"
"H30261","沪深300等风险加权指数","3","3","2013-11-21"
"H30263","中证腾讯济安价值100A股指数","1","3","2013-11-18"
"H30264","中证稳健股票上市分级基金指数","3","2","2014-01-08"
"H30265","中证进取股票上市分级基金指数","3","2","2014-01-08"
"H30266","中证进取债券上市分级基金指数","3","2","2014-01-08"
"H30267","中证海外高收益债券ETF指数(美元)","3","","2013-12-18"
"H30268","中证海外高收益债券ETF指数(人民币)","3","","2013-12-18"
"H30269","中证红利低波动指数","3","3","2013-12-19"
"H30270","中证红利价值指数","3","3","2013-12-19"
"H30271","中证100动态指数","3","3","2014-01-17"
"H30272","中证100稳定指数","3","3","2014-01-17"
"H30273","中证200动态指数","3","3","2014-01-17"
"H30274","中证200稳定指数","3","3","2014-01-17"
"H30310","中证500净收益美元指数","3","","2014-04-15"
"H30311","中证可选净收益美元指数","3","","2014-04-15"
"H30312","中证消费净收益美元指数","3","","2014-04-15"
"H30313","中证医药净收益美元指数","3","","2014-04-15"
"H30314","中证金融净收益美元指数","3","","2014-04-15"
"H30315","中证信息净收益美元指数","3","","2014-04-15"
"H30316","中证工业净收益美元指数","3","","2014-04-15"
"H30317","中证材料净收益美元指数","3","","2014-04-15"
"H30318","中证科技传媒通信150指数","3","3","2014-04-15"
"H30322","中证股债风险平价指数","3","3","2014-06-09"
"H30324","中证香港300银行指数(港币)","3","4","2014-05-21"
"H30325","中证香港300运输指数(港币)","3","4","2014-05-21"
"H30326","中证香港300资源指数(港币)","3","4","2014-05-21"
"H30327","中证香港300基建指数(港币)","3","4","2014-05-21"
"H30328","中证香港300物流指数(港币)","3","4","2014-05-21"
"H30329","中证香港300休闲指数(港币)","3","4","2014-05-21"
"H30330","中证香港300细分行业龙头指数(港币)","3","4","2014-05-21"
"H30331","中证香港300行业龙头指数(港币)","3","4","2014-05-21"
"H30332","中证香港50指数(港币)","3","4","2014-05-21"
"H30334","中证香港300银行指数(人民币)","3","4","2014-05-21"
"H30335","中证香港300运输指数(人民币)","3","4","2014-05-21"
"H30336","中证香港300资源指数(人民币)","3","4","2014-05-21"
"H30337","中证香港300基建指数(人民币)","3","4","2014-05-21"
"H30338","中证香港300物流指数(人民币)","3","4","2014-05-21"
"H30339","中证香港300休闲指数(人民币)","3","4","2014-05-21"
"H30340","中证香港300细分行业龙头指数(人民币)","3","4","2014-05-21"
"H30341","中证香港300行业龙头指数(人民币)","3","4","2014-05-21"
"H30342","中证香港50指数(人民币)","3","4","2014-05-21"
"H30344","中证健康产业指数","3","3","2014-06-06"
"H30345","沪深300波动率控制20%指数","3","3","2014-07-08"
"H30346","沪深300波动率控制10%指数","3","3","2014-07-08"
"H30347","中证500波动率控制25%指数","3","3","2014-07-08"
"H30348","中证500波动率控制15%指数","3","3","2014-07-08"
"H30350","中证辽宁股交中心市场发展指数","3","","2014-04-25"
"H30351","中证500成长指数","3","3","2014-06-09"
"H30352","中证500价值指数","3","3","2014-06-09"
"H30353","中证500相对成长指数","3","3","2014-06-09"
"H30354","中证500相对价值指数","3","3","2014-06-09"
"H30355","中证800成长指数","3","3","2014-06-09"
"H30356","中证800价值指数","3","3","2014-06-09"
"H30357","中证800相对成长指数","3","3","2014-06-09"
"H30358","中证800相对价值指数","3","3","2014-06-09"
"H30359","中证转型成长指数","3","3","2014-07-11"
"H30362","中证锐联基本面300指数","3","3","2014-07-22"
"H30363","中证锐联基本面500指数","3","3","2014-07-22"
"H30364","沪深300最小方差指数","3","3","2014-07-08"
"H30365","中证文娱传媒指数","3","3","2014-07-21"
"H30366","中证高分红指数","3","1","2014-07-21"
"H30368","中证高新技术企业指数","3","3","2014-07-17"
"H30372","中证社会发展安全产业主题指数","3","3","2014-07-21"
"H30373","中证百度百发策略100指数","1","3","2014-07-30"
"H30374","中证中国内地企业全球综合指数(人民币)","3","9","2014-07-31"
"H30375","中证中国内地企业全球能源综合指数(人民币)","3","9","2014-07-31"
"H30376","中证中国内地企业全球原材料综合指数(人民币)","3","9","2014-07-31"
"H30377","中证中国内地企业全球工业综合指数(人民币)","3","9","2014-07-31"
"H30378","中证中国内地企业全球可选消费综合指数(人民币)","3","9","2014-07-31"
"H30379","中证中国内地企业全球主要消费综合指数(人民币)","3","9","2014-07-31"
"H30380","中证中国内地企业全球医药卫生综合指数(人民币)","3","9","2014-07-31"
"H30381","中证中国内地企业全球金融地产综合指数(人民币)","3","9","2014-07-31"
"H30382","中证中国内地企业全球信息技术综合指数(人民币)","3","9","2014-07-31"
"H30383","中证中国内地企业全球电信业务综合指数(人民币)","3","9","2014-07-31"
"H30384","中证中国内地企业全球公用事业综合指数(人民币)","3","9","2014-07-31"
"H30385","中证中国内地企业全球综合指数(美元)","3","9","2014-07-31"
"H30386","中证中国内地企业全球能源综合指数(美元)","3","9","2014-07-31"
"H30387","中证中国内地企业全球原材料综合指数(美元)","3","9","2014-07-31"
"H30388","中证中国内地企业全球工业综合指数(美元)","3","9","2014-07-31"
"H30389","中证中国内地企业全球可选消费综合指数(美元)","3","9","2014-07-31"
"H30390","中证中国内地企业全球主要消费综合指数(美元)","3","9","2014-07-31"
"H30391","中证中国内地企业全球医药卫生综合指数(美元)","3","9","2014-07-31"
"H30392","中证中国内地企业全球金融地产综合指数(美元)","3","9","2014-07-31"
"H30393","中证中国内地企业全球信息技术综合指数(美元)","3","9","2014-07-31"
"H30394","中证中国内地企业全球电信业务综合指数(美元)","3","9","2014-07-31"
"H30395","中证中国内地企业全球公用事业综合指数(美元)","3","9","2014-07-31"
"H30396","中证高等级短融指数","3","6","2014-11-05"
"H30397","中证高等级短融美元指数","3","","2014-12-01"
"H30398","中证高等级短融美元对冲指数","3","6","2014-11-05"
"H30401","沪深300股息点指数","3","3","2014-09-25"
"H30402","中证500股息点指数","3","3","2014-09-25"
"H30403","沪深300日报酬正向两倍指数","3","3","2014-09-02"
"H30404","沪深300日报酬反向一倍指数","3","3","2014-09-02"
"H30405","沪深300美元对冲指数","3","","2014-11-03"
"H30406","中证500美元对冲指数","3","3","2014-11-03"
"H30418","中证香港100动量指数(价格指数)","3","4","2014-10-24"
"H30419","中证香港200动量指数(价格指数)","3","4","2014-10-24"
"H30420","中证香港50等风险贡献指数(价格指数)","3","4","2014-10-24"
"H30421","中证香港100等风险贡献指数(价格指数)","3","4","2014-10-24"
"H30422","中证香港50等权重指数(价格指数)","3","4","2014-10-24"
"H30434","中证香港100动量指数(全收益指数)","3","4","2014-10-24"
"H30435","中证香港200动量指数(全收益指数)","3","4","2014-10-24"
"H30436","中证香港50等风险贡献指数(全收益指数)","3","4","2014-10-24"
"H30437","中证香港100等风险贡献指数(全收益指数)","3","4","2014-10-24"
"H30438","中证香港50等权重指数(全收益指数)","3","4","2014-10-24"
"H30439","中证1000能源指数","3","3","2014-10-17"
"H30440","中证1000原材料指数","3","3","2014-10-17"
"H30441","中证1000工业指数","3","3","2014-10-17"
"H30442","中证1000可选消费指数","3","3","2014-10-17"
"H30443","中证1000主要消费指数","3","3","2014-10-17"
"H30444","中证1000医药卫生指数","3","3","2014-10-17"
"H30445","中证1000金融地产指数","3","3","2014-10-17"
"H30446","中证1000信息技术指数","3","3","2014-10-17"
"H30447","中证1000电信业务指数","3","3","2014-10-17"
"H30448","中证1000公用事业指数","3","3","2014-10-17"
"H30449","中证红利波动率控制20%指数","3","3","2014-11-19"
"H30450","中证红利波动率控制10%指数","3","3","2014-11-19"
"H30454","中证1000美元对冲指数","3","3","2014-11-03"
"H30455","中证沪港深500指数(人民币)","3","9","2014-11-28"
"H30456","中证沪港深互联互通中小综合指数(人民币)","3","9","2014-11-28"
"H30457","中证沪港深互联互通综合指数(人民币)","3","9","2014-11-28"
"H30458","中证沪港深500能源指数(人民币)","3","9","2014-11-28"
"H30459","中证沪港深500原材料指数(人民币)","3","9","2014-11-28"
"H30460","中证沪港深500工业指数(人民币)","3","9","2014-11-28"
"H30461","中证沪港深500可选消费指数(人民币)","3","9","2014-11-28"
"H30462","中证沪港深500主要消费指数(人民币)","3","9","2014-11-28"
"H30463","中证沪港深500医药卫生指数(人民币)","3","9","2014-11-28"
"H30464","中证沪港深500金融地产指数 (人民币)","3","9","2014-11-28"
"H30465","中证沪港深500信息技术指数(人民币)","3","9","2014-11-28"
"H30466","中证沪港深500电信业务指数(人民币)","3","9","2014-11-28"
"H30467","中证沪港深500公用事业指数(人民币)","3","9","2014-11-28"
"H30468","中证沪港深互联互通中小综合能源指数(人民币)","3","9","2014-11-28"
"H30469","中证沪港深互联互通中小综合原材料指数(人民币)","3","9","2014-11-28"
"H30470","中证沪港深互联互通中小综合工业指数(人民币)","3","9","2014-11-28"
"H30471","中证沪港深互联互通中小综合可选消费指数(人民币)","3","9","2014-11-28"
"H30472","中证沪港深互联互通中小综合主要消费指数(人民币)","3","9","2014-11-28"
"H30473","中证沪港深互联互通中小综合医药卫生指数(人民币)","3","9","2014-11-28"
"H30474","中证沪港深互联互通中小综合金融地产指数(人民币)","3","9","2014-11-28"
"H30475","中证沪港深互联互通中小综合信息技术指数(人民币)","3","9","2014-11-28"
"H30476","中证沪港深互联互通中小综合电信业务指数(人民币)","3","9","2014-11-28"
"H30477","中证沪港深互联互通中小综合公用事业指数(人民币)","3","9","2014-11-28"
"H30478","中证沪港深互联互通综合能源指数(人民币)","3","9","2014-11-28"
"H30479","中证沪港深互联互通综合原材料指数(人民币)","3","9","2014-11-28"
"H30480","中证沪港深互联互通综合工业指数(人民币)","3","9","2014-11-28"
"H30481","中证沪港深互联互通综合可选消费指数(人民币)","3","9","2014-11-28"
"H30482","中证沪港深互联互通综合主要消费指数(人民币)","3","9","2014-11-28"
"H30483","中证沪港深互联互通综合医药卫生指数(人民币)","3","9","2014-11-28"
"H30484","中证沪港深互联互通综合金融地产指数(人民币)","3","9","2014-11-28"
"H30485","中证沪港深互联互通综合信息技术指数(人民币)","3","9","2014-11-28"
"H30486","中证沪港深互联互通综合电信业务指数(人民币)","3","9","2014-11-28"
"H30487","中证沪港深互联互通综合公用事业指数(人民币)","3","9","2014-11-28"
"H30488","中证沪港深500指数(港元)","3","9","2014-11-28"
"H30489","中证沪港深互联互通中小综合指数(港元)","3","9","2014-11-28"
"H30490","中证沪港深互联互通综合指数(港元)","3","9","2014-11-28"
"H30491","中证沪港深500能源指数(港元)","3","9","2014-11-28"
"H30492","中证沪港深500原材料指数(港元)","3","9","2014-11-28"
"H30493","中证沪港深500工业指数(港元)","3","9","2014-11-28"
"H30494","中证沪港深500可选消费指数(港元)","3","9","2014-11-28"
"H30495","中证沪港深500主要消费指数(港元)","3","9","2014-11-28"
"H30496","中证沪港深500医药卫生指数(港元)","3","9","2014-11-28"
"H30497","中证沪港深500金融地产指数 (港元)","3","9","2014-11-28"
"H30498","中证沪港深500信息技术指数(港元)","3","9","2014-11-28"
"H30499","中证沪港深500电信业务指数 (港元)","3","9","2014-11-28"
"H30500","中证沪港深500公用事业指数(港元)","3","9","2014-11-28"
"H30501","中证沪港深互联互通中小综合能源指数(港元)","3","9","2014-11-28"
"H30502","中证沪港深互联互通中小综合原材料指数(港元)","3","9","2014-11-28"
"H30503","中证沪港深互联互通中小综合工业指数(港元)","3","9","2014-11-28"
"H30504","中证沪港深互联互通中小综合可选消费指数(港元)","3","9","2014-11-28"
"H30505","中证沪港深互联互通中小综合主要消费指数(港元)","3","9","2014-11-28"
"H30506","中证沪港深互联互通中小综合医药卫生指数(港元)","3","9","2014-11-28"
"H30507","中证沪港深互联互通中小综合金融地产指数(港元)","3","9","2014-11-28"
"H30508","中证沪港深互联互通中小综合信息技术指数(港元)","3","9","2014-11-28"
"H30509","中证沪港深互联互通中小综合电信业务指数(港元)","3","9","2014-11-28"
"H30510","中证沪港深互联互通中小综合公用事业指数(港元)","3","9","2014-11-28"
"H30511","中证沪港深互联互通综合能源指数(港元)","3","9","2014-11-28"
"H30512","中证沪港深互联互通综合原材料指数(港元)","3","9","2014-11-28"
"H30513","中证沪港深互联互通综合工业指数(港元)","3","9","2014-11-28"
"H30514","中证沪港深互联互通综合可选消费指数(港元)","3","9","2014-11-28"
"H30515","中证沪港深互联互通综合主要消费指数(港元)","3","9","2014-11-28"
"H30516","中证沪港深互联互通综合医药卫生指数(港元)","3","9","2014-11-28"
"H30517","中证沪港深互联互通综合金融地产指数(港元)","3","9","2014-11-28"
"H30518","中证沪港深互联互通综合信息技术指数(港元)","3","9","2014-11-28"
"H30519","中证沪港深互联互通综合电信业务指数(港元)","3","9","2014-11-28"
"H30520","中证沪港深互联互通综合公用事业指数(港元)","3","9","2014-11-28"
"H30521","中证中票100指数","3","6","2014-11-25"
"H30524","中证500等风险加权指数","3","3","2015-01-06"
"H30525","沪深300行业等风险加权指数","3","3","2015-01-06"
"H30526","中证500行业等风险加权指数","3","3","2015-01-06"
"H30527","中证商品期货短期期限成份指数","3","7","2014-12-31"
"H30528","中证商品期货中期期限成份指数","3","7","2014-12-31"
"H30529","中证农产品期货短期期限成份指数","3","7","2014-12-31"
"H30530","中证农产品期货中期期限成份指数","3","7","2014-12-31"
"H30531","中证精工制造指数","3","3","2014-12-18"
"H30532","中证资源优选指数","3","3","2014-12-18"
"H30533","中证海外中国互联网50指数(人民币)","3","4","2014-12-29"
"H30534","中证海外中国互联网50指数(美元)","3","4","2014-12-29"
"H30535","中证互联网指数","3","3","2015-01-12"
"H30537","中证淘金大数据100指数","3","3","2015-01-21"
"H30544","中证沪港深互联互通上游指数(人民币)","3","9","2015-03-13"
"H30545","中证沪港深互联互通中游指数(人民币)","3","9","2015-03-13"
"H30546","中证沪港深互联互通下游指数(人民币)","3","9","2015-03-13"
"H30547","中证沪港深互联互通周期指数(人民币)","3","9","2015-03-13"
"H30548","中证沪港深互联互通非周期指数(人民币)","3","9","2015-03-13"
"H30550","中证沪港深互联互通金融服务指数(人民币)","3","9","2015-03-13"
"H30551","中证沪港深互联互通现代服务指数(人民币)","3","9","2015-03-13"
"H30552","中证沪港深互联互通TMT指数(人民币)","3","9","2015-03-13"
"H30554","中证沪港深互联互通信息产业指数(人民币)","3","9","2015-03-13"
"H30555","中证沪港深互联互通银行指数(人民币)","3","9","2015-03-13"
"H30556","中证沪港深互联互通运输指数(人民币)","3","9","2015-03-13"
"H30557","中证沪港深互联互通资源指数(人民币)","3","9","2015-03-13"
"H30558","中证沪港深互联互通基建指数(人民币)","3","9","2015-03-13"
"H30559","中证沪港深互联互通物流指数(人民币)","3","9","2015-03-13"
"H30560","中证沪港深互联互通休闲指数(人民币)","3","9","2015-03-13"
"H30561","中证沪港深500上游指数(人民币)","3","9","2015-03-13"
"H30562","中证沪港深500中游指数(人民币)","3","9","2015-03-13"
"H30563","中证沪港深500下游指数(人民币)","3","9","2015-03-13"
"H30564","中证沪港深500周期指数(人民币)","3","9","2015-03-13"
"H30565","中证沪港深500非周期指数(人民币)","3","9","2015-03-13"
"H30566","中证沪港深互联互通上游指数(港元)","3","9","2015-03-13"
"H30567","中证沪港深互联互通中游指数(港元)","3","9","2015-03-13"
"H30568","中证沪港深互联互通下游指数(港元)","3","9","2015-03-13"
"H30569","中证沪港深互联互通周期指数(港元)","3","9","2015-03-13"
"H30570","中证沪港深互联互通非周期指数(港元)","3","9","2015-03-13"
"H30572","中证沪港深互联互通金融服务指数(港元)","3","9","2015-03-13"
"H30573","中证沪港深互联互通现代服务指数(港元)","3","9","2015-03-13"
"H30574","中证沪港深互联互通TMT指数(港元)","3","9","2015-03-13"
"H30576","中证沪港深互联互通信息产业指数(港元)","3","9","2015-03-13"
"H30577","中证沪港深互联互通银行指数(港元)","3","9","2015-03-13"
"H30578","中证沪港深互联互通运输指数(港元)","3","9","2015-03-13"
"H30579","中证沪港深互联互通资源指数(港元)","3","9","2015-03-13"
"H30580","中证沪港深互联互通基建指数(港元)","3","9","2015-03-13"
"H30581","中证沪港深互联互通物流指数(港元)","3","9","2015-03-13"
"H30582","中证沪港深互联互通休闲指数(港元)","3","9","2015-03-13"
"H30583","中证沪港深500上游指数(港元)","3","9","2015-03-13"
"H30584","中证沪港深500中游指数(港元)","3","9","2015-03-13"
"H30585","中证沪港深500下游指数(港元)","3","9","2015-03-13"
"H30586","中证沪港深500周期指数(港元)","3","9","2015-03-13"
"H30587","中证沪港深500非周期指数(港元)","3","9","2015-03-13"
"H30588","中证证券保险指数","3","3","2015-02-02"
"H30590","中证机器人指数","3","3","2015-02-10"
"H30597","中证新材料主题指数","3","3","2015-02-13"
"H40043","上证养老产业指数(全收益)","1","1","2014-06-06"
"H40044","上证健康产业指数(全收益)","1","1","2014-06-06"
"H40079","上证混合所有制改革指数(全收益)","1","1","2015-08-03"
"H40080","上证中小国企改革指数(全收益)","1","1","2015-08-03"
"H40082","上证上海改革发展主题指数(全收益)","1","1","2015-08-03"
"H50001","上证180能源指数","1","1","2012-06-29"
"H50002","上证180原材料指数","1","1","2012-06-29"
"H50003","上证180工业指数","1","1","2012-06-29"
"H50004","上证180可选消费指数","1","1","2012-06-29"
"H50005","上证180主要消费指数","1","1","2012-06-29"
"H50006","上证180医药卫生指数","1","1","2012-06-29"
"H50007","上证180金融地产指数","1","1","2012-06-29"
"H50008","上证180信息技术指数","1","1","2012-06-29"
"H50009","上证180电信业务指数","1","1","2012-06-29"
"H50010","上证180公用事业指数","1","1","2012-06-29"
"H50011","上证环渤海龙头企业指数","1","1","2012-09-27"
"H50012","上证长三角龙头企业指数","1","1","2012-09-27"
"H50013","上证泛珠三角龙头企业指数","1","1","2012-09-27"
"H50014","上证中部崛起龙头企业指数","1","1","2012-09-27"
"H50015","上证西部大开发龙头企业指数","1","1","2012-09-27"
"H50016","上证东北振兴龙头企业指数","1","1","2012-09-27"
"H50017","上证战略性信息产业指数","1","1","2012-12-20"
"H50018","上证文化产业指数","1","1","2013-03-26"
"H50019","上证红利回报指数","1","1","2013-03-27"
"H50020","上证红利潜力指数","1","1","2013-07-02"
"H50021","上证能源红利指数","1","1","2013-07-02"
"H50022","上证原材料红利指数","1","1","2013-07-02"
"H50023","上证工业红利指数","1","1","2013-07-02"
"H50024","上证可选消费红利指数","1","1","2013-07-02"
"H50025","上证主要消费红利指数","1","1","2013-07-02"
"H50026","上证医药卫生红利指数","1","1","2013-07-02"
"H50027","上证金融地产红利指数","1","1","2013-07-02"
"H50028","上证信息技术红利指数","1","1","2013-07-02"
"H50029","上证电信业务红利指数","1","1","2013-07-02"
"H50030","上证公用事业红利指数","1","1","2013-07-02"
"H50031","上证绿色城镇指数","1","1","2013-08-26"
"H50032","上证城镇交通指数","1","1","2013-08-26"
"H50033","上证城镇消费指数","1","1","2013-08-26"
"H50034","上证城镇基建指数","1","1","2013-08-26"
"H50035","上证智能交通指数","1","1","2013-08-26"
"H50036","上证军工指数","1","1","2013-12-26"
"H50037","上证城镇化指数","1","1","2013-08-26"
"H50038","上证智慧城镇指数","1","1","2013-08-26"
"H50039","上证科技信息传媒产业指数","1","1","2013-12-25"
"H50040","上证红利低波动指数","1","1","2014-03-21"
"H50041","上证股债风险平价指数","3","1","2014-10-28"
"H50042","上证红利价值指数","1","1","2014-03-21"
"H50043","上证养老产业指数","1","1","2014-06-06"
"H50044","上证健康产业指数","1","1","2014-06-06"
"H50045","上证180两倍杠杆指数","1","1","2014-06-19"
"H50046","上证180反向指数","1","1","2014-06-19"
"H50047","上证180反向两倍杠杆指数","1","1","2014-06-19"
"H50048","上证50波动率控制20%指数","1","3","2014-07-08"
"H50049","上证50波动率控制10%指数","1","3","2014-07-08"
"H50050","上证180波动率控制20%指数","1","3","2014-07-08"
"H50051","上证180波动率控制10%指数","1","3","2014-07-08"
"H50052","上证国有企业改革指数","3","1","2014-10-28"
"H50053","上证移动互联网指数","1","1","2014-07-11"
"H50054","上证文体休闲指数","1","1","2014-07-21"
"H50055","上证大农业指数","1","1","2014-07-22"
"H50056","上证智能家居指数","1","1","2014-09-17"
"H50057","上证180动量指数","1","1","2014-11-13"
"H50058","上证380动量指数","1","1","2014-11-13"
"H50059","上证180股息点指数","1","1","2014-09-25"
"H50060","上证50股息点指数","1","1","2014-09-25"
"H50061","上证50美元对冲指数","1","1","2014-11-03"
"H50062","上证180美元对冲指数","1","1","2014-11-03"
"H50063","上证380美元对冲指数","1","1","2014-11-03"
"H50064","上证红利波动率控制20%指数","1","3","2014-11-19"
"H50065","上证红利波动率控制10%指数","1","3","2014-11-19"
"H50066","上证沪港通AH溢价指数","1","9","2014-11-17"
"H50067","上证180等风险加权指数","1","1","2015-03-16"
"H50068","上证380等风险加权指数","1","1","2015-03-16"
"H50069","上证港股通指数","1","4","2015-02-16"
"HERMES","埃及HERMES指数","","","2003-05-18"
"HEX","OMX赫尔辛基指数","","","9999-12-31"
"HEX25","OMX赫尔辛基25指数","","","9999-12-31"
"HFIN2SI","恒生H股金融2倍短仓指数","","","2009-07-20"
"HFINLI","恒生H股金融杠杆指数","","","2009-07-20"
"HFINSI","恒生H股金融短仓指数","","","2009-07-20"
"HGX","PHLX住房部门","","","9999-12-31"
"HHIDPI","国企指数红利点指数","","","9999-12-31"
"HSABA","恒生A股通大湾区指数","","9","2019-04-15"
"HSBACG","恒生沪深港通大湾区消费品指数","","9","2019-04-15"
"HSBACS","恒生沪深港通大湾区消费服务指数","","9","2019-04-15"
"HSBAF","恒生沪深港通大湾区金融业指数","","9","2019-04-15"
"HSBAGFZ","恒生沪深港通大湾区广佛肇指数","","9","2019-04-15"
"HSBAHD","恒生沪深港通大湾区高股息率指数","","9","2019-06-24"
"HSBAHK","恒生沪深港通大湾区香港指数","","9","2019-04-15"
"HSBAI","恒生沪深港通大湾区工业指数","","9","2019-04-15"
"HSBAI50","恒生沪深港通大湾区创新精选50指数","","9","2019-05-14"
"HSBAIN","恒生沪深港通大湾区基建运输指数","","9","2019-04-15"
"HSBAIT","恒生沪深港通大湾区资讯科技业指数","","9","2019-04-15"
"HSBAMZJ","恒生沪深港通大湾区澳珠中江指数","","9","2019-04-15"
"HSBANE","恒生沪深港通大湾区新经济指数","","9","2019-04-15"
"HSBAPC","恒生沪深港通大湾区地产建筑业指数","","9","2019-04-15"
"HSBAQG","恒生沪深港通大湾区质量成长指数","","9","2019-04-15"
"HSBAQL","恒生沪深港通大湾区优质生活指数","","9","2019-04-15"
"HSBART","恒生沪深港通大湾区区域龙头指数","","9","2019-04-15"
"HSBASDH","恒生沪深港通大湾区深莞惠指数","","9","2019-04-15"
"HSBBAC","恒生沪深港通大湾区综合指数","","9","2018-05-21"
"HSBCI","恒生广义消费指数","","","2013-07-22"
"HSC","恒生商业及工业指数","","","9999-12-31"
"HSC50","恒生神州50指数","","","2008-06-30"
"HSC500","恒生沪深港通中国500指数","","9","2020-06-22"
"HSCA300","恒生A股通300指数","","3","2020-06-22"
"HSCADII","恒生A股防御行业指数","","","2020-06-22"
"HSCAHAI","恒生沪深港通AH股A+H指数","","","2007-07-09"
"HSCAHHI","恒生沪深港通AH股H指数","","","2007-07-09"
"HSCAHI","恒生沪深港通AH股A指数","","","2007-07-09"
"HSCAHPI","恒生沪深港通AH股溢价指数","","","2007-07-09"
"HSCAHSI","恒生沪深港通AH股精明指数","","","2013-07-22"
"HSCAIE","恒生A股创业指数","","2","2019-07-15"
"HSCAII","恒生A股(可投资)指数","","4","2021-01-25"
"HSCAIT","恒生A股行业龙头指数","","","2009-09-21"
"HSCALCI","恒生A股低波幅全选指数","","4","2021-01-18"
"HSCALSI","恒生A股低波幅智选指数","","4","2021-01-18"
"HSCAMCI","恒生A股动量全选指数","","4","2021-05-17"
"HSCAMSI","恒生A股动量智选指数","","4","2021-05-17"
"HSCAQCI","恒生A股质量全选指数","","4","2021-05-17"
"HSCAQSI","恒生A股质量智选指数","","4","2021-05-17"
"HSCAS50","恒生A股通高持股50指数","","4","2021-03-29"
"HSCASCI","恒生A股规模全选指数","","4","2021-05-17"
"HSCASSI","恒生A股规模智选指数","","4","2021-05-17"
"HSCASUS","恒生A股可持续发展企业指数","","","2010-07-26"
"HSCASUSB","恒生A股可持续发展企业基准指数","","","2011-09-05"
"HSCAT100","恒生A股100强指数","","","2013-03-18"
"HSCAT500","恒生A股500强指数","","","2013-03-18"
"HSCAVCI","恒生A股价值全选指数","","4","2021-05-17"
"HSCAVSI","恒生A股价值智选指数","","4","2021-05-17"
"HSCAYCI","恒生A股股息率全选指数","","4","2021-05-17"
"HSCAYSI","恒生A股股息率智选指数","","4","2021-05-17"
"HSCCI","恒生香港中资企业指数","","4","1997-06-16"
"HSCCNFI","恒生沪深港通中国新基建指数","","","2020-06-22"
"HSCECC","恒生国指备兑认购期权指数","","4","2019-06-24"
"HSCEEKH","恒生国指ESG韩元对冲指数","","4","2021-01-25"
"HSCEENKH","恒生国指ESG净股息韩元对冲40点递减指数","","","2021-07-19"
"HSCEESG","恒生国指ESG指数","","4","2019-05-14"
"HSCEEURD","恒生国指欧罗每日对冲指数","","4","2019-08-05"
"HSCEEURH","恒生国指欧罗对冲指数","","4","2018-05-28"
"HSCEEWI","恒生中国企业等权重指数","","","2012-06-04"
"HSCEF2L","恒生中国企业期货2倍杠杆指数","","","2017-12-04"
"HSCEFI","恒生中国企业期货指数","","","2015-07-13"
"HSCEFKH","恒生国指期货韩元对冲3.4%递减指数(总回报)","","4","2021-02-22"
"HSCEFRFI","恒生中国企业期货人民币外汇指数","","","2015-07-13"
"HSCEFS","恒生中国企业期货短仓指数","","","2017-12-04"
"HSCEGBPH","恒生国指英镑对冲指数","","4","2018-05-28"
"HSCEI","恒生中国企业指数","","4","1994-08-08"
"HSCEI2SI","恒生国企2倍短仓指数","","","2008-09-01"
"HSCEIEK","恒生国指ESG韩元转换每日重置指数","","4","2021-04-12"
"HSCEIGTRI","恒生中国企业指数(总股息累计指数)","","4","2004-10-11"
"HSCEILI","恒生国企杠杆指数","","","2008-09-01"
"HSCEINTRI","恒生中国企业指数(净股息累计指数)","","4","2018-08-20"
"HSCEISI","恒生国企短仓指数","","","2008-09-01"
"HSCEJPYH","恒生国指日圆对冲指数","","4","2018-05-28"
"HSCEKHD","恒生国指净股息韩元对冲400点递减指数","","4","2021-05-03"
"HSCENCC","恒生国指净股息累计备兑认购期权指数","","4","2019-06-24"
"HSCENOCC","恒生国指净股息累计5%价外备兑认购期权指数","","4","2019-06-24"
"HSCEOCC","恒生国指5%价外备兑认购期权指数","","4","2019-06-24"
"HSCERMBH","恒生国指人民币对冲指数","","4","2018-05-28"
"HSCESI","恒生中国企业精明指数","","4","2015-06-08"
"HSCGSI","恒生消费品制造及服务业指数","","","2015-08-17"
"HSCHDY","恒生中国高股息率指数","","4","2020-02-17"
"HSCI","恒生综合指数","","","2001-10-03"
"HSCIC","恒生综合行业指数-综合企业","","","2006-09-11"
"HSCICD","恒生综合行业指数-非必需性消费","","","2006-09-11"
"HSCICG","恒生综合行业指数-消费品制造业","","","2006-09-11"
