"Stkcd","Trdmnt","Mretwd"
"000561","2019-07","0.002899"
"000561","2019-08","0.072254"
"000561","2019-09","-0.091644"
"000561","2019-10","-0.057863"
"000561","2019-11","0.037795"
"000561","2019-12","0.107739"
"000561","2020-01","-0.097260"
"000561","2020-02","-0.042489"
"000561","2020-03","-0.034865"
"000561","2020-04","0.060755"
"000561","2020-05","0.060372"
"000561","2020-06","0.037956"
"000561","2020-07","0.195499"
"000561","2020-08","0.020000"
"000561","2020-09","-0.063437"
"000561","2020-10","-0.139163"
"000561","2020-11","0.034335"
"000561","2020-12","-0.008299"
"000561","2021-01","-0.055788"
"000561","2021-02","-0.031019"
"000561","2021-03","-0.001524"
"000561","2021-04","-0.013741"
"000561","2021-05","0.006192"
"000561","2021-06","0.029231"
"000563","2019-07","0.013514"
"000563","2019-08","-0.091111"
"000563","2019-09","0.004890"
"000563","2019-10","0.004866"
"000563","2019-11","-0.036320"
"000563","2019-12","0.113065"
"000563","2020-01","-0.065463"
"000563","2020-02","-0.079710"
"000563","2020-03","-0.076116"
"000563","2020-04","0.022727"
"000563","2020-05","-0.050000"
"000563","2020-06","0.093911"
"000563","2020-07","0.080863"
"000563","2020-08","0.009975"
"000563","2020-09","-0.061728"
"000563","2020-10","-0.068421"
"000563","2020-11","0.062147"
"000563","2020-12","0.002660"
"000563","2021-01","-0.098143"
"000563","2021-02","-0.011765"
"000563","2021-03","-0.005952"
"000563","2021-04","-0.041916"
"000563","2021-05","0.053125"
"000563","2021-06","-0.035664"
"000564","2019-07","-0.068965"
"000564","2019-08","-0.045268"
"000564","2019-09","0.077586"
"000564","2019-10","-0.112000"
"000564","2019-11","0.009010"
"000564","2019-12","0.066965"
"000564","2020-01","-0.100418"
"000564","2020-02","-0.074419"
"000564","2020-03","0.005025"
"000564","2020-04","0.315000"
"000564","2020-05","0.498099"
"000564","2020-06","0.139594"
"000564","2020-07","-0.031180"
"000564","2020-08","-0.220690"
"000564","2020-09","-0.064897"
"000564","2020-10","-0.066246"
"000564","2020-11","0.125000"
"000564","2020-12","-0.222222"
"000564","2021-01","-0.023166"
"000564","2021-02","-0.249012"
"000564","2021-03","0.410526"
"000564","2021-04","-0.126866"
"000564","2021-05","0.136752"
"000564","2021-06","-0.026316"
"000565","2019-07","-0.073379"
"000565","2019-08","-0.069982"
"000565","2019-09","0.041584"
"000565","2019-10","-0.022814"
"000565","2019-11","-0.052529"
"000565","2019-12","0.106776"
"000565","2020-01","-0.076067"
"000565","2020-02","-0.074297"
"000565","2020-03","0.026030"
"000565","2020-04","-0.025370"
"000565","2020-05","0.000000"
"000565","2020-06","0.018376"
"000565","2020-07","0.126068"
"000565","2020-08","0.030360"
"000565","2020-09","-0.106814"
"000565","2020-10","-0.028866"
"000565","2020-11","0.087049"
"000565","2020-12","-0.074219"
"000565","2021-01","-0.135021"
"000565","2021-02","0.068293"
"000565","2021-03","0.511416"
"000565","2021-04","-0.238671"
"000565","2021-05","0.157781"
"000565","2021-06","-0.049914"
"000566","2019-07","-0.048362"
"000566","2019-08","-0.045902"
"000566","2019-09","0.061856"
"000566","2019-10","-0.016181"
"000566","2019-11","-0.059211"
"000566","2019-12","0.045455"
"000566","2020-01","0.088629"
"000566","2020-02","0.367128"
"000566","2020-03","-0.066292"
"000566","2020-04","-0.152828"
"000566","2020-05","0.034091"
"000566","2020-06","-0.028846"
"000566","2020-07","0.322489"
"000566","2020-08","0.085561"
"000566","2020-09","-0.092611"
"000566","2020-10","-0.104235"
"000566","2020-11","0.089697"
"000566","2020-12","0.026696"
"000566","2021-01","-0.287107"
"000566","2021-02","-0.075988"
"000566","2021-03","-0.044408"
"000566","2021-04","0.032702"
"000566","2021-05","0.008333"
"000566","2021-06","-0.033058"
"000567","2019-07","0.180268"
"000567","2019-08","-0.133127"
"000567","2019-09","0.008333"
"000567","2019-10","0.042503"
"000567","2019-11","-0.091733"
"000567","2019-12","0.123441"
"000567","2020-01","-0.031077"
"000567","2020-02","-0.089347"
"000567","2020-03","0.264151"
"000567","2020-04","-0.171144"
"000567","2020-05","0.373349"
"000567","2020-06","0.124126"
"000567","2020-07","0.039658"
"000567","2020-08","-0.147345"
"000567","2020-09","-0.084211"
"000567","2020-10","-0.116858"
"000567","2020-11","0.052061"
"000567","2020-12","-0.082474"
"000567","2021-01","-0.004494"
"000567","2021-02","-0.028217"
"000567","2021-03","-0.023229"
"000567","2021-04","0.109394"
"000567","2021-05","0.047160"
"000567","2021-06","0.092119"
"000568","2019-07","-0.002351"
"000568","2019-08","0.222631"
"000568","2019-09","-0.120355"
"000568","2019-10","0.023234"
"000568","2019-11","-0.062500"
"000568","2019-12","0.060306"
"000568","2020-01","-0.046493"
"000568","2020-02","-0.094979"
"000568","2020-03","-0.015374"
"000568","2020-04","0.074949"
"000568","2020-05","0.077428"
"000568","2020-06","0.068230"
"000568","2020-07","0.294776"
"000568","2020-08","0.282896"
"000568","2020-09","-0.039799"
"000568","2020-10","0.201672"
"000568","2020-11","0.062783"
"000568","2020-12","0.233622"
"000568","2021-01","0.139459"
"000568","2021-02","-0.087272"
"000568","2021-03","-0.043323"
"000568","2021-04","0.135810"
"000568","2021-05","0.075788"
"000568","2021-06","-0.141880"
"000570","2019-07","-0.070588"
"000570","2019-08","-0.054852"
"000570","2019-09","0.026786"
"000570","2019-10","-0.023913"
"000570","2019-11","-0.033408"
"000570","2019-12","0.057604"
"000570","2020-01","-0.039216"
"000570","2020-02","-0.049887"
"000570","2020-03","0.019093"
"000570","2020-04","0.058548"
"000570","2020-05","0.077434"
"000570","2020-06","-0.086242"
"000570","2020-07","0.125842"
"000570","2020-08","0.043912"
"000570","2020-09","-0.112811"
"000570","2020-10","0.010776"
"000570","2020-11","0.087420"
"000570","2020-12","0.101961"
"000570","2021-01","-0.104982"
"000570","2021-02","0.027833"
"000570","2021-03","0.119923"
"000570","2021-04","-0.084629"
"000570","2021-05","0.037736"
"000570","2021-06","0.049091"
"000571","2019-07","0.098131"
"000571","2019-08","-0.059574"
"000571","2019-09","0.054299"
"000571","2019-10","-0.060086"
"000571","2019-11","0.045662"
"000571","2019-12","0.192140"
"000571","2020-01","-0.054945"
"000571","2020-02","-0.089147"
"000571","2020-03","0.123404"
"000571","2020-04","0.011364"
"000571","2020-05","-0.022472"
"000571","2020-06","0.076628"
"000571","2020-07","0.334520"
"000571","2020-08","0.064000"
"000571","2020-09","-0.095238"
"000571","2020-10","-0.085873"
"000571","2020-11","-0.130303"
"000571","2020-12","-0.076655"
"000571","2021-01","-0.120755"
"000571","2021-02","-0.085837"
"000571","2021-03","0.126760"
"000571","2021-04","-0.125000"
"000571","2021-05","-0.028571"
"000571","2021-06","0.019608"
"000572","2019-07","-0.080402"
"000572","2019-08","-0.065574"
"000572","2019-09","0.081871"
"000572","2019-10","-0.054054"
"000572","2019-11","0.017143"
"000572","2019-12","0.061798"
"000572","2020-01","0.164021"
"000572","2020-02","0.050000"
"000572","2020-03","-0.099567"
"000572","2020-04","-0.091346"
"000572","2020-05","-0.031746"
"000572","2020-06","-0.021858"
"000572","2020-07","0.508380"
"000572","2020-08","0.162963"
"000572","2020-09","-0.070064"
"000572","2020-10","-0.051370"
"000572","2020-11","0.007220"
"000572","2020-12","0.089606"
"000572","2021-01","-0.157895"
"000572","2021-02","0.101562"
"000572","2021-03","0.109929"
"000572","2021-04","0.217253"
"000572","2021-05","0.409449"
"000572","2021-06","-0.059590"
"000573","2019-07","-0.068657"
"000573","2019-08","-0.032051"
"000573","2019-09","-0.062914"
"000573","2019-10","0.060071"
"000573","2019-11","-0.033333"
"000573","2019-12","0.065517"
"000573","2020-01","-0.029126"
"000573","2020-02","-0.076667"
"000573","2020-03","-0.018051"
"000573","2020-04","-0.022059"
"000573","2020-05","-0.033835"
"000573","2020-06","0.038759"
"000573","2020-07","0.210117"
"000573","2020-08","-0.022508"
"000573","2020-09","-0.052632"
"000573","2020-10","-0.034722"
"000573","2020-11","0.129496"
"000573","2020-12","-0.098726"
"000573","2021-01","-0.031802"
"000573","2021-02","-0.014599"
"000573","2021-03","0.003704"
"000573","2021-04","0.070111"
"000573","2021-05","0.093103"
"000573","2021-06","-0.004774"
"000576","2019-07","0.029508"
"000576","2019-08","-0.116773"
"000576","2019-09","-0.037260"
"000576","2019-10","0.039950"
"000576","2019-11","-0.135654"
"000576","2019-12","0.056944"
"000576","2020-01","-0.090670"
"000576","2020-02","-0.093931"
"000576","2020-03","0.156300"
"000576","2020-04","-0.062069"
"000576","2020-05","0.030882"
"000576","2020-06","0.037090"
"000576","2020-07","0.481431"
"000576","2020-08","-0.007428"
"000576","2020-09","0.107577"
"000576","2020-10","-0.105574"
"000576","2020-11","0.026440"
"000576","2020-12","-0.024839"
"000576","2021-01","-0.061321"
"000576","2021-02","0.021106"
"000576","2021-03","0.137795"
"000576","2021-04","-0.053633"
"000576","2021-05","0.048446"
"000576","2021-06","0.056752"
"000581","2019-07","-0.019935"
"000581","2019-08","-0.070368"
"000581","2019-09","-0.031342"
"000581","2019-10","0.024420"
"000581","2019-11","0.108462"
"000581","2019-12","0.024194"
"000581","2020-01","-0.040420"
"000581","2020-02","0.073304"
"000581","2020-03","-0.031600"
"000581","2020-04","0.063158"
"000581","2020-05","-0.026238"
"000581","2020-06","0.108065"
"000581","2020-07","0.065764"
"000581","2020-08","0.130672"
"000581","2020-09","0.007223"
"000581","2020-10","0.023506"
"000581","2020-11","0.008174"
"000581","2020-12","-0.104633"
"000581","2021-01","-0.012937"
"000581","2021-02","0.005679"
"000581","2021-03","0.028671"
"000581","2021-04","0.029561"
"000581","2021-05","-0.013126"
"000581","2021-06","-0.076608"
"000582","2019-07","0.016667"
"000582","2019-08","-0.015301"
"000582","2019-09","-0.029967"
"000582","2019-10","-0.018307"
"000582","2019-11","0.026806"
"000582","2019-12","0.015891"
"000582","2020-01","-0.042458"
"000582","2020-02","-0.054842"
"000582","2020-03","0.119753"
"000582","2020-04","0.088203"
"000582","2020-05","-0.080041"
"000582","2020-06","0.203105"
"000582","2020-07","0.118250"
"000582","2020-08","-0.096586"
"000582","2020-09","-0.103226"
"000582","2020-10","0.027749"
"000582","2020-11","0.152000"
"000582","2020-12","-0.088542"
"000582","2021-01","-0.152381"
"000582","2021-02","0.084270"
"000582","2021-03","0.100518"
"000582","2021-04","-0.161017"
"000582","2021-05","-0.021324"
"000582","2021-06","-0.027252"
"000584","2019-07","-0.126039"
"000584","2019-08","-0.052298"
"000584","2019-09","0.113712"
"000584","2019-10","-0.039039"
"000584","2019-11","-0.078125"
"000584","2019-12","0.062712"
"000584","2020-01","-0.057416"
"000584","2020-02","-0.040609"
"000584","2020-03","-0.045855"
"000584","2020-04","-0.073937"
"000584","2020-05","0.125748"
"000584","2020-06","-0.016844"
"000584","2020-07","0.283906"
"000584","2020-08","-0.092958"
"000584","2020-09","-0.034162"
"000584","2020-10","-0.045016"
"000584","2020-11","0.084175"
"000584","2020-12","-0.094720"
"000584","2021-01","0.029159"
"000584","2021-02","0.351667"
"000584","2021-03","-0.036991"
"000584","2021-04","-0.055058"
"000584","2021-05","0.051491"
"000584","2021-06","-0.167526"
"000585","2019-07","-0.063927"
"000585","2019-08","-0.063415"
"000585","2019-09","-0.026042"
"000585","2019-10","-0.005347"
"000585","2019-11","-0.016129"
"000585","2019-12","0.071039"
"000585","2020-01","-0.056122"
"000585","2020-02","-0.097298"
"000585","2020-03","-0.053893"
"000585","2020-04","-0.139241"
"000585","2020-05","0.014706"
"000585","2020-06","-0.014493"
"000585","2020-07","0.080883"
"000585","2020-08","-0.006802"
"000585","2020-09","0.116439"
"000585","2020-10","0.177915"
"000585","2020-11","-0.041667"
"000585","2020-12","-0.092392"
"000585","2021-01","-0.035928"
"000585","2021-02","0.093168"
"000585","2021-03","-0.056818"
"000585","2021-04","-0.084338"
"000585","2021-05","0.032895"
"000585","2021-06","0.076433"
"000586","2019-07","0.105478"
"000586","2019-08","-0.140533"
"000586","2019-09","0.023236"
"000586","2019-10","-0.063078"
"000586","2019-11","-0.115799"
"000586","2019-12","0.030457"
"000586","2020-01","-0.011823"
"000586","2020-02","-0.029910"
"000586","2020-03","0.119219"
"000586","2020-04","-0.077135"
"000586","2020-05","-0.031841"
"000586","2020-06","-0.026721"
"000586","2020-07","0.019007"
"000586","2020-08","-0.031088"
"000586","2020-09","-0.187166"
"000586","2020-10","0.013158"
"000586","2020-11","0.044156"
"000586","2020-12","-0.097015"
"000586","2021-01","-0.103306"
"000586","2021-02","0.064516"
"000586","2021-03","0.064935"
"000586","2021-04","-0.040650"
"000586","2021-05","-0.012712"
"000586","2021-06","0.048641"
"000587","2019-07","-0.143411"
"000587","2019-08","0.067873"
"000587","2019-09","-0.122881"
"000587","2019-10","-0.096618"
"000587","2019-11","-0.053476"
"000587","2019-12","0.028249"
"000587","2020-01","-0.115385"
"000587","2020-02","0.074534"
"000587","2020-03","-0.121387"
"000587","2020-04","-0.236842"
"000587","2020-05","-0.293103"
"000587","2020-06","0.170732"
"000587","2020-07","0.208333"
"000587","2020-08","0.241379"
"000587","2020-09","0.020833"
"000587","2020-10","0.074830"
"000587","2020-11","-0.037975"
"000587","2020-12","-0.309211"
"000587","2021-01","0.076191"
"000587","2021-02","0.345132"
"000587","2021-03","0.131579"
"000587","2021-04","-0.029070"
"000587","2021-05","-0.017964"
"000587","2021-06","0.091463"
"000589","2019-07","0.042959"
"000589","2019-08","-0.050343"
"000589","2019-09","0.065060"
"000589","2019-10","-0.015837"
"000589","2019-11","-0.009195"
"000589","2019-12","0.081206"
"000589","2020-01","-0.057940"
"000589","2020-02","-0.088838"
"000589","2020-03","-0.010000"
"000589","2020-04","-0.012626"
"000589","2020-05","0.025575"
"000589","2020-06","0.004988"
"000589","2020-07","0.324561"
"000589","2020-08","0.009452"
"000589","2020-09","0.095506"
"000589","2020-10","0.124786"
"000589","2020-11","-0.003040"
"000589","2020-12","0.003049"
"000589","2021-01","0.024316"
"000589","2021-02","0.083086"
"000589","2021-03","-0.039726"
"000589","2021-04","-0.088445"
"000589","2021-05","-0.035994"
"000589","2021-06","-0.062842"
"000590","2019-07","-0.086012"
"000590","2019-08","0.084601"
"000590","2019-09","-0.072743"
"000590","2019-10","0.087902"
"000590","2019-11","-0.024327"
"000590","2019-12","0.065004"
"000590","2020-01","-0.049331"
"000590","2020-02","-0.101143"
"000590","2020-03","0.031311"
"000590","2020-04","-0.068311"
"000590","2020-05","-0.041752"
"000590","2020-06","0.065887"
"000590","2020-07","0.074776"
"000590","2020-08","0.021336"
"000590","2020-09","-0.128065"
"000590","2020-10","-0.005208"
"000590","2020-11","0.023037"
"000590","2020-12","-0.132037"
"000590","2021-01","-0.093160"
"000590","2021-02","-0.018205"
"000590","2021-03","0.064901"
"000590","2021-04","0.046020"
"000590","2021-05","-0.002378"
"000590","2021-06","0.039333"
"000591","2019-07","-0.042683"
"000591","2019-08","-0.003185"
"000591","2019-09","0.006390"
"000591","2019-10","0.050794"
"000591","2019-11","0.033233"
"000591","2019-12","0.070175"
"000591","2020-01","-0.030055"
"000591","2020-02","-0.002817"
"000591","2020-03","-0.087571"
"000591","2020-04","0.030960"
"000591","2020-05","-0.042042"
"000591","2020-06","0.059561"
"000591","2020-07","0.485853"
"000591","2020-08","-0.086242"
"000591","2020-09","0.040449"
"000591","2020-10","-0.028078"
"000591","2020-11","0.073333"
"000591","2020-12","0.505176"
"000591","2021-01","-0.144429"
"000591","2021-02","0.036977"
"000591","2021-03","0.062015"
"000591","2021-04","-0.099270"
"000591","2021-05","0.098865"
"000591","2021-06","-0.081121"
"000592","2019-07","-0.045714"
"000592","2019-08","-0.149701"
"000592","2019-09","-0.031690"
"000592","2019-10","0.007273"
"000592","2019-11","-0.014440"
"000592","2019-12","0.062271"
"000592","2020-01","-0.072414"
"000592","2020-02","-0.107807"
"000592","2020-03","0.037500"
"000592","2020-04","-0.080321"
"000592","2020-05","0.034934"
"000592","2020-06","0.092827"
"000592","2020-07","0.389961"
"000592","2020-08","-0.050000"
"000592","2020-09","-0.087719"
"000592","2020-10","-0.141026"
"000592","2020-11","0.108209"
"000592","2020-12","-0.067340"
"000592","2021-01","-0.166065"
"000592","2021-02","0.030303"
"000592","2021-03","0.189076"
"000592","2021-04","0.024735"
"000592","2021-05","0.362069"
"000592","2021-06","-0.222785"
"000593","2019-07","-0.080000"
"000593","2019-08","-0.037267"
"000593","2019-09","-0.004839"
"000593","2019-10","0.069692"
"000593","2019-11","-0.065152"
"000593","2019-12","-0.021070"
"000593","2020-01","-0.046358"
"000593","2020-02","-0.140625"
"000593","2020-03","0.004040"
"000593","2020-04","-0.028169"
"000593","2020-05","-0.006211"
"000593","2020-06","0.008333"
"000593","2020-07","0.121901"
"000593","2020-08","-0.009208"
"000593","2020-09","-0.089219"
"000593","2020-10","0.048980"
"000593","2020-11","0.046693"
"000593","2020-12","0.174721"
"000593","2021-01","-0.278481"
"000593","2021-02","0.002193"
"000593","2021-03","0.170678"
"000593","2021-04","-0.142056"
"000593","2021-05","0.058824"
"000593","2021-06","-0.014403"
"000595","2019-07","-0.077703"
"000595","2019-08","0.461539"
"000595","2019-09","-0.140351"
"000595","2019-10","-0.137026"
"000595","2019-11","0.148649"
"000595","2019-12","-0.061765"
"000595","2020-01","-0.034483"
"000595","2020-02","-0.107143"
"000595","2020-03","-0.069091"
"000595","2020-04","-0.246094"
"000595","2020-05","-0.227980"
"000595","2020-06","0.140940"
"000595","2020-07","0.147059"
"000595","2020-08","0.112820"
"000595","2020-09","0.152074"
"000595","2020-10","-0.044000"
"000595","2020-11","-0.025105"
"000595","2020-12","-0.150214"
"000595","2021-01","-0.035354"
"000595","2021-02","0.010471"
"000595","2021-03","0.139896"
"000595","2021-04","-0.027273"
"000595","2021-05","0.126168"
"000595","2021-06","0.286307"
"000596","2019-07","0.004894"
"000596","2019-08","0.049626"
"000596","2019-09","-0.080000"
"000596","2019-10","-0.040000"
"000596","2019-11","-0.020290"
"000596","2019-12","0.256657"
"000596","2020-01","0.053561"
"000596","2020-02","-0.145950"
"000596","2020-03","-0.065985"
"000596","2020-04","0.180863"
"000596","2020-05","0.110238"
"000596","2020-06","0.003205"
"000596","2020-07","0.429406"
"000596","2020-08","0.213527"
"000596","2020-09","-0.160938"
"000596","2020-10","-0.030353"
"000596","2020-11","0.004757"
"000596","2020-12","0.287879"
"000596","2021-01","-0.102941"
"000596","2021-02","-0.039836"
"000596","2021-03","-0.102911"
"000596","2021-04","0.081648"
"000596","2021-05","0.077289"
"000596","2021-06","-0.015834"
"000597","2019-07","0.085817"
"000597","2019-08","-0.006656"
"000597","2019-09","-0.035369"
"000597","2019-10","-0.067270"
"000597","2019-11","-0.041609"
"000597","2019-12","0.079595"
"000597","2020-01","0.199732"
"000597","2020-02","-0.136313"
"000597","2020-03","-0.036223"
"000597","2020-04","-0.024161"
"000597","2020-05","0.028858"
"000597","2020-06","0.039841"
"000597","2020-07","0.074713"
"000597","2020-08","0.105169"
"000597","2020-09","-0.067742"
"000597","2020-10","-0.067474"
"000597","2020-11","0.061224"
"000597","2020-12","-0.113636"
"000597","2021-01","-0.041420"
"000597","2021-02","-0.032922"
"000597","2021-03","-0.021277"
"000597","2021-04","0.089130"
"000597","2021-05","-0.036348"
"000597","2021-06","0.039419"
"000598","2019-07","0.048352"
"000598","2019-08","-0.027254"
"000598","2019-09","0.032328"
"000598","2019-10","0.000000"
"000598","2019-11","-0.058455"
"000598","2019-12","0.026608"
"000598","2020-01","-0.038877"
"000598","2020-02","0.015730"
"000598","2020-03","0.011062"
"000598","2020-04","0.056893"
"000598","2020-05","-0.033126"
"000598","2020-06","0.004409"
"000598","2020-07","0.108696"
"000598","2020-08","0.035294"
"000598","2020-09","-0.034091"
"000598","2020-10","-0.025490"
"000598","2020-11","0.016097"
"000598","2020-12","-0.049505"
"000598","2021-01","-0.054167"
"000598","2021-02","0.099119"
"000598","2021-03","0.080160"
"000598","2021-04","-0.035250"
"000598","2021-05","0.003846"
"000598","2021-06","-0.001916"
"000599","2019-07","-0.044444"
"000599","2019-08","-0.030040"
"000599","2019-09","0.084135"
"000599","2019-10","0.026608"
"000599","2019-11","-0.032397"
"000599","2019-12","0.055804"
"000599","2020-01","-0.101480"
"000599","2020-02","-0.061176"
"000599","2020-03","0.012531"
"000599","2020-04","-0.059406"
"000599","2020-05","0.128947"
"000599","2020-06","-0.011655"
"000599","2020-07","0.184142"
"000599","2020-08","-0.023952"
"000599","2020-09","-0.092024"
"000599","2020-10","-0.002252"
"000599","2020-11","0.074492"
"000599","2020-12","-0.107143"
"000599","2021-01","-0.025882"
"000599","2021-02","-0.024155"
"000599","2021-03","0.014852"
"000599","2021-04","-0.002439"
"000599","2021-05","0.031785"
"000599","2021-06","-0.009533"
"000600","2019-07","-0.091045"
"000600","2019-08","-0.085386"
"000600","2019-09","-0.032316"
"000600","2019-10","-0.085343"
"000600","2019-11","-0.020284"
"000600","2019-12","0.012422"
"000600","2020-01","-0.051125"
"000600","2020-02","0.066810"
"000600","2020-03","-0.121212"
"000600","2020-04","0.096552"
"000600","2020-05","0.036728"
"000600","2020-06","0.056017"
"000600","2020-07","0.088409"
"000600","2020-08","-0.014440"
"000600","2020-09","-0.084249"
"000600","2020-10","0.098000"
"000600","2020-11","0.030965"
"000600","2020-12","-0.008834"
"000600","2021-01","-0.144385"
"000600","2021-02","0.014583"
"000600","2021-03","0.336756"
"000600","2021-04","-0.211982"
"000600","2021-05","0.061285"
"000600","2021-06","-0.070076"
"000601","2019-07","0.062630"
"000601","2019-08","0.178278"
"000601","2019-09","0.018900"
"000601","2019-10","0.047218"
"000601","2019-11","-0.019324"
"000601","2019-12","-0.090312"
"000601","2020-01","0.146209"
"000601","2020-02","-0.094488"
"000601","2020-03","-0.043478"
"000601","2020-04","-0.005455"
"000601","2020-05","-0.074954"
"000601","2020-06","0.041502"
"000601","2020-07","0.343454"
"000601","2020-08","0.027191"
"000601","2020-09","-0.089744"
"000601","2020-10","0.028169"
"000601","2020-11","0.092846"
"000601","2020-12","-0.068245"
"000601","2021-01","-0.162930"
"000601","2021-02","0.003571"
"000601","2021-03","0.151246"
"000601","2021-04","-0.182380"
"000601","2021-05","0.047259"
"000601","2021-06","-0.014440"
"000603","2019-07","0.108229"
"000603","2019-08","0.328491"
"000603","2019-09","-0.161604"
"000603","2019-10","-0.030435"
"000603","2019-11","-0.106876"
"000603","2019-12","0.254393"
"000603","2020-01","-0.143429"
"000603","2020-02","-0.001558"
"000603","2020-03","-0.124025"
"000603","2020-04","-0.030276"
"000603","2020-05","0.132780"
"000603","2020-06","-0.039248"
"000603","2020-07","0.594043"
"000603","2020-08","0.012280"
"000603","2020-09","-0.239451"
"000603","2020-10","-0.039528"
"000603","2020-11","0.063538"
"000603","2020-12","0.080788"
"000603","2021-01","-0.158291"
"000603","2021-02","0.132836"
"000603","2021-03","-0.142951"
"000603","2021-04","0.046887"
"000603","2021-05","0.077827"
"000603","2021-06","-0.142371"
"000605","2019-07","-0.046884"
"000605","2019-08","-0.068742"
"000605","2019-09","0.004178"
"000605","2019-10","-0.041609"
"000605","2019-11","-0.044862"
"000605","2019-12","0.037879"
"000605","2020-01","-0.010219"
"000605","2020-02","-0.166667"
"000605","2020-03","0.023009"
"000605","2020-04","0.000000"
"000605","2020-05","0.008651"
"000605","2020-06","0.022269"
"000605","2020-07","0.092593"
"000605","2020-08","0.029276"
"000605","2020-09","-0.101796"
"000605","2020-10","-0.016667"
"000605","2020-11","0.054237"
"000605","2020-12","-0.065916"
"000605","2021-01","-0.129088"
"000605","2021-02","0.003953"
"000605","2021-03","0.204724"
"000605","2021-04","-0.142157"
"000605","2021-05","0.055238"
"000605","2021-06","-0.043321"
"000606","2019-07","-0.003295"
"000606","2019-08","-0.052893"
"000606","2019-09","-0.001745"
"000606","2019-10","0.229021"
"000606","2019-11","-0.209104"
"000606","2019-12","-0.001799"
"000606","2020-01","-0.145946"
"000606","2020-02","-0.061181"
"000606","2020-03","-0.094382"
"000606","2020-04","-0.042184"
"000606","2020-05","-0.067357"
"000606","2020-06","0.038889"
"000606","2020-07","0.251337"
"000606","2020-08","-0.079060"
"000606","2020-09","-0.095128"
"000606","2020-10","-0.023077"
"000606","2020-11","0.057743"
"000606","2020-12","-0.178660"
"000606","2021-01","-0.199396"
"000606","2021-02","-0.022641"
"000606","2021-03","0.474903"
"000606","2021-04","-0.269634"
"000606","2021-05","-0.283154"
"000606","2021-06","0.135000"
"000607","2019-07","-0.194066"
"000607","2019-08","-0.081250"
"000607","2019-09","0.072562"
"000607","2019-10","0.071882"
"000607","2019-11","-0.112426"
"000607","2019-12","0.097778"
"000607","2020-01","-0.042510"
"000607","2020-02","-0.093023"
"000607","2020-03","-0.055944"
"000607","2020-04","0.019753"
"000607","2020-05","-0.007264"
"000607","2020-06","0.060976"
"000607","2020-07","0.029885"
"000607","2020-08","-0.015625"
"000607","2020-09","-0.090703"
"000607","2020-10","-0.017456"
"000607","2020-11","0.083757"
"000607","2020-12","-0.077283"
"000607","2021-01","-0.053299"
"000607","2021-02","0.048257"
"000607","2021-03","0.010230"
"000607","2021-04","-0.078481"
"000607","2021-05","0.043956"
"000607","2021-06","-0.050000"
"000608","2019-07","0.130909"
"000608","2019-08","-0.054662"
"000608","2019-09","-0.110544"
"000608","2019-10","-0.093690"
"000608","2019-11","0.113924"
"000608","2019-12","-0.066288"
"000608","2020-01","-0.052738"
"000608","2020-02","0.119914"
"000608","2020-03","-0.015296"
"000608","2020-04","0.042718"
"000608","2020-05","-0.035382"
"000608","2020-06","-0.088803"
"000608","2020-07","-0.021186"
"000608","2020-08","-0.012987"
"000608","2020-09","-0.089912"
"000608","2020-10","0.062651"
"000608","2020-11","-0.131519"
"000608","2020-12","-0.182768"
"000608","2021-01","0.000000"
"000608","2021-02","0.019169"
"000608","2021-03","0.050157"
"000608","2021-04","0.074627"
"000608","2021-05","-0.002778"
"000608","2021-06","-0.027855"
"000609","2019-07","-0.078505"
"000609","2019-08","-0.050710"
"000609","2019-09","-0.027778"
"000609","2019-10","-0.008791"
"000609","2019-11","0.192905"
"000609","2019-12","0.022305"
"000609","2020-01","-0.125455"
"000609","2020-02","-0.024948"
"000609","2020-03","-0.029851"
"000609","2020-04","0.443956"
"000609","2020-05","-0.092846"
"000609","2020-06","-0.020134"
"000609","2020-07","-0.011986"
"000609","2020-08","-0.001733"
"000609","2020-09","-0.098958"
"000609","2020-10","-0.005780"
"000609","2020-11","0.000000"
"000609","2020-12","-0.112403"
"000609","2021-01","-0.161572"
"000609","2021-02","-0.002604"
"000609","2021-03","-0.041775"
"000609","2021-04","-0.158038"
"000609","2021-05","-0.187702"
"000609","2021-06","0.195219"
"000610","2019-07","-0.081571"
"000610","2019-08","0.039474"
"000610","2019-09","0.041139"
"000610","2019-10","-0.138805"
"000610","2019-11","-0.005882"
"000610","2019-12","0.085207"
"000610","2020-01","-0.133043"
"000610","2020-02","-0.015094"
"000610","2020-03","-0.019157"
"000610","2020-04","0.135417"
"000610","2020-05","-0.099771"
"000610","2020-06","0.014013"
"000610","2020-07","0.100503"
"000610","2020-08","0.108448"
"000610","2020-09","-0.026776"
"000610","2020-10","-0.106878"
"000610","2020-11","0.069905"
"000610","2020-12","-0.080842"
"000610","2021-01","0.002410"
"000610","2021-02","0.087740"
"000610","2021-03","0.078453"
"000610","2021-04","0.020492"
"000610","2021-05","-0.096185"
"000610","2021-06","0.104561"
"000611","2019-07","-0.050148"
"000611","2019-08","-0.040373"
"000611","2019-09","0.203884"
"000611","2019-10","-0.032258"
"000611","2019-11","0.047222"
"000611","2019-12","0.018568"
"000611","2020-01","0.000000"
"000611","2020-02","-0.010417"
"000611","2020-03","-0.094737"
"000611","2020-04","0.043605"
"000611","2020-05","-0.019499"
